feature,model,section,n,auc_baseline,auc_extended,auc_diff,z,p_value,q_value_bh
DM,clinic4_bmi,scalar,3130,0.6484329728670281,0.6481325842792379,-0.00030038858779013466,-0.7105040737230386,0.4773916056384049,0.7638265690214479
DM,clinic4_smi,scalar,3130,0.6484329728670281,0.6594903620002046,0.011057389133176554,1.6235186536184176,0.10447857907837489,0.3647252215099633
DM,clinic4_vat,scalar,3130,0.6484329728670281,0.6503625967208645,0.0019296238538364374,0.5191894892845662,0.6036286079263327,0.848996806242427
DM,clinic4_sat,scalar,3130,0.6484329728670281,0.6492270852507074,0.000794112383679324,0.2730436469141904,0.7848196644361851,0.9598043320216206
DM,clinic4_imata,scalar,3130,0.6484329728670281,0.6479072928383952,-0.0005256800286328467,-0.3470638323765109,0.7285433642254293,0.9402907983143467
DM,clinic4_nama,scalar,3130,0.6484329728670281,0.669605574871323,0.021172602004294938,2.603665013992691,0.00922328559326937,0.11426399617817821
DM,clinic4_lama,scalar,3130,0.6484329728670281,0.6437785475679177,-0.00465442529911031,-2.7631081851610304,0.00572537861131794,0.09426658867038129
DM,clinic4_tama,scalar,3130,0.6484329728670281,0.66006557418959,0.011632601322561942,1.6677305354973073,0.09536923086984128,0.3390905986483246
DM,clinic4_vat_sat_ratio,inter_var_ratio,3130,0.6484329728670281,0.6657015884378089,0.017268615570780854,2.592720945225491,0.009521999681514851,0.11426399617817821
DM,clinic4_lama_tama_ratio,inter_var_ratio,3130,0.6484329728670281,0.6576869652657055,0.009253992398677413,1.5716836007080714,0.11602394728184336,0.3908175066335776
DM,clinic4_imata_tama_ratio,inter_var_ratio,3130,0.6484329728670281,0.6598152503664315,0.01138227749940346,2.746064456003816,0.006031491241228667,0.09426658867038129
DM,clinic4_aec_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.6470125183215735,-0.0014204545454545858,-0.27441443627889067,0.7837661501305222,0.9598043320216206
DM,clinic4_aec_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.6497458414289123,0.001312868561884284,0.2601803777266699,0.7947246394811309,0.9598043320216206
DM,clinic4_vat_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.6655993284930293,0.017166355626001217,2.1468435731339577,0.031805737095091845,0.19821971833794616
DM,clinic4_vat_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.6544604509663565,0.006027478099328465,1.2063741596671347,0.2276732548930529,0.5628835678236711
DM,clinic4_sat_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.6449950148276921,-0.0034379580393359976,-1.8789102447247334,0.060256749757215705,0.2754594274615575
DM,clinic4_sat_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.6450003408664826,-0.0034326320005454436,-1.7639587953201268,0.07773891674450388,0.30933030136507633
DM,clinic4_imata_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.6607526331935781,0.012319660326550075,1.738363111915929,0.08214685222086554,0.3124132822452468
DM,clinic4_imata_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.6483695930054199,-6.337986160820375e-05,-0.04405502520170176,0.964860542641402,0.9923977189894205
DM,clinic4_nama_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.66229931485837,0.013866341991341957,1.9003097789268062,0.057392478800651583,0.2754594274615575
DM,clinic4_nama_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.652416317278522,0.00398334441149395,0.9447712920317543,0.3447756511589384,0.6737739627844997
DM,clinic4_lama_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.651932712956335,0.0034997400893069797,0.7001308724145806,0.483845577337531,0.7677549656926111
DM,clinic4_lama_uplow_ratio,curve_uplow_ratio,3130,0.6484329728670281,0.6479147492927021,-0.00051822357432596,-0.6143152438949511,0.5390070311392134,0.812308950736105
DM,clinic4_tama_fpca_elbow,curve_fpca_elbow,3130,0.6484329728670281,0.6551496403858609,0.0067166675188328195,1.1613680743218364,0.24549224643590495,0.5726865062752199
