cohort,normalization,n_tp,n_fp,curve_rmsd,peak_slice,peak_deviation,direction,n_perm,p_value
sinchon,raw,131,398,10.25234968199066,3,-20.828305074993324,TP < FP,2000,0.1519240379810095
