feature,selected,svm_standardized_coef,abs_coef,stream,position
crop_pos_25,1,0.8799547433321065,0.8799547433321065,crop,25
crop_pos_29,1,-0.7603054651795668,0.7603054651795668,crop,29
a128_pos_64,1,-0.6778162208453186,0.6778162208453186,a128,64
crop_pos_26,1,-0.561130970891047,0.561130970891047,crop,26
a128_pos_75,1,0.5586963074804747,0.5586963074804747,a128,75
crop_pos_22,1,-0.5384357372349429,0.5384357372349429,crop,22
crop_pos_42,1,-0.4982683518167814,0.4982683518167814,crop,42
a128_pos_79,1,-0.49551354561988115,0.49551354561988115,a128,79
crop_pos_33,1,-0.46068393479664654,0.46068393479664654,crop,33
crop_pos_107,1,0.45477903319451823,0.45477903319451823,crop,107
crop_pos_44,1,0.44929524437352597,0.44929524437352597,crop,44
crop_pos_99,1,-0.4455885111601828,0.4455885111601828,crop,99
a128_pos_67,1,-0.43417856019267664,0.43417856019267664,a128,67
a128_pos_85,1,-0.43397938766004235,0.43397938766004235,a128,85
a128_pos_84,1,0.42056420315118614,0.42056420315118614,a128,84
crop_pos_84,1,0.4077224239191471,0.4077224239191471,crop,84
crop_pos_32,1,0.3920449453847026,0.3920449453847026,crop,32
a128_pos_62,1,0.3897813464939472,0.3897813464939472,a128,62
a128_pos_80,1,-0.3864053172901668,0.3864053172901668,a128,80
a128_pos_66,1,0.38138240395797446,0.38138240395797446,a128,66
crop_pos_88,1,0.3798803591461722,0.3798803591461722,crop,88
a128_pos_65,1,-0.3726486853530285,0.3726486853530285,a128,65
a128_pos_69,1,0.3522710255071977,0.3522710255071977,a128,69
crop_pos_43,1,-0.3515949247492792,0.3515949247492792,crop,43
a128_pos_74,1,-0.35143653031292044,0.35143653031292044,a128,74
crop_pos_95,1,-0.3509395934329217,0.3509395934329217,crop,95
a128_pos_70,1,-0.3092323045537229,0.3092323045537229,a128,70
crop_pos_87,1,-0.3046645729995949,0.3046645729995949,crop,87
crop_pos_16,1,0.3026212795659915,0.3026212795659915,crop,16
crop_pos_85,1,-0.29932645546206066,0.29932645546206066,crop,85
crop_pos_46,1,0.29528973717724066,0.29528973717724066,crop,46
a128_pos_119,1,0.29122669060164297,0.29122669060164297,a128,119
a128_pos_63,1,0.28123497130510117,0.28123497130510117,a128,63
crop_pos_78,1,0.27765921211113725,0.27765921211113725,crop,78
crop_pos_41,1,0.27451758866914444,0.27451758866914444,crop,41
crop_pos_94,1,0.2727804712254103,0.2727804712254103,crop,94
a128_pos_116,1,-0.2637016130875529,0.2637016130875529,a128,116
crop_pos_39,1,-0.25790843801048363,0.25790843801048363,crop,39
a128_pos_117,1,-0.2519620753167094,0.2519620753167094,a128,117
crop_pos_35,1,0.2418939598511905,0.2418939598511905,crop,35
a128_pos_122,1,0.23050539595925412,0.23050539595925412,a128,122
crop_pos_48,1,0.22766591680503714,0.22766591680503714,crop,48
crop_pos_27,1,0.22015832691849216,0.22015832691849216,crop,27
a128_pos_83,1,0.21890844286663755,0.21890844286663755,a128,83
crop_pos_73,1,0.21800809402581778,0.21800809402581778,crop,73
crop_pos_105,1,-0.2115183245481584,0.2115183245481584,crop,105
crop_pos_93,1,-0.2107092836140932,0.2107092836140932,crop,93
a128_pos_82,1,0.2075297146116184,0.2075297146116184,a128,82
crop_pos_109,1,-0.20711594510900286,0.20711594510900286,crop,109
crop_pos_104,1,-0.20184069666705687,0.20184069666705687,crop,104
crop_pos_15,1,0.19973763411808065,0.19973763411808065,crop,15
crop_pos_21,1,0.18958223517175096,0.18958223517175096,crop,21
crop_pos_37,1,-0.18511162285759578,0.18511162285759578,crop,37
crop_pos_40,1,-0.1790413976750847,0.1790413976750847,crop,40
crop_pos_113,1,0.17559420495589,0.17559420495589,crop,113
crop_pos_30,1,0.17437991736550837,0.17437991736550837,crop,30
crop_pos_102,1,0.17181155954776095,0.17181155954776095,crop,102
crop_pos_77,1,0.1694450431344173,0.1694450431344173,crop,77
a128_pos_77,1,0.16831020691250612,0.16831020691250612,a128,77
a128_pos_78,1,0.167164512245098,0.167164512245098,a128,78
crop_pos_79,1,-0.16589615942364028,0.16589615942364028,crop,79
crop_pos_36,1,0.16430022569108954,0.16430022569108954,crop,36
a128_pos_121,1,-0.1583459485179764,0.1583459485179764,a128,121
a128_pos_123,1,-0.15807760383162994,0.15807760383162994,a128,123
crop_pos_74,1,-0.1513358276638157,0.1513358276638157,crop,74
crop_pos_89,1,0.1479843788320096,0.1479843788320096,crop,89
crop_pos_80,1,-0.14542566999488654,0.14542566999488654,crop,80
crop_pos_111,1,0.14480819748830726,0.14480819748830726,crop,111
crop_pos_112,1,0.1427999302268693,0.1427999302268693,crop,112
a128_pos_60,1,0.14138681179936177,0.14138681179936177,a128,60
crop_pos_114,1,0.14070384267359806,0.14070384267359806,crop,114
a128_pos_124,1,0.13793329870581983,0.13793329870581983,a128,124
crop_pos_106,1,-0.1331574817894476,0.1331574817894476,crop,106
a128_pos_68,1,0.1331278189166884,0.1331278189166884,a128,68
a128_pos_114,1,0.13212600239414313,0.13212600239414313,a128,114
crop_pos_76,1,-0.13202707447676665,0.13202707447676665,crop,76
a128_pos_112,1,0.11715771635586178,0.11715771635586178,a128,112
crop_pos_20,1,-0.11643903629108954,0.11643903629108954,crop,20
crop_pos_45,1,-0.10751097767097856,0.10751097767097856,crop,45
crop_pos_108,1,0.10222858437234884,0.10222858437234884,crop,108
a128_pos_118,1,0.09351627425186532,0.09351627425186532,a128,118
crop_pos_83,1,-0.09140786994940747,0.09140786994940747,crop,83
a128_pos_125,1,-0.0903616167321658,0.0903616167321658,a128,125
a128_pos_72,1,0.08849298993506749,0.08849298993506749,a128,72
crop_pos_28,1,0.08277297166271502,0.08277297166271502,crop,28
crop_pos_38,1,0.08037982903694563,0.08037982903694563,crop,38
crop_pos_103,1,-0.07980389741708599,0.07980389741708599,crop,103
crop_pos_97,1,0.07576925645667816,0.07576925645667816,crop,97
crop_pos_115,1,0.07100630590105089,0.07100630590105089,crop,115
crop_pos_24,1,-0.06999115718419845,0.06999115718419845,crop,24
a128_pos_76,1,0.0690100110002871,0.0690100110002871,a128,76
crop_pos_91,1,0.06690785477997373,0.06690785477997373,crop,91
a128_pos_61,1,0.06541378388749888,0.06541378388749888,a128,61
crop_pos_116,1,0.06195384579591688,0.06195384579591688,crop,116
crop_pos_96,1,0.0612119247647126,0.0612119247647126,crop,96
a128_pos_115,1,0.05788287148179964,0.05788287148179964,a128,115
crop_pos_92,1,0.055748826061109175,0.055748826061109175,crop,92
crop_pos_31,1,0.05461035169538079,0.05461035169538079,crop,31
crop_pos_110,1,-0.05278869135744623,0.05278869135744623,crop,110
crop_pos_47,1,-0.04922834283052145,0.04922834283052145,crop,47
a128_pos_71,1,0.0473787894413968,0.0473787894413968,a128,71
crop_pos_17,1,-0.045210509324424206,0.045210509324424206,crop,17
crop_pos_18,1,0.03923544419816459,0.03923544419816459,crop,18
a128_pos_73,1,0.03685859633021307,0.03685859633021307,a128,73
a128_pos_120,1,0.035873955059716946,0.035873955059716946,a128,120
a128_pos_113,1,0.026586089556676008,0.026586089556676008,a128,113
crop_pos_75,1,0.021907552571090543,0.021907552571090543,crop,75
crop_pos_23,1,0.014220599588696346,0.014220599588696346,crop,23
crop_pos_101,1,0.013867779873009835,0.013867779873009835,crop,101
crop_pos_19,1,-0.01354061731923395,0.01354061731923395,crop,19
crop_pos_124,1,-0.010037758318586405,0.010037758318586405,crop,124
crop_pos_126,1,-0.010037758318586405,0.010037758318586405,crop,126
crop_pos_125,1,-0.010037758318586405,0.010037758318586405,crop,125
crop_pos_120,1,-0.010037758318586405,0.010037758318586405,crop,120
crop_pos_119,1,-0.010037758318586405,0.010037758318586405,crop,119
crop_pos_121,1,-0.010037758318586405,0.010037758318586405,crop,121
crop_pos_123,1,-0.010037758318586405,0.010037758318586405,crop,123
crop_pos_122,1,-0.010037758318586405,0.010037758318586405,crop,122
crop_pos_127,1,-0.010037758318586405,0.010037758318586405,crop,127
crop_pos_117,1,-0.010037758318583383,0.010037758318583383,crop,117
crop_pos_118,1,-0.010037758318576808,0.010037758318576808,crop,118
crop_pos_90,1,0.009593796934059593,0.009593796934059593,crop,90
crop_pos_86,1,0.00908160574820528,0.00908160574820528,crop,86
a128_pos_81,1,-0.006921515703557531,0.006921515703557531,a128,81
crop_pos_34,1,-0.006107228092027941,0.006107228092027941,crop,34
crop_pos_98,1,-0.002657413321837902,0.002657413321837902,crop,98
crop_pos_81,1,-0.002017252243082304,0.002017252243082304,crop,81
crop_pos_100,1,0.0016715469513556543,0.0016715469513556543,crop,100
a128_pos_127,0,0.0,0.0,a128,127
a128_pos_126,0,0.0,0.0,a128,126
a128_pos_98,0,0.0,0.0,a128,98
a128_pos_99,0,0.0,0.0,a128,99
a128_pos_100,0,0.0,0.0,a128,100
a128_pos_101,0,0.0,0.0,a128,101
a128_pos_102,0,0.0,0.0,a128,102
a128_pos_103,0,0.0,0.0,a128,103
a128_pos_104,0,0.0,0.0,a128,104
a128_pos_105,0,0.0,0.0,a128,105
a128_pos_106,0,0.0,0.0,a128,106
a128_pos_107,0,0.0,0.0,a128,107
a128_pos_108,0,0.0,0.0,a128,108
a128_pos_109,0,0.0,0.0,a128,109
a128_pos_110,0,0.0,0.0,a128,110
a128_pos_111,0,0.0,0.0,a128,111
a128_pos_97,0,0.0,0.0,a128,97
a128_pos_96,0,0.0,0.0,a128,96
a128_pos_90,0,0.0,0.0,a128,90
a128_pos_91,0,0.0,0.0,a128,91
a128_pos_92,0,0.0,0.0,a128,92
a128_pos_93,0,0.0,0.0,a128,93
a128_pos_86,0,0.0,0.0,a128,86
a128_pos_87,0,0.0,0.0,a128,87
a128_pos_88,0,0.0,0.0,a128,88
a128_pos_89,0,0.0,0.0,a128,89
a128_pos_94,0,0.0,0.0,a128,94
a128_pos_95,0,0.0,0.0,a128,95
a128_pos_12,0,0.0,0.0,a128,12
a128_pos_13,0,0.0,0.0,a128,13
a128_pos_14,0,0.0,0.0,a128,14
a128_pos_15,0,0.0,0.0,a128,15
a128_pos_31,0,0.0,0.0,a128,31
a128_pos_30,0,0.0,0.0,a128,30
a128_pos_29,0,0.0,0.0,a128,29
a128_pos_28,0,0.0,0.0,a128,28
a128_pos_32,0,0.0,0.0,a128,32
a128_pos_33,0,0.0,0.0,a128,33
a128_pos_34,0,0.0,0.0,a128,34
a128_pos_35,0,0.0,0.0,a128,35
a128_pos_40,0,0.0,0.0,a128,40
a128_pos_41,0,0.0,0.0,a128,41
a128_pos_42,0,0.0,0.0,a128,42
a128_pos_43,0,0.0,0.0,a128,43
a128_pos_36,0,0.0,0.0,a128,36
a128_pos_37,0,0.0,0.0,a128,37
a128_pos_38,0,0.0,0.0,a128,38
a128_pos_39,0,0.0,0.0,a128,39
a128_pos_47,0,0.0,0.0,a128,47
a128_pos_46,0,0.0,0.0,a128,46
a128_pos_45,0,0.0,0.0,a128,45
a128_pos_44,0,0.0,0.0,a128,44
a128_pos_48,0,0.0,0.0,a128,48
a128_pos_49,0,0.0,0.0,a128,49
a128_pos_50,0,0.0,0.0,a128,50
a128_pos_51,0,0.0,0.0,a128,51
a128_pos_55,0,0.0,0.0,a128,55
a128_pos_54,0,0.0,0.0,a128,54
a128_pos_53,0,0.0,0.0,a128,53
a128_pos_52,0,0.0,0.0,a128,52
a128_pos_59,0,0.0,0.0,a128,59
a128_pos_58,0,0.0,0.0,a128,58
a128_pos_57,0,0.0,0.0,a128,57
a128_pos_56,0,0.0,0.0,a128,56
a128_pos_7,0,0.0,0.0,a128,7
a128_pos_6,0,0.0,0.0,a128,6
a128_pos_5,0,0.0,0.0,a128,5
a128_pos_4,0,0.0,0.0,a128,4
a128_pos_27,0,0.0,0.0,a128,27
a128_pos_26,0,0.0,0.0,a128,26
a128_pos_25,0,0.0,0.0,a128,25
a128_pos_24,0,0.0,0.0,a128,24
a128_pos_23,0,0.0,0.0,a128,23
a128_pos_22,0,0.0,0.0,a128,22
a128_pos_21,0,0.0,0.0,a128,21
a128_pos_20,0,0.0,0.0,a128,20
a128_pos_19,0,0.0,0.0,a128,19
a128_pos_18,0,0.0,0.0,a128,18
a128_pos_17,0,0.0,0.0,a128,17
a128_pos_16,0,0.0,0.0,a128,16
a128_pos_3,0,0.0,0.0,a128,3
a128_pos_2,0,0.0,0.0,a128,2
a128_pos_1,0,0.0,0.0,a128,1
a128_pos_0,0,0.0,0.0,a128,0
a128_pos_11,0,0.0,0.0,a128,11
a128_pos_10,0,0.0,0.0,a128,10
a128_pos_9,0,0.0,0.0,a128,9
a128_pos_8,0,0.0,0.0,a128,8
crop_pos_1,0,0.0,0.0,crop,1
crop_pos_6,0,0.0,0.0,crop,6
crop_pos_5,0,0.0,0.0,crop,5
crop_pos_4,0,0.0,0.0,crop,4
crop_pos_0,0,0.0,0.0,crop,0
crop_pos_2,0,0.0,0.0,crop,2
crop_pos_8,0,0.0,0.0,crop,8
crop_pos_11,0,0.0,0.0,crop,11
crop_pos_63,0,0.0,0.0,crop,63
crop_pos_62,0,0.0,0.0,crop,62
crop_pos_61,0,0.0,0.0,crop,61
crop_pos_60,0,0.0,0.0,crop,60
crop_pos_59,0,0.0,0.0,crop,59
crop_pos_58,0,0.0,0.0,crop,58
crop_pos_57,0,0.0,0.0,crop,57
crop_pos_56,0,0.0,0.0,crop,56
crop_pos_55,0,0.0,0.0,crop,55
crop_pos_54,0,0.0,0.0,crop,54
crop_pos_53,0,0.0,0.0,crop,53
crop_pos_52,0,0.0,0.0,crop,52
crop_pos_51,0,0.0,0.0,crop,51
crop_pos_50,0,0.0,0.0,crop,50
crop_pos_49,0,0.0,0.0,crop,49
crop_pos_7,0,0.0,0.0,crop,7
crop_pos_3,0,0.0,0.0,crop,3
crop_pos_14,0,0.0,0.0,crop,14
crop_pos_12,0,0.0,0.0,crop,12
crop_pos_13,0,0.0,0.0,crop,13
crop_pos_9,0,0.0,0.0,crop,9
crop_pos_10,0,0.0,0.0,crop,10
crop_pos_82,0,0.0,0.0,crop,82
crop_pos_70,0,0.0,0.0,crop,70
crop_pos_71,0,0.0,0.0,crop,71
crop_pos_72,0,0.0,0.0,crop,72
crop_pos_69,0,0.0,0.0,crop,69
crop_pos_68,0,0.0,0.0,crop,68
crop_pos_67,0,0.0,0.0,crop,67
crop_pos_66,0,0.0,0.0,crop,66
crop_pos_65,0,0.0,0.0,crop,65
crop_pos_64,0,0.0,0.0,crop,64
