head_hidden,feature,internal_oof_auc,delta_vs_clinic4
16,HTN,0.7855121994710097,-0.009792267229338014
32,HTN,0.7715311004784688,-0.023773366221878867
64,HTN,0.7903592974531191,-0.0049451692472286535
16,DM,0.7103381123459692,-0.008224070778631964
32,DM,0.7224968942013901,0.003934711076788888
64,DM,0.717531813450626,-0.0010303696739751844
16,CKD,0.7373937443261533,-0.02868696872163068
32,CKD,0.7499050920194769,-0.016175621028307163
64,CKD,0.7389948006932409,-0.027085912354543162
