head_hidden,feature,internal_oof_auc,delta_vs_clinic4
16,HTN,0.8024815001931707,0.0071770334928229484
32,HTN,0.7952271984308598,-7.726826948795118e-05
16,DM,0.7153451633482187,-0.003217019776382446
32,DM,0.7065356075613605,-0.012026575563240716
16,CKD,0.7300074275810844,-0.036073285466699634
32,CKD,0.7447553024676075,-0.021325410580176563
