covariate,smd_before,smd_after
sex_m,0.5742875938602495,0.01777423266234923
age_std,0.27234923142024065,0.03818720191289729
height_std,0.5718679333232187,0.06626331547447743
weight_std,-0.3863218701107015,0.04533997056757473
