feature,feature_type,test,TP_stat,FP_stat,stat_label,effect,effect_name,n_TP,n_FP,p_value,q_value_fdr_bh,significant_q<0.05
height_std,clinic,Mann-Whitney U,0.7080017288084058,0.26921174478500853,median,-0.1815182784149756,rank_biserial_r,131,398,0.0018120798391528215,0.010703313637602163,True
age_std,clinic,Mann-Whitney U,0.6556121989661763,0.3288179623716264,median,-0.17681921055659977,rank_biserial_r,131,398,0.0023785141416893694,0.010703313637602163,True
sex_m,clinic,Fisher exact,0.7251908396946565,0.5804020100502513,proportion=1,1.9077681577681578,odds_ratio,131,398,0.0036348502122011306,0.010904550636603392,True
pc1,aec_pca,Mann-Whitney U,-0.40120894195840634,-0.09490971916143948,median,0.13544823353408264,rank_biserial_r,131,398,0.019989419649854595,0.04497619421217284,True
weight_std,clinic,Mann-Whitney U,-0.2756443269987639,-0.3700350618643639,median,0.06776247650466072,rank_biserial_r,131,398,0.24445996503619816,0.44002793706515664,False
pc2,aec_pca,Mann-Whitney U,0.05163209527221867,0.09951820593679048,median,0.04361502167325171,rank_biserial_r,131,398,0.4538955338918339,0.6808433008377509,False
pc5,aec_pca,Mann-Whitney U,0.07801250782775583,0.09956493400107637,median,0.026736737120718113,rank_biserial_r,131,398,0.6462463551363927,0.8045608699031499,False
pc3,aec_pca,Mann-Whitney U,0.18310212956720245,0.16004486585366118,median,-0.016302888488242795,rank_biserial_r,131,398,0.7796776652890051,0.8045608699031499,False
pc4,aec_pca,Mann-Whitney U,0.1155451987684859,0.1063220024014511,median,0.014423261344892357,rank_biserial_r,131,398,0.8045608699031499,0.8045608699031499,False
