covariate,smd_before,smd_after
sex_m,0.3069616951386093,0.06631929664887475
age_std,0.23832713070767628,0.052515180818079925
height_std,0.2905224022079819,0.04112894284246601
weight_std,-0.17900830521588507,0.05085475728016351
