cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8914728682170543,0.5639958376690947,0.6027522935779817,0.2153558052434457,0.9748201438848921,-0.015503875968992165,0.02809573361082207,0.5,5.623957756679237e-07,PASS,0.015503875968992165,0.04891473947306046,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.49044585987261147,0.5572354211663066,0.24670433145009416,0.9746835443037974,0.0,0.0,1.0,1.0,FAIL,0.0,0.022759858065156013,0.05,NON-INFERIOR
