gate_hidden,head_hidden,feature,internal_oof_auc,delta_vs_clinic4
32,16,HTN,0.781737941692175,-0.01356652500817268
8,16,HTN,0.790874914559125,-0.004429552141222759
32,32,HTN,0.7949240690659455,-0.00038039763440222973
8,16,DM,0.7238861095255682,0.005323926400967016
32,16,DM,0.7235251653627909,0.004962982238189695
16,32,DM,0.7094399489641742,-0.009122234160427012
8,64,CKD,0.7486919204423537,-0.01738879260543036
8,32,CKD,0.7592225798464968,-0.006858133201287253
32,16,CKD,0.7291078649830816,-0.03697284806470247
