use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.015503875968992165,0.037460978147762836,0.21904761904761905,0.04891473947306046,True
True,True,-0.007751937984496027,0.01664932362122795,0.21245421245421245,0.0367718209497858,True
