res_scale_init,block3_kernel,tag,sens_delta_int,spec_delta_int,verdict_int,ni_ci_upper_int,ni_margin_int,sens_delta_ext,spec_delta_ext,verdict_ext,selected
1.0,5,rs1.0_k5,-0.007751937984496,0.0353798126951092,PASS,0.0367718209497858,0.05,0.0,0.0,FAIL,False
0.1,5,rs0.1_k5,-0.007751937984496,0.0228928199791883,PASS,0.0367718209497858,0.05,0.0,0.0,FAIL,False
1.0,3,rs1.0_k3,-0.007751937984496,0.0218522372528616,PASS,0.0367718209497858,0.05,0.0,0.0012738853503184,PASS,False
0.0,5,rs0.0_k5,-0.007751937984496,0.0176899063475546,PASS,0.0367718209497858,0.05,-0.0851063829787234,0.1210191082802547,FAIL,False
0.0,3,rs0.0_k3,-0.007751937984496,0.0166493236212279,PASS,0.0367718209497858,0.05,0.0,0.0076433121019108,PASS,True
0.3,3,rs0.3_k3,-0.007751937984496,0.0135275754422476,PASS,0.0367718209497858,0.05,0.0,0.0025477707006369,PASS,False
0.1,3,rs0.1_k3,-0.007751937984496,0.0052029136316337,PASS,0.0367718209497858,0.05,0.0,0.0025477707006369,PASS,False
0.3,5,rs0.3_k5,0.0,0.004162330905307,PASS,0.0235375976393195,0.05,0.0,0.0,FAIL,False
