feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold,sensitivity,specificity,accuracy
TAMA_SUM,clinic4,internal,700,91,0.13,0.8881430556307404,0.8530985718565708,0.9208938560908215,0.15657183307221184,0.8131868131868132,0.8357963875205254,0.8328571428571429
TAMA_SUM,clinic4,external,498,60,0.12048192771084337,0.8767123287671232,0.8347920929693835,0.913410918008752,0.15657183307221184,0.8666666666666667,0.723744292237443,0.7409638554216867
TAMA_SUM,clinic4_aec_mean,internal,700,91,0.13,0.8947292444829391,0.8579125074186449,0.9280375912790323,0.15688853674451667,0.8351648351648352,0.8440065681444991,0.8428571428571429
TAMA_SUM,clinic4_aec_mean,external,498,60,0.12048192771084337,0.8375570776255707,0.7864340423669837,0.8814283026652636,0.15688853674451667,0.6166666666666667,0.8242009132420092,0.7991967871485943
NAMA_SUM,clinic4,internal,700,98,0.14,0.8605498677876466,0.8166675847790918,0.898878592318883,0.19017544998956779,0.7244897959183674,0.8421926910299004,0.8257142857142857
NAMA_SUM,clinic4,external,498,176,0.3534136546184739,0.7723390739695088,0.7289045813013281,0.8122626365345066,0.19017544998956779,0.6022727272727273,0.7763975155279503,0.714859437751004
NAMA_SUM,clinic4_aec_mean,internal,700,98,0.14,0.8565156959793885,0.8132492121339794,0.8954367289560905,0.14084547499925865,0.7755102040816326,0.7757475083056479,0.7757142857142857
NAMA_SUM,clinic4_aec_mean,external,498,176,0.3534136546184739,0.7593344155844155,0.7136324515013471,0.8009796865831349,0.14084547499925865,0.6647727272727273,0.6956521739130435,0.6847389558232931
LAMA_SUM,clinic4,internal,700,98,0.14,0.8280561393992814,0.7778010505409395,0.876816717876023,0.23315045187084896,0.7040816326530612,0.8853820598006644,0.86
LAMA_SUM,clinic4,external,498,246,0.4939759036144578,0.7598964382500968,0.7164771168832199,0.8016856426579094,0.23315045187084896,0.35772357723577236,0.9285714285714286,0.6465863453815262
LAMA_SUM,clinic4_aec_mean,internal,700,98,0.14,0.8479557936131263,0.8015697486567678,0.8895757576443964,0.18108427035753563,0.7551020408163265,0.8421926910299004,0.83
LAMA_SUM,clinic4_aec_mean,external,498,246,0.4939759036144578,0.773680474899987,0.7303592732338755,0.8155881611026902,0.18108427035753563,0.43902439024390244,0.8968253968253969,0.6706827309236948
IMATA_SUM,clinic4,internal,700,100,0.14285714285714285,0.85535,0.8144681607677743,0.8931254167276512,0.2096082658071451,0.71,0.8683333333333333,0.8457142857142858
IMATA_SUM,clinic4,external,498,117,0.23493975903614459,0.8462547950736927,0.8065254745265015,0.8834329434603256,0.2096082658071451,0.6239316239316239,0.8556430446194225,0.8012048192771084
IMATA_SUM,clinic4_aec_mean,internal,700,100,0.14285714285714285,0.859,0.818380898422875,0.8970960837887068,0.13048206419233682,0.8,0.785,0.7871428571428571
IMATA_SUM,clinic4_aec_mean,external,498,117,0.23493975903614459,0.8745541422706777,0.8376899132741267,0.906189431093078,0.13048206419233682,0.6239316239316239,0.8766404199475065,0.8172690763052208
SAT(피하지방)_SUM,clinic4,internal,700,104,0.14857142857142858,0.8757582601961796,0.8413801098023432,0.9090866046003118,0.1476540726553216,0.8076923076923077,0.8053691275167785,0.8057142857142857
SAT(피하지방)_SUM,clinic4,external,498,95,0.19076305220883535,0.8740237691001698,0.8281136091431317,0.9113581144522486,0.1476540726553216,0.7684210526315789,0.8635235732009926,0.8453815261044176
SAT(피하지방)_SUM,clinic4_aec_mean,internal,700,104,0.14857142857142858,0.9029265616933402,0.8748018588886763,0.9289242286387356,0.09373277782204574,0.9519230769230769,0.7466442953020134,0.7771428571428571
SAT(피하지방)_SUM,clinic4_aec_mean,external,498,95,0.19076305220883535,0.8966958338774976,0.8552040583646394,0.9317180362329455,0.09373277782204574,0.7578947368421053,0.890818858560794,0.8654618473895582
VAT(내장지방)_SUM,clinic4,internal,700,112,0.16,0.8784620991253644,0.8488718390536953,0.9061762976901422,0.15036878818444907,0.8392857142857143,0.7636054421768708,0.7757142857142857
VAT(내장지방)_SUM,clinic4,external,498,128,0.2570281124497992,0.8032622466216216,0.7579715220567127,0.8463405285676505,0.15036878818444907,0.6953125,0.7891891891891892,0.7650602409638554
VAT(내장지방)_SUM,clinic4_aec_mean,internal,700,112,0.16,0.9162870505344997,0.8921757994065547,0.9382819547223081,0.1264703495088073,0.8928571428571429,0.7993197278911565,0.8142857142857143
VAT(내장지방)_SUM,clinic4_aec_mean,external,498,128,0.2570281124497992,0.8601140202702702,0.8228244135176983,0.8955956250938184,0.1264703495088073,0.734375,0.827027027027027,0.8032128514056225
Total Fat_SUM,clinic4,internal,700,113,0.16142857142857142,0.8812470790429814,0.8486657869598362,0.9105027376367695,0.16068806755195875,0.8495575221238938,0.7938671209540034,0.8028571428571428
Total Fat_SUM,clinic4,external,498,110,0.22088353413654618,0.8567478912839737,0.8125708936005451,0.8964975808974702,0.16068806755195875,0.7272727272727273,0.8530927835051546,0.8253012048192772
Total Fat_SUM,clinic4_aec_mean,internal,700,113,0.16142857142857142,0.9120471574376988,0.8873452639232836,0.9360378521285131,0.11000091682147801,0.9026548672566371,0.778534923339012,0.7985714285714286
Total Fat_SUM,clinic4_aec_mean,external,498,110,0.22088353413654618,0.8735238987816308,0.8317651214526214,0.9102449513052014,0.11000091682147801,0.6818181818181818,0.8994845360824743,0.8514056224899599
