cohort,n_tp,n_fp,tp_mean,fp_mean,t_stat,t_p,mannwhitney_u,mannwhitney_p
sinchon,131,398,66.80763358778626,94.08090452261305,-5.011677339831474,1.1069484969397683e-06,18071.5,1.364757329937917e-07
