cohort,normalization,n_tp,n_fp,spectrum_rmsd,peak_freq_cycle,peak_deviation,direction,n_perm,p_value
sinchon,raw,131,398,0.4240729230329488,1,-2.6901420662746602,TP < FP,2000,0.19140429785107446
