cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
sinchon (5-fold OOF),926,141,0.7407230173576369,0.900709219858156,0.8581560283687943,0.03125,0.5388535031847134,0.6560509554140127,4.0389678347315804e-28,0.593952483801296,0.6868250539956804,7.09532095861481e-21,86,98
