cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
"gangnam (external, frozen sinchon model)",1090,129,0.7159035188082284,0.875968992248062,0.7674418604651163,0.0001220703125,0.6056191467221644,0.7190426638917794,3.0814879110195774e-33,0.6376146788990825,0.7247706422018348,2.0761409799356805e-19,95,123
