cohort,stage1_auc,stage1_ci_lower,stage1_ci_upper,full_pipeline_auc,full_pipeline_ci_lower,full_pipeline_ci_upper,auc_diff,delong_z,delong_p_value,significant_p05
internal,0.8284530810121885,0.7912935895264139,0.8628326436447822,0.8224394808379514,0.7833204268809139,0.8570632577499214,0.0060136001742370215,1.0022704735372892,0.3162129789794078,False
external,0.8347111171342096,0.7987222749243349,0.8671292406378462,0.8444323982472783,0.8095123548809685,0.8758822333649546,-0.00972128111306858,-1.9991064851826499,0.045596833601442614,True
