cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
internal,1090,129,0.7375475630509187,0.9069767441860465,0.8682170542635659,0.0625,0.5348595213319459,0.6139438085327783,2.6469779601696886e-23,0.5788990825688073,0.6440366972477064,2.2643223890053103e-17,71,81
external,926,141,0.7500863094096437,0.9290780141843972,0.8865248226950354,0.03125,0.4929936305732484,0.5439490445859873,1.8189894035458565e-12,0.5593952483801296,0.5961123110151187,3.1028037028590916e-07,34,46
