feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,stacking_minus_clinic4,internal,0.7953044667003477,0.8024815001931707,0.0071770334928229484,2.0497505215371636,0.04038878215322678
HTN,stacking_minus_clinic4,external,0.7176925638464099,0.7230173672481365,0.0053248034017265855,1.4003356528684698,0.1614128291752831
DM,stacking_minus_clinic4,internal,0.7185621831246012,0.7153451633482188,-0.003217019776382335,-0.47087943713329894,0.6377268330485866
DM,stacking_minus_clinic4,external,0.665451928176377,0.6644745814076825,-0.0009773467686945425,-0.17772676518157973,0.8589375642999809
CKD,stacking_minus_clinic4,internal,0.766080713047784,0.7447553024676075,-0.021325410580176563,-1.9776185633047356,0.04797175349720408
CKD,stacking_minus_clinic4,external,0.6156217999772443,0.6308908863351917,0.015269086357947437,1.6450654949692565,0.09995630532701003
