feature,feature_type,test,TP_stat,FP_stat,stat_label,effect,effect_name,n_TP,n_FP,p_value,q_value_fdr_bh,significant_q<0.05
sex_m,clinic,Fisher exact,0.6153846153846154,0.4854586129753915,proportion=1,1.695852534562212,odds_ratio,117,447,0.012831110385658803,0.06791023777714293,False
height_std,clinic,Mann-Whitney U,0.5983042328025556,0.3423434087889075,median,-0.14581540756037392,rank_biserial_r,117,447,0.015091163950476206,0.06791023777714293,False
age_std,clinic,Mann-Whitney U,0.3288179623716264,0.002023725777076498,median,-0.13109237270311103,rank_biserial_r,117,447,0.028893563492914713,0.07132870641854146,False
weight_std,clinic,Mann-Whitney U,-0.464425796729964,-0.21900988607940378,median,0.12891259871125638,rank_biserial_r,117,447,0.031701647297129536,0.07132870641854146,False
pc3,aec_pca,Mann-Whitney U,0.017612981110410257,-0.020607049594333633,median,-0.09309929444157627,rank_biserial_r,117,447,0.1208773081025995,0.21757915458467908,False
pc4,aec_pca,Mann-Whitney U,0.02833143133584867,-0.000939415535827559,median,-0.0803265836822884,rank_biserial_r,117,447,0.18081319831739162,0.27121979747608743,False
pc1,aec_pca,Mann-Whitney U,-0.022022556531297574,0.06987661098258584,median,0.06388267462092967,rank_biserial_r,117,447,0.2872237645092708,0.3436815641720235,False
pc2,aec_pca,Mann-Whitney U,0.034646918683832545,-0.01115842193065234,median,-0.06151169238417564,rank_biserial_r,117,447,0.3054947237084653,0.3436815641720235,False
pc5,aec_pca,Mann-Whitney U,-0.00021472278090499617,-0.003527759331405291,median,-0.01141513222050139,rank_biserial_r,117,447,0.8493837212189305,0.8493837212189305,False
