covariate,smd_before,smd_after
sex_m,0.26273816566007674,0.0
age_std,0.2007761102405215,-0.007724253749541057
height_std,0.2397568903502998,0.07722606472839465
weight_std,-0.23664433315608874,0.05448320796713444
