use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.007751937984496027,0.008324661810613976,0.20938628158844766,0.0367718209497858,True
True,True,-0.015503875968992165,0.04162330905306977,0.22072936660268713,0.04891473947306046,True
