feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic7,clinic7_fpca3,0.8178523849517796,0.8217766225491616,0.00392423759738203,1.132903489553058,0.25725478443412064
HTN,external,clinic7,clinic7_fpca3,0.735385951732557,0.7396625661251447,0.004276614392587641,0.9939561146514416,0.3202442332821751
HTN,internal,clinic7,clinic7_uplow_ratio,0.8178523849517796,0.8196117756089085,0.0017593906571289342,0.704298424852525,0.4812469470537075
HTN,external,clinic7,clinic7_uplow_ratio,0.735385951732557,0.7392517294268633,0.003865777694306294,1.0627569403990462,0.28789219135975574
HTN,internal,clinic7,clinic7_fpca3_total,0.8178523849517796,0.8214870109183585,0.0036346259665789304,1.1106714134781661,0.26670981126459126
HTN,external,clinic7,clinic7_fpca3_total,0.735385951732557,0.7406485742010204,0.005262622468463318,1.2594026789137902,0.20788492233580014
HTN,internal,clinic7,clinic7_uplow_ratio_total,0.8178523849517796,0.8196298763358336,0.0017774913840540307,0.8181257253273787,0.41328540089187304
HTN,external,clinic7,clinic7_uplow_ratio_total,0.735385951732557,0.7406994396969983,0.005313487964441199,1.6330752992875461,0.10245316086642843
HTN,internal,clinic7_fpca3,clinic7_fpca3_total,0.8217766225491616,0.8214870109183585,-0.0002896116308030994,-0.2887965008855709,0.7727371099637304
HTN,external,clinic7_fpca3,clinic7_fpca3_total,0.7396625661251447,0.7406485742010204,0.0009860080758756773,0.7958559124433978,0.42611578900285174
HTN,internal,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.8196117756089085,0.8196298763358336,1.8100726925096566e-05,0.022621789953740434,0.9819519624046242
HTN,external,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.7392517294268633,0.7406994396969983,0.0014477102701349054,1.5193526811435272,0.12867374586816815
DM,internal,clinic7,clinic7_fpca3,0.7263438246850569,0.7411441244379633,0.01480029975290642,2.1095941179842974,0.03489333142971004
DM,external,clinic7,clinic7_fpca3,0.6808707482993197,0.6961133786848073,0.015242630385487566,2.069587769809116,0.0384909643368451
DM,internal,clinic7,clinic7_uplow_ratio,0.7263438246850569,0.7385921740187142,0.012248349333657371,1.9737799083838452,0.0484067743632622
DM,external,clinic7,clinic7_uplow_ratio,0.6808707482993197,0.69118820861678,0.01031746031746028,1.3270637189377512,0.18448760563829558
DM,internal,clinic7,clinic7_fpca3_total,0.7263438246850569,0.7409618422651597,0.014618017580102838,2.0422502018828674,0.04112671903474843
DM,external,clinic7,clinic7_fpca3_total,0.6808707482993197,0.6984580498866213,0.017587301587301596,2.4256821516002844,0.01527964586047805
DM,internal,clinic7,clinic7_uplow_ratio_total,0.7263438246850569,0.7396808036618463,0.013336978976789426,2.094714058111146,0.03619641878556769
DM,external,clinic7,clinic7_uplow_ratio_total,0.6808707482993197,0.688984126984127,0.008113378684807326,1.0257342526775863,0.3050168642756429
DM,internal,clinic7_fpca3,clinic7_fpca3_total,0.7411441244379633,0.7409618422651597,-0.00018228217280358283,-0.07308999437802181,0.9417345036928203
DM,external,clinic7_fpca3,clinic7_fpca3_total,0.6961133786848073,0.6984580498866213,0.0023446712018140303,1.3016570883685765,0.19303363492909387
DM,internal,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.7385921740187142,0.7396808036618463,0.0010886296431320552,0.5221821204218741,0.6015435336032936
DM,external,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.69118820861678,0.688984126984127,-0.0022040816326529544,-1.2701913214625704,0.20401648825492702
CKD,internal,clinic7,clinic7_fpca3,0.7838116261957322,0.7861557868180384,0.002344160622306246,0.2660229603848269,0.7902215261251992
CKD,external,clinic7,clinic7_fpca3,0.6246570217011723,0.6330340068179928,0.008376985116820501,1.1692352521283447,0.24230886179298072
CKD,internal,clinic7,clinic7_uplow_ratio,0.7838116261957322,0.7886050667507621,0.004793440555029949,0.6031463772943011,0.546411316353387
CKD,external,clinic7,clinic7_uplow_ratio,0.6246570217011723,0.6460948975915302,0.021437875890357838,2.5980050354590536,0.009376711891091323
CKD,internal,clinic7,clinic7_fpca3_total,0.7838116261957322,0.7825922421948912,-0.001219384000840984,-0.14822027915125596,0.8821689281354846
CKD,external,clinic7,clinic7_fpca3_total,0.6246570217011723,0.6368795210775755,0.012222499376403184,1.7916350700419683,0.07319144158037123
CKD,internal,clinic7,clinic7_uplow_ratio_total,0.7838116261957322,0.7845054136444864,0.0006937874487542572,0.09631681691309033,0.9232689552166695
CKD,external,clinic7,clinic7_uplow_ratio_total,0.6246570217011723,0.64452897646961,0.019871954768437727,2.637220921599941,0.008358837380582062
CKD,internal,clinic7_fpca3,clinic7_fpca3_total,0.7861557868180384,0.7825922421948912,-0.00356354462314723,-0.8019655496820732,0.42257288650336056
CKD,external,clinic7_fpca3,clinic7_fpca3_total,0.6330340068179928,0.6368795210775755,0.003845514259582683,1.1200429945647274,0.26269544089614405
CKD,internal,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.7886050667507621,0.7845054136444864,-0.004099653106275691,-1.341066864863527,0.17989874425006902
CKD,external,clinic7_uplow_ratio,clinic7_uplow_ratio_total,0.6460948975915302,0.64452897646961,-0.0015659211219201108,-0.6306089039924485,0.5282962755068294
