feature,model,cohort,scanner,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT_TotalFat_ratio,clinic4,internal,SOMATOM Definition AS+,182,0.5441994599742426,0.40155493654383184,0.6470256264107562,0.0727036128199369,0.05622160652869696,0.7491734992110244,4.964094310498123e-34
VAT_TotalFat_ratio,clinic4,internal,Ingenuity Core 128,202,0.654134106088391,0.5701502356362369,0.7170361707999194,0.06666572373155011,0.05283777764322377,0.8171082146099358,9.886396452635068e-50
VAT_TotalFat_ratio,clinic4,internal,Revolution CT,317,0.6170170376368366,0.5430601071593841,0.6736018265079592,0.06570260769230947,0.05234667866191237,0.7904427413103615,5.014137135297095e-69
VAT_TotalFat_ratio,clinic4,internal,Sensation 64,380,0.6404131151652126,0.5836071600518038,0.6892090582514037,0.07079253461820684,0.055510151654893654,0.8012598006917231,2.445858550536467e-86
VAT_TotalFat_ratio,clinic4,external,iCT 256,135,0.6300102732732971,0.5120951051341952,0.720461118191501,0.06903555123016714,0.05463605335834057,0.7980176309075291,4.814067066206355e-31
VAT_TotalFat_ratio,clinic4,external,Revolution EVO,149,0.3670747820686322,0.1361340498907285,0.5410024438522921,0.0887828444398165,0.06621992091049567,0.701182822012119,2.3510076105076925e-23
VAT_TotalFat_ratio,clinic4,external,SOMATOM Definition AS+,166,0.5437835902497599,0.4172555006647895,0.6391414936654157,0.08383867173750252,0.06457795087451552,0.7377466385485627,8.66565744904942e-30
VAT_TotalFat_ratio,clinic4,external,SOMATOM Force,123,0.4983855243882702,0.314885139508273,0.6326618539105746,0.07560950403237703,0.05883710266182456,0.7255721667421721,2.2657198092246828e-21
VAT_TotalFat_ratio,clinic4,external,LightSpeed VCT,50,0.5940918205758849,0.3769876769403497,0.7273806581150158,0.07558858969634583,0.05718903651792697,0.8242425319520987,1.9182478025630877e-13
VAT_TotalFat_ratio,clinic4,external,SOMATOM Definition Flash,228,0.5643268366111239,0.46806530670722785,0.6384825930843446,0.07653419475399573,0.060061664094929496,0.7552083699974188,2.4438128801137926e-43
VAT_TotalFat_ratio,clinic4,external,Sensation 64,48,0.1599253282155083,-0.4850007149284741,0.6079631209886656,0.109673933143404,0.07393146152332418,0.5142358204122881,0.0001848857355555271
VAT_TotalFat_ratio,clinic4_aec_shape_all,internal,SOMATOM Definition AS+,182,0.6063963623090172,0.4865059210708092,0.6935028412924055,0.0675613200741081,0.053607062671884816,0.7993122874006977,1.1379029640564578e-41
VAT_TotalFat_ratio,clinic4_aec_shape_all,internal,Ingenuity Core 128,202,0.7215986364509084,0.6585022159196103,0.769801266522031,0.05981146062506823,0.04836820156321296,0.8644772963567275,1.175764389655391e-61
VAT_TotalFat_ratio,clinic4_aec_shape_all,internal,Revolution CT,317,0.6787508206807781,0.605204502555013,0.7299044123811785,0.060174694369879086,0.04721711209329873,0.824652278047372,6.104711065187222e-80
VAT_TotalFat_ratio,clinic4_aec_shape_all,internal,Sensation 64,380,0.704162792695435,0.6512294093635166,0.7448467691434995,0.06421137017552629,0.05010285900881229,0.8400753230412286,1.914556427992667e-102
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,iCT 256,135,0.6612414855998635,0.5539074468266764,0.7437781480193032,0.06605764306491195,0.05205410405185395,0.8132251122763829,4.540186720518812e-33
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,Revolution EVO,149,0.5573599689779398,0.4134626278141444,0.6667543014424016,0.07424687835243024,0.05705059406483317,0.7659761827975342,5.312488533044989e-30
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,SOMATOM Definition AS+,166,0.5532182873860926,0.4605653900178589,0.6254593260818087,0.08296723792637684,0.06636707524151844,0.7593206632923892,2.0314325962267636e-32
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,SOMATOM Force,123,0.5996494142526012,0.4428421631471104,0.7132889614797953,0.06754785974634243,0.05210652070808735,0.7918687044525419,1.1049875081258086e-27
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,LightSpeed VCT,50,0.7301731175565684,0.6096457506241354,0.8080706791106463,0.06162897559487259,0.048333839657896484,0.8691388378773642,2.7545728186695104e-16
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,SOMATOM Definition Flash,228,0.6234143408918233,0.5433520490370871,0.6887944762401084,0.07115525860474284,0.05425938381922073,0.7909199115463612,4.15029522504908e-50
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,Sensation 64,48,0.30487264167094263,-0.24149314204273645,0.707730612126493,0.09976464551717862,0.06450520681910077,0.5858196947760821,1.2182042379086768e-05
VAT_SAT_ratio,clinic4,internal,SOMATOM Definition AS+,182,0.4721717215875404,0.33062275971434074,0.5765254222225444,0.18508736689974795,0.13656080876492477,0.7032243960632547,1.8080337246412157e-28
VAT_SAT_ratio,clinic4,internal,Ingenuity Core 128,202,0.5928967302767132,0.5089740403334692,0.6635921654292096,0.17351012418373737,0.12658654782087364,0.7741039912583292,1.4106512167842281e-41
VAT_SAT_ratio,clinic4,internal,Revolution CT,317,0.5851803484397431,0.5038960393525702,0.6475758110766128,0.1528213503621391,0.10885013937593942,0.7692389430488312,3.0896383780943734e-63
VAT_SAT_ratio,clinic4,internal,Sensation 64,380,0.5988533850548,0.5432001438664733,0.6523860087182733,0.18254980110136756,0.1281100427638623,0.777305593211363,4.402176655132127e-78
VAT_SAT_ratio,clinic4,external,iCT 256,135,0.609256239593386,0.5010427329611351,0.7003535447843194,0.16829326661780583,0.12320070434525168,0.7828343627422579,3.4594599257595224e-29
VAT_SAT_ratio,clinic4,external,Revolution EVO,149,0.34671910424963526,0.13675575690150468,0.5165716402268242,0.232602871573649,0.16377389010839866,0.653396736326388,1.686363667796598e-19
VAT_SAT_ratio,clinic4,external,SOMATOM Definition AS+,166,0.4823344513622707,0.3797498497696444,0.5652357087116844,0.23285237683297408,0.16732828888861778,0.6959053915695023,2.3238633426192634e-25
VAT_SAT_ratio,clinic4,external,SOMATOM Force,123,0.4651555170126127,0.28967647040484196,0.5971454001176414,0.18916858970665187,0.14142299278675116,0.6950854698717436,4.707390247065952e-19
VAT_SAT_ratio,clinic4,external,LightSpeed VCT,50,0.5591064946595243,0.3980236092143282,0.6883780157008204,0.193453876697438,0.12931176896371535,0.8045315672855945,1.938586971111689e-12
VAT_SAT_ratio,clinic4,external,SOMATOM Definition Flash,228,0.502675053771513,0.42021485545939186,0.577947133548999,0.20850892217334335,0.14933954647217618,0.711307178543274,1.8443135609776165e-36
VAT_SAT_ratio,clinic4,external,Sensation 64,48,0.0388013796413853,-0.3519588303421047,0.5604474376502269,0.3911409789034463,0.2125089235094634,0.3361649780577092,0.019487847164703316
VAT_SAT_ratio,clinic4_aec_shape_all,internal,SOMATOM Definition AS+,182,0.5166890611804649,0.3708816782288647,0.6152283869573616,0.17711027708517632,0.1363250240113461,0.7529103100573104,1.5503917693671771e-34
VAT_SAT_ratio,clinic4_aec_shape_all,internal,Ingenuity Core 128,202,0.6584978380882776,0.588994520639569,0.7164634377548676,0.15891659606287814,0.11884783129151018,0.8253476082746428,1.531992547118286e-51
VAT_SAT_ratio,clinic4_aec_shape_all,internal,Revolution CT,317,0.6305586074916705,0.5549445514913495,0.6874814529542601,0.14422055017043592,0.10323111801034551,0.7947742988268958,2.719264475700028e-70
VAT_SAT_ratio,clinic4_aec_shape_all,internal,Sensation 64,380,0.6581832407239174,0.6021365933422839,0.7087144661774736,0.16851030877466897,0.11758652496388014,0.8122498248887288,1.6312882747545546e-90
VAT_SAT_ratio,clinic4_aec_shape_all,external,iCT 256,135,0.6175447323209541,0.5075964986499683,0.7143475493033189,0.16649877321462103,0.11978129271305372,0.7867239005571361,1.1964442177380196e-29
VAT_SAT_ratio,clinic4_aec_shape_all,external,Revolution EVO,149,0.4837957255370512,0.3220626015308474,0.6127225886840253,0.20676445982045283,0.14747710955008553,0.7049512279529244,1.0826928947664041e-23
VAT_SAT_ratio,clinic4_aec_shape_all,external,SOMATOM Definition AS+,166,0.4918171424543113,0.4136839830435643,0.567846644000022,0.23070980350636405,0.16695801833917182,0.7168181338637207,1.7896311282220604e-27
VAT_SAT_ratio,clinic4_aec_shape_all,external,SOMATOM Force,123,0.5535621577252441,0.38271491619946985,0.6736220206255729,0.17282866135977737,0.13254904479351884,0.7665386700485264,5.019110982750495e-25
VAT_SAT_ratio,clinic4_aec_shape_all,external,LightSpeed VCT,50,0.6572535097861546,0.5330951448628972,0.7637950663207779,0.17056781831143208,0.11463347214877961,0.8287164907852265,1.0900824192294709e-13
VAT_SAT_ratio,clinic4_aec_shape_all,external,SOMATOM Definition Flash,228,0.5604526251763452,0.4889073894137573,0.6302618373404141,0.19602315118608785,0.1371180432657037,0.752015376494501,8.63989804876507e-43
VAT_SAT_ratio,clinic4_aec_shape_all,external,Sensation 64,48,0.14304481717225137,-0.2309485624884605,0.6580188200762053,0.36932253154675804,0.1889304919423782,0.4100091790943786,0.0038014850499840155
VAT_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,182,0.20100269453939346,-0.05468783101178616,0.45165231348856905,0.2289523046407636,0.1471341770850758,0.46337969043662885,4.483364437358187e-11
VAT_TAMA_ratio,clinic4,internal,Ingenuity Core 128,202,0.33647447953677323,0.21776030735519,0.43245283409618646,0.14797478909086917,0.11608463879721498,0.5906765855827407,2.1900581197014535e-20
VAT_TAMA_ratio,clinic4,internal,Revolution CT,317,0.476416250004846,0.40371597832740164,0.5429962975377158,0.15322310840313763,0.11751816537235774,0.6955778436452098,3.747126396449302e-47
VAT_TAMA_ratio,clinic4,internal,Sensation 64,380,0.3506702034717115,0.2846503574022224,0.40922652973394663,0.17821981750781382,0.13236016643736767,0.5929935665364066,1.8658015573670793e-37
VAT_TAMA_ratio,clinic4,external,iCT 256,135,0.25739055840689196,0.06699239222821238,0.407144060752852,0.19074046846282505,0.14728570097321625,0.528236068896397,4.568527456741494e-11
VAT_TAMA_ratio,clinic4,external,Revolution EVO,149,0.02290524934537508,-0.22338303835775195,0.21974279929954077,0.22843259759194584,0.17445737328113894,0.4472993011773191,1.0715968256844387e-08
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,166,0.39247798060689787,0.27530002182758817,0.4875183610779383,0.1706543482763015,0.13631142145697062,0.6270267982037068,1.601592435341207e-19
VAT_TAMA_ratio,clinic4,external,SOMATOM Force,123,0.4564201075939385,0.32997505777998876,0.5529198263266331,0.1808231904948067,0.14296522570236253,0.6961748708923904,3.935138022428951e-19
VAT_TAMA_ratio,clinic4,external,LightSpeed VCT,50,0.3773930243531919,0.11152516847095795,0.551251881754778,0.1704427121411909,0.13482258552694726,0.6862929839553037,3.7691440256595275e-08
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,228,0.36431118504331206,0.27567270959841683,0.44191043610251307,0.17123002958639236,0.13695865591466558,0.6118812638651034,8.246056312095633e-25
VAT_TAMA_ratio,clinic4,external,Sensation 64,48,0.10228930957805837,-0.2521873094888691,0.3194016525512485,0.2190142788196602,0.18420224094630586,0.4491798142247333,0.0013623207930331671
VAT_TAMA_ratio,clinic4_aec_shape_all,internal,SOMATOM Definition AS+,182,0.3511655020146094,0.09360084665508028,0.6082899481835898,0.20631904961236494,0.13354187225615663,0.6070894014446682,1.0387017737455455e-19
VAT_TAMA_ratio,clinic4_aec_shape_all,internal,Ingenuity Core 128,202,0.48884382432112883,0.3858502840670483,0.573616736667753,0.12987803822349314,0.10231686342357263,0.7231303089192976,5.611504292414865e-34
VAT_TAMA_ratio,clinic4_aec_shape_all,internal,Revolution CT,317,0.5625515432948329,0.4906610080426628,0.6321246468573709,0.14005371501139222,0.10462798032687973,0.7519608365781008,5.851010683799584e-59
VAT_TAMA_ratio,clinic4_aec_shape_all,internal,Sensation 64,380,0.5303431987771996,0.4647935970306976,0.5968706008474327,0.15157013464349253,0.11146935763123623,0.7328665417319236,3.3508551712593235e-65
VAT_TAMA_ratio,clinic4_aec_shape_all,external,iCT 256,135,0.3766565317685763,0.23277464829046612,0.485062415820022,0.17475367524671492,0.13676844680880978,0.658952272956765,3.69325428858168e-18
VAT_TAMA_ratio,clinic4_aec_shape_all,external,Revolution EVO,149,0.3198994671326575,0.17203233196393425,0.44026264560718414,0.19057954942169836,0.15090288488497441,0.6262154178137089,1.3355846388702434e-17
VAT_TAMA_ratio,clinic4_aec_shape_all,external,SOMATOM Definition AS+,166,0.39072563632876633,0.24658051849205814,0.49953683787809516,0.17090028984649502,0.1342620267425624,0.6698310224959845,5.757758982496002e-23
VAT_TAMA_ratio,clinic4_aec_shape_all,external,SOMATOM Force,123,0.5358263718131819,0.4378679227312234,0.6097737245083736,0.16709469710624705,0.13302191878705782,0.7678120360209963,3.7597184507311327e-25
