cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.9069767441860465,0.5400624349635796,0.5834862385321101,0.20930232558139536,0.9774011299435028,0.0,0.004162330905307043,1.0,0.125,PASS,0.0,0.023537597639319504,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.49044585987261147,0.5572354211663066,0.24670433145009416,0.9746835443037974,0.0,0.0,1.0,1.0,FAIL,0.0,0.022759858065156013,0.05,NON-INFERIOR
