feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,secnn_minus_clinic4,internal,0.7953044667003477,0.797931587862938,0.00262712116259034,0.5367969447551466,0.591407882315583
HTN,secnn_minus_clinic4,external,0.7176925638464099,0.7287328056558825,0.011040241809472606,1.7818451924475616,0.07477448024835563
DM,secnn_minus_clinic4,internal,0.7185621831246012,0.7214644260148406,0.002902242890239437,0.3527164675197488,0.724301012558375
DM,secnn_minus_clinic4,external,0.665451928176377,0.6761383438139253,0.010686415637548352,1.682487482607199,0.09247435017246079
CKD,secnn_minus_clinic4,internal,0.766080713047784,0.7450441528431129,-0.02103656020467115,-1.4437031921272403,0.14882248313478458
CKD,secnn_minus_clinic4,external,0.6156217999772443,0.6149903288201161,-0.0006314711571282494,-0.12804660419977074,0.8981120917532632
