embed_dim,head_hidden,auc_HTN,auc_DM,auc_CKD,mean_delta
8,16,0.7835715771642545,0.7100191384346775,0.736783032103656,-0.016524538390048304
16,16,0.7888466224850663,0.7252627337743008,0.7468597837748617,-0.006326074279501344
8,32,0.791625308330114,0.7235419534633851,0.7409507303788065,-0.007943123566809077
