attn_hidden,head_hidden,feature,internal_oof_auc,delta_vs_clinic4
16,64,HTN,0.7971321584593897,0.0018276917590419606
32,32,HTN,0.792504977859669,-0.00279948884067871
8,16,HTN,0.7983833100537906,0.003078843353442884
16,32,DM,0.7207635228150286,0.002201339690427462
32,16,DM,0.7228578383641675,0.0042956552395663206
8,16,DM,0.7082647819225734,-0.010297401202027823
32,16,CKD,0.7641495419658332,-0.0019311710819508443
8,32,CKD,0.7566724436741769,-0.00940826937360717
16,32,CKD,0.7467442436246596,-0.01933646942312439
