feature,model,cohort,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT(내장지방)_SUM,clinic4,internal,692,0.5016574631286423,0.44766285636018815,0.5490188090759488,2799.0067998276436,2113.7576542039083,0.7083270750803822,1.8099511208780016e-106
VAT(내장지방)_SUM,clinic4,external,497,0.3352550014973106,0.23110750538501548,0.4268823837043769,3472.731045446723,2597.9907743755907,0.6432008060165861,2.25518179534466e-59
VAT(내장지방)_SUM,clinic4_aec_sd,internal,692,0.5312296951429022,0.4798252380230101,0.5765648124742987,2714.6886084372272,2069.2014116763644,0.7289020954731715,1.1979832020106285e-115
VAT(내장지방)_SUM,clinic4_aec_sd,external,497,0.41295929756962113,0.3212052180493935,0.4916160055065019,3263.455667551073,2447.1806923152835,0.6525268999351194,1.2835313233343379e-61
VAT(내장지방)_SUM,clinic4_aec_skew,internal,692,0.5442317832126152,0.49304210944212473,0.590569612116294,2676.7757689928244,2060.905794409341,0.7377425091681165,7.413566307311089e-120
VAT(내장지방)_SUM,clinic4_aec_skew,external,497,0.32650522706827523,0.22842979727059967,0.4133375902633467,3495.51141808452,2628.2660498011746,0.6541211839928711,5.2082616421187475e-62
VAT(내장지방)_SUM,clinic4_aec_shape_no_fpca,internal,692,0.5834720908062656,0.5369154406575395,0.6251522888302194,2558.9513386038193,1980.0075739150157,0.763871179972771,2.3246807672232214e-133
VAT(내장지방)_SUM,clinic4_aec_shape_no_fpca,external,497,0.43827213852136837,0.35855535620302303,0.5087428188088187,3192.3212803951437,2425.230023759245,0.7089487005749346,4.323530883147227e-77
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,692,0.619269965660544,0.5681826277389926,0.6626329383360842,2446.51871993274,1879.035049966133,0.7869596159600742,7.673144388134946e-147
VAT(내장지방)_SUM,clinic4_aec_fpca,external,497,0.3727965954514906,0.2858672039330298,0.44915556303801213,3373.244445466395,2579.5554782499817,0.7179683144605524,6.493454831709651e-80
VAT(내장지방)_SUM,clinic4_aec_shape_all,internal,692,0.6175942415116904,0.5689613975628109,0.6604656325324946,2451.896794936681,1886.7251241462536,0.7859042378961993,3.4470946372962737e-146
VAT(내장지방)_SUM,clinic4_aec_shape_all,external,497,0.38292712980707755,0.298077276474837,0.45808911805279784,3345.8913705651544,2558.410116479049,0.7202965641697476,1.1631295139572863e-80
SAT(피하지방)_SUM,clinic4,internal,692,0.5250655569923883,0.4624133001917861,0.5813847444622003,5395.177342509638,4036.01517766137,0.7246215350438892,1.1399479764282518e-113
SAT(피하지방)_SUM,clinic4,external,497,0.4888644322412472,0.38995006749284333,0.5716576442040289,6350.651422313362,4673.808093789644,0.7242575060376018,5.990019015254401e-82
SAT(피하지방)_SUM,clinic4_aec_sd,internal,692,0.5245066695193077,0.46199510025407214,0.5800053456880612,5398.350844159961,4043.805480323421,0.7242491553732171,1.6874247503307857e-113
SAT(피하지방)_SUM,clinic4_aec_sd,external,497,0.4974644124044242,0.4015337891714054,0.5769746481437061,6296.999160003024,4684.16112760972,0.7186724107011437,3.867380318398602e-80
SAT(피하지방)_SUM,clinic4_aec_skew,internal,692,0.5424712016823603,0.4815371172694941,0.5966734812758696,5295.391928179234,4000.711819507179,0.7365487624239712,2.806867625830599e-119
SAT(피하지방)_SUM,clinic4_aec_skew,external,497,0.47364906655630123,0.37554824214825977,0.5566722069436535,6444.48063465236,4766.832560849846,0.7236743932295426,9.300009947482071e-82
SAT(피하지방)_SUM,clinic4_aec_shape_no_fpca,internal,692,0.5372884268414316,0.4770662945542915,0.591407428726003,5325.299924357559,4023.2258724890335,0.7330544000282457,1.3266160592380232e-117
SAT(피하지방)_SUM,clinic4_aec_shape_no_fpca,external,497,0.4804034825048281,0.38502319909231447,0.5616221415922753,6402.997615297755,4745.220925448777,0.725748694166735,1.9346343914357233e-82
SAT(피하지방)_SUM,clinic4_aec_fpca,internal,692,0.5729979056547793,0.5182065844244043,0.6208844846404937,5115.6861696504475,3910.402128870941,0.7570264590134262,1.1725840893729418e-129
SAT(피하지방)_SUM,clinic4_aec_fpca,external,497,0.4510519350407126,0.35345543377611377,0.5348549969507994,6581.3631247558405,4925.746527449132,0.74615348132349,1.6891546224937527e-89
SAT(피하지방)_SUM,clinic4_aec_shape_all,internal,692,0.5723407451054274,0.5175358398957547,0.621546400223297,5119.621202640841,3928.2355884163435,0.75660959206233,1.9528698103171084e-129
SAT(피하지방)_SUM,clinic4_aec_shape_all,external,497,0.43847391192369745,0.3386743901017898,0.5231356263520412,6656.335341624137,5000.668978031788,0.7464619646021963,1.3054981935984928e-89
Total Fat_SUM,clinic4,internal,692,0.5586710783137105,0.5003817354892484,0.6108986166608621,7231.897706827352,5447.331612737507,0.7474517209100473,1.1140185391983439e-124
Total Fat_SUM,clinic4,external,497,0.4714468312943517,0.3665055034845365,0.5596012210171667,8845.278852858146,6558.561185943189,0.72513810943145,3.075859859661514e-82
Total Fat_SUM,clinic4_aec_sd,internal,692,0.5660799920753126,0.5087828709185985,0.6165490348581159,7170.937179134505,5400.525170639917,0.7524022007029773,3.1748639362260597e-127
