use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,-0.015503875968992165,0.01144640998959423,0.20909090909090908,0.04891473947306046,True
True,False,-0.015503875968992165,0.03433922996878258,0.2178030303030303,0.04891473947306046,True
True,True,-0.007751937984496027,0.01768990634755463,0.21284403669724772,0.0367718209497858,True
