cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5535900104058272,0.5944954128440367,0.21284403669724772,0.9761467889908257,-0.007751937984496027,0.01768990634755463,1.0,1.52587890625e-05,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.8439716312056738,0.6114649681528662,0.6468682505399568,0.2806603773584906,0.9561752988047809,-0.08510638297872342,0.12101910828025475,0.00048828125,5.201694611862417e-22,FAIL,0.08510638297872342,0.13933712854270572,0.05,NOT NON-INFERIOR
