cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8914728682170543,0.5775234131113424,0.6146788990825688,0.22072936660268713,0.9753954305799648,-0.015503875968992165,0.04162330905306977,0.5,6.984393061522137e-10,PASS,0.015503875968992165,0.04891473947306046,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.5235668789808917,0.5853131749460043,0.2594059405940594,0.9762470308788599,0.0,0.03312101910828025,1.0,9.443043861123425e-07,PASS,0.0,0.022759858065156013,0.05,NON-INFERIOR
