use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,-0.015503875968992165,0.01768990634755463,0.2113970588235294,0.04891473947306046,True
True,False,-0.015503875968992165,0.030176899063475537,0.2161654135338346,0.04891473947306046,True
True,True,-0.015503875968992165,0.04162330905306977,0.22072936660268713,0.04891473947306046,True
