feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,rnn_minus_clinic4,internal,0.7953044667003477,0.7966626051294243,0.0013581384290766163,0.2864434355358817,0.774538510962777
HTN,rnn_minus_clinic4,external,0.7176925638464099,0.7328120597351367,0.015119495888726853,2.7239498692128286,0.0064506296960416334
DM,rnn_minus_clinic4,internal,0.7185621831246012,0.7309203236745794,0.012358140549978192,1.3993437902842658,0.16170991398045376
DM,rnn_minus_clinic4,external,0.665451928176377,0.6689749223426017,0.003522994166224702,0.38801529225107595,0.6980047168985672
CKD,rnn_minus_clinic4,internal,0.766080713047784,0.7653379549393413,-0.0007427581084427093,-0.08401721507098434,0.9330427445143258
CKD,rnn_minus_clinic4,external,0.6156217999772443,0.6222380248037319,0.0066162248264876045,1.3125312229335822,0.18934095831139686
