feature,cohort,group,n,slice,mean,std
HTN,internal,neg,874,34,-0.5148909774050736,0.6689876568629566
HTN,internal,neg,874,35,-0.5293749273381066,0.663777795571426
HTN,internal,neg,874,36,-0.5455652124804704,0.6591466944012295
HTN,internal,neg,874,37,-0.5616398861229742,0.654081041155619
HTN,internal,neg,874,38,-0.5788183501890253,0.6469303484892034
HTN,internal,neg,874,39,-0.5968921885875748,0.6417234149770104
HTN,internal,neg,874,40,-0.6116665036487583,0.6410727147433657
HTN,internal,neg,874,41,-0.6252281283736839,0.6406654554968134
HTN,internal,neg,874,42,-0.6387605790730138,0.6382485348763786
HTN,internal,neg,874,43,-0.6531148591168834,0.6339721308843358
HTN,internal,neg,874,44,-0.6654903545146755,0.6302764508240696
HTN,internal,neg,874,45,-0.6758944425989756,0.6326633787501704
HTN,internal,neg,874,46,-0.6873658119923316,0.6327428549290245
HTN,internal,neg,874,47,-0.6973455589589563,0.6299363938877428
HTN,internal,neg,874,48,-0.7035979770451672,0.6297208454369978
HTN,internal,neg,874,49,-0.7096974240205288,0.626773779708044
HTN,internal,neg,874,50,-0.7126411962322344,0.6245058016944085
HTN,internal,neg,874,51,-0.7154005635635858,0.6204268318382498
HTN,internal,neg,874,52,-0.715277736022804,0.6177397661839127
HTN,internal,neg,874,53,-0.7117466925321501,0.6137801576127433
HTN,internal,neg,874,54,-0.7062074748666828,0.6077981649498825
HTN,internal,neg,874,55,-0.7003698502903354,0.6018520006036162
HTN,internal,neg,874,56,-0.6880819671499055,0.5934844373827418
HTN,internal,neg,874,57,-0.6766387295182916,0.5870237964046076
HTN,internal,neg,874,58,-0.6625187588685568,0.5826685359848995
HTN,internal,neg,874,59,-0.6432430508054234,0.5799931927672629
HTN,internal,neg,874,60,-0.6229787709638164,0.5794602069884432
HTN,internal,neg,874,61,-0.5986564742338661,0.5813243915982755
HTN,internal,neg,874,62,-0.5706020766289578,0.5839191668366616
HTN,internal,neg,874,63,-0.5433532461680052,0.5929037592117061
HTN,internal,neg,874,64,-0.51320243433538,0.6053313476270095
HTN,internal,neg,874,65,-0.47947773537665195,0.6168552601610078
HTN,internal,neg,874,66,-0.4380094474674272,0.6250863891618407
HTN,internal,neg,874,67,-0.38895880650994014,0.6366257664847044
HTN,internal,neg,874,68,-0.3392032805159742,0.6497553166857655
HTN,internal,neg,874,69,-0.28851554492380127,0.6621501455142293
HTN,internal,neg,874,70,-0.23591752125418672,0.6730860303921193
HTN,internal,neg,874,71,-0.17795232588735196,0.6758038946017092
HTN,internal,neg,874,72,-0.11693533244033859,0.6740144074291613
HTN,internal,neg,874,73,-0.05494496633096796,0.6711908564974591
HTN,internal,neg,874,74,0.008464594146013138,0.6605009775019893
HTN,internal,neg,874,75,0.07165326997605079,0.6462272092350317
HTN,internal,neg,874,76,0.13587677627075745,0.6310719840029483
HTN,internal,neg,874,77,0.19388593775868956,0.6169234476168876
HTN,internal,neg,874,78,0.25377344697431237,0.6042620161198444
HTN,internal,neg,874,79,0.3115181580457845,0.5891175343622593
HTN,internal,neg,874,80,0.3654633484785385,0.57170377168826
HTN,internal,neg,874,81,0.4151365641705961,0.5548960438942165
HTN,internal,neg,874,82,0.46220660001326264,0.5393489992434348
HTN,internal,neg,874,83,0.5051825595592411,0.5232354120377931
HTN,internal,neg,874,84,0.5463509743320069,0.5069104358872069
HTN,internal,neg,874,85,0.5833927712630089,0.4943639523404742
HTN,internal,neg,874,86,0.6187336102660638,0.4856395223106472
HTN,internal,neg,874,87,0.65319079540078,0.47795761746418225
HTN,internal,neg,874,88,0.6847260820504645,0.467484532597704
HTN,internal,neg,874,89,0.7118403099238102,0.46163834795093933
HTN,internal,neg,874,90,0.7363554665897044,0.46103643733637795
HTN,internal,neg,874,91,0.7592062552890364,0.46080789562181085
HTN,internal,neg,874,92,0.7799993326121888,0.45648084890778967
HTN,internal,neg,874,93,0.8005241946922118,0.4564464334651737
HTN,internal,neg,874,94,0.8175426774839252,0.46361337160823235
HTN,internal,neg,874,95,0.833740699342387,0.4691506527724047
HTN,internal,neg,874,96,0.8489666407418283,0.47919144828032667
HTN,internal,neg,874,97,0.8661854861009086,0.48495290494084087
HTN,internal,neg,874,98,0.8825035592672681,0.48509454190237317
HTN,internal,neg,874,99,0.8977073319811016,0.48537898709641086
HTN,internal,neg,874,100,0.9132563423713006,0.48804352194713374
HTN,internal,neg,874,101,0.9285709654897182,0.49158798481916277
HTN,internal,neg,874,102,0.9454866795033181,0.49658530205969753
HTN,internal,neg,874,103,0.9622517298533699,0.5011216027523401
HTN,internal,neg,874,104,0.9764256749091214,0.5055988144963097
HTN,internal,neg,874,105,0.9932218959838298,0.5093981097951826
HTN,internal,neg,874,106,1.0089824016148612,0.5167929975224069
HTN,internal,neg,874,107,1.0242893240076327,0.5232831631757473
HTN,internal,neg,874,108,1.0376952779033917,0.5284134318887435
HTN,internal,neg,874,109,1.051997536058401,0.5332215615676495
HTN,internal,neg,874,110,1.065289513926042,0.5412304712309777
HTN,internal,neg,874,111,1.0756980817203903,0.5475696589024168
HTN,internal,neg,874,112,1.085652523586271,0.5535018848520724
HTN,internal,neg,874,113,1.0943181911159372,0.5580985567104578
HTN,internal,neg,874,114,1.1009831156027274,0.5639723820744164
HTN,internal,neg,874,115,1.1050018617664534,0.5724219208163578
HTN,internal,neg,874,116,1.1094472491220024,0.5841056406326393
HTN,internal,neg,874,117,1.1102099585976728,0.5931969191432176
HTN,internal,neg,874,118,1.107531520275343,0.6028244092038373
HTN,internal,neg,874,119,1.1066568735947684,0.6112087960695043
HTN,internal,neg,874,120,1.1041663394858054,0.6202929271813875
HTN,internal,neg,874,121,1.1010434752030271,0.6263938897658661
HTN,internal,neg,874,122,1.0948874839942067,0.6339994136136614
HTN,internal,neg,874,123,1.0869266226110401,0.6443317871427008
HTN,internal,neg,874,124,1.0752592737493396,0.6584155796905892
HTN,internal,neg,874,125,1.0605868787219204,0.6688304268297518
HTN,internal,neg,874,126,1.042613308899023,0.6796041692606264
HTN,internal,neg,874,127,1.0202369600284498,0.6911666704485591
HTN,internal,neg,874,128,0.9915757794036493,0.7038999355533749
HTN,internal,pos,385,1,-2.0892790902242075,1.4298913782803053
HTN,internal,pos,385,2,-1.8884194512848256,1.3621824319840228
HTN,internal,pos,385,3,-1.6859711157460784,1.304979248483831
HTN,internal,pos,385,4,-1.4887905735439382,1.2344421834585226
HTN,internal,pos,385,5,-1.3045048803256805,1.1564024449750068
HTN,internal,pos,385,6,-1.1443147130594677,1.1034813991684995
HTN,internal,pos,385,7,-1.0014128271530733,1.0586360874773535
HTN,internal,pos,385,8,-0.8620309725224695,1.0079128641257926
HTN,internal,pos,385,9,-0.741283041571963,0.9746834424076191
HTN,internal,pos,385,10,-0.634780275058746,0.9549913685946081
HTN,internal,pos,385,11,-0.5479087847788817,0.9388699173783993
HTN,internal,pos,385,12,-0.4658217569627698,0.9265638950699899
HTN,internal,pos,385,13,-0.3963476706083323,0.9136822741678142
HTN,internal,pos,385,14,-0.3295439037052996,0.89231362402142
HTN,internal,pos,385,15,-0.2642231946608236,0.878818482260243
HTN,internal,pos,385,16,-0.20977483638701147,0.8792576465441945
HTN,internal,pos,385,17,-0.16549992964867039,0.882681969100556
HTN,internal,pos,385,18,-0.12363470283035559,0.883987549697206
HTN,internal,pos,385,19,-0.09129146671449934,0.8821164930245553
HTN,internal,pos,385,20,-0.07165196153594346,0.8806905872546724
HTN,internal,pos,385,21,-0.05077169809955333,0.8729258756324473
HTN,internal,pos,385,22,-0.0230987784300925,0.8671814449773902
HTN,internal,pos,385,23,0.002092730112820666,0.8621429496604724
HTN,internal,pos,385,24,0.012035047380279568,0.8486256999833476
HTN,internal,pos,385,25,0.020477207291125375,0.8387683547073478
HTN,internal,pos,385,26,0.016819026204112037,0.8277288562062043
HTN,internal,pos,385,27,0.015924907766235022,0.8202695738234765
HTN,internal,pos,385,28,0.02052271360024184,0.8113496486523392
HTN,internal,pos,385,29,0.024469367548496185,0.8002831166482814
HTN,internal,pos,385,30,0.0209953010010339,0.7927325289916923
HTN,internal,pos,385,31,0.015621662455432846,0.7904822202926527
HTN,internal,pos,385,32,0.00749288543801578,0.7940735896586644
HTN,internal,pos,385,33,-0.008070117460099686,0.7907560414005713
HTN,internal,pos,385,34,-0.020633927233521334,0.7866370849220684
HTN,internal,pos,385,35,-0.026436746002337502,0.7907324100264953
HTN,internal,pos,385,36,-0.03588785119058256,0.7915895386032245
HTN,internal,pos,385,37,-0.044858285987797376,0.7953255143012972
HTN,internal,pos,385,38,-0.0579091363387392,0.7997528705449629
HTN,internal,pos,385,39,-0.07520519165102175,0.8048117666844944
HTN,internal,pos,385,40,-0.09155944177318705,0.8086515717427218
HTN,internal,pos,385,41,-0.10896609087275146,0.8125716706549959
HTN,internal,pos,385,42,-0.12225140791516441,0.820086781817678
HTN,internal,pos,385,43,-0.1358769234507525,0.8297453723384643
HTN,internal,pos,385,44,-0.15323205703553888,0.8403270655383698
HTN,internal,pos,385,45,-0.1755971270696597,0.8477042534525658
HTN,internal,pos,385,46,-0.19619665375466364,0.8538130055301322
HTN,internal,pos,385,47,-0.2195537448958753,0.8552397141190248
HTN,internal,pos,385,48,-0.2385273479214515,0.8569766304760679
HTN,internal,pos,385,49,-0.25487261402140177,0.864031765665057
HTN,internal,pos,385,50,-0.27197705846935,0.8737613065723105
HTN,internal,pos,385,51,-0.29177276009013364,0.8769173173317072
HTN,internal,pos,385,52,-0.3098768057143984,0.874328543237571
HTN,internal,pos,385,53,-0.32887216166000693,0.8730262849656011
HTN,internal,pos,385,54,-0.3437931534074943,0.8727488235448485
HTN,internal,pos,385,55,-0.3579220750796439,0.8702238481498453
HTN,internal,pos,385,56,-0.37248937144577227,0.8710473410250349
HTN,internal,pos,385,57,-0.3869873923238838,0.8673261382498593
HTN,internal,pos,385,58,-0.39933731447457693,0.8557680236783639
HTN,internal,pos,385,59,-0.40951059710068943,0.8444635793536668
HTN,internal,pos,385,60,-0.41891893650536666,0.8334383739368166
HTN,internal,pos,385,61,-0.4250025155804861,0.8293484225890458
HTN,internal,pos,385,62,-0.42903915519781854,0.8314767183448925
HTN,internal,pos,385,63,-0.43219709654827254,0.8328259343645871
HTN,internal,pos,385,64,-0.430575764856585,0.8327529638764267
HTN,internal,pos,385,65,-0.4261247016470417,0.8359523729785636
HTN,internal,pos,385,66,-0.41728837104558264,0.8409757091367454
HTN,internal,pos,385,67,-0.40326616492248374,0.8476585024352598
HTN,internal,pos,385,68,-0.3840007077607676,0.8509237654200864
HTN,internal,pos,385,69,-0.3564472426098024,0.8515497941658973
HTN,internal,pos,385,70,-0.32479742276081724,0.8435538182558415
HTN,internal,pos,385,71,-0.29486753010438477,0.8397318002610452
HTN,internal,pos,385,72,-0.25972771152739277,0.840046800215837
HTN,internal,pos,385,73,-0.22045232183194804,0.8348865779955199
HTN,internal,pos,385,74,-0.17654265386993775,0.8300374259336463
HTN,internal,pos,385,75,-0.13069512788775886,0.8302224897712306
HTN,internal,pos,385,76,-0.07800833691882757,0.8220370228908911
HTN,internal,pos,385,77,-0.023682236471165716,0.8065977239844963
HTN,internal,pos,385,78,0.02879518334858514,0.7983001750677595
HTN,internal,pos,385,79,0.07613918230907024,0.7903325967093601
HTN,internal,pos,385,80,0.12197704362566503,0.7820593604901884
HTN,internal,pos,385,81,0.17010083731989342,0.7744609778371994
HTN,internal,pos,385,82,0.22516325870344814,0.7661968764957846
HTN,internal,pos,385,83,0.27594884088085114,0.7594679932420492
HTN,internal,pos,385,84,0.31536346670513865,0.7536821670305809
HTN,internal,pos,385,85,0.3489475704896286,0.7447731189685235
HTN,internal,pos,385,86,0.378432426030809,0.7314275251013016
HTN,internal,pos,385,87,0.4092323552807875,0.7283415343729303
HTN,internal,pos,385,88,0.4449707618660379,0.7243475920338871
HTN,internal,pos,385,89,0.4726725439274176,0.7188298324962725
HTN,internal,pos,385,90,0.4937123476450325,0.7099458404791245
HTN,internal,pos,385,91,0.5075254058332987,0.6984928015265229
HTN,internal,pos,385,92,0.5197566351416688,0.6911840649523142
HTN,internal,pos,385,93,0.5275777598206991,0.6883617646147226
HTN,internal,pos,385,94,0.5339010250884053,0.685491460912036
HTN,internal,pos,385,95,0.540219520316274,0.6808868201117942
HTN,internal,pos,385,96,0.5541219029451362,0.6776771302357284
HTN,internal,pos,385,97,0.5610017151471998,0.6725833075433938
HTN,internal,pos,385,98,0.562859261504193,0.6728917523319321
HTN,internal,pos,385,99,0.5639784545289097,0.674069709792388
HTN,internal,pos,385,100,0.5708257957613548,0.674051958050886
HTN,internal,pos,385,101,0.5790322765628618,0.6716386857757195
HTN,internal,pos,385,102,0.5854126347122663,0.6734149843973692
HTN,internal,pos,385,103,0.596167174371011,0.6699560851662602
HTN,internal,pos,385,104,0.5995994354290269,0.6751400255693158
HTN,internal,pos,385,105,0.603273527189391,0.6822789177413056
HTN,internal,pos,385,106,0.6076025364772579,0.688192779157211
HTN,internal,pos,385,107,0.6174683574837939,0.6912419623689865
HTN,internal,pos,385,108,0.6316002373239367,0.6974966326456943
HTN,internal,pos,385,109,0.6446212147373105,0.7053231460474241
HTN,internal,pos,385,110,0.652162178793786,0.7130266178462944
HTN,internal,pos,385,111,0.6558541632711195,0.7199558280307031
HTN,internal,pos,385,112,0.659766302311026,0.7262943369170212
HTN,internal,pos,385,113,0.6643837659052202,0.7310283614695391
HTN,internal,pos,385,114,0.6658870513772852,0.7343963406621365
HTN,internal,pos,385,115,0.6686829336082902,0.7418299233619664
HTN,internal,pos,385,116,0.6695520793760591,0.753567170201697
HTN,internal,pos,385,117,0.6668979230026447,0.7634076822228459
HTN,internal,pos,385,118,0.6595561032866842,0.7719825071513282
HTN,internal,pos,385,119,0.6516291245877172,0.7845181705309259
HTN,internal,pos,385,120,0.6454175840385032,0.7952211216388888
HTN,internal,pos,385,121,0.636026046614148,0.8105589952603967
HTN,internal,pos,385,122,0.6237574868730319,0.8271894837152415
HTN,internal,pos,385,123,0.608110296095459,0.8453411795488494
HTN,internal,pos,385,124,0.5868277055144745,0.8579844740913711
HTN,internal,pos,385,125,0.5628180979278647,0.8696037143680643
HTN,internal,pos,385,126,0.5392987226637331,0.8846719763478648
HTN,internal,pos,385,127,0.5172438137745771,0.9010117519822318
HTN,internal,pos,385,128,0.4918400609138517,0.9203119258729957
HTN,external,neg,616,1,-0.7850284624570042,1.1300239832305943
HTN,external,neg,616,2,-0.7258983889597865,1.0795793391238202
HTN,external,neg,616,3,-0.6596826470824285,1.0421887467604205
HTN,external,neg,616,4,-0.5992072739857066,1.0090328110251752
HTN,external,neg,616,5,-0.5492442966325704,0.984145789791928
HTN,external,neg,616,6,-0.4969620823667528,0.9603639706804971
HTN,external,neg,616,7,-0.4526681592124314,0.93412565981007
HTN,external,neg,616,8,-0.4127668597098736,0.915280789758381
HTN,external,neg,616,9,-0.37692855662189767,0.8974064047352013
HTN,external,neg,616,10,-0.35112452357685336,0.879716266776785
HTN,external,neg,616,11,-0.322800729148309,0.8628958360234529
HTN,external,neg,616,12,-0.30143578117991093,0.8511372031156711
HTN,external,neg,616,13,-0.287599566783448,0.8434811061960925
HTN,external,neg,616,14,-0.2745869590962043,0.833116661619406
HTN,external,neg,616,15,-0.2756201729843313,0.829538690410437
HTN,external,neg,616,16,-0.27851188202087285,0.8309409891484542
HTN,external,neg,616,17,-0.2762118131871317,0.8272337856529721
HTN,external,neg,616,18,-0.2854724498113653,0.8282347621836325
HTN,external,neg,616,19,-0.2924691113542569,0.8304757596873035
HTN,external,neg,616,20,-0.29935183928801823,0.8358964847821672
HTN,external,neg,616,21,-0.31193498335285336,0.8350258451546583
HTN,external,neg,616,22,-0.32306340853697013,0.8284478295473265
HTN,external,neg,616,23,-0.3335906146416244,0.8281781528165357
HTN,external,neg,616,24,-0.3477105894671251,0.8299259756296831
HTN,external,neg,616,25,-0.3615940079639607,0.8248245957995048
HTN,external,neg,616,26,-0.37427544236962174,0.8220372135182212
HTN,external,neg,616,27,-0.38848931114209884,0.8168014214669763
HTN,external,neg,616,28,-0.40452150893089367,0.8143436715507123
HTN,external,neg,616,29,-0.42062912920888,0.808269733294772
HTN,external,neg,616,30,-0.4384053159244868,0.8002675963061698
HTN,external,neg,616,31,-0.4540949865163171,0.7918002019993603
HTN,external,neg,616,32,-0.46954102041761153,0.783532034884043
HTN,external,neg,616,33,-0.484298529947718,0.7769118115219963
HTN,external,neg,616,34,-0.4974416123650436,0.7705754867650927
HTN,external,neg,616,35,-0.5098373467789709,0.7621634941671426
HTN,external,neg,616,36,-0.5237424035392372,0.7544673028695179
HTN,external,neg,616,37,-0.538274307024201,0.7469822107792501
HTN,external,neg,616,38,-0.5523298134616773,0.7392499768152282
HTN,external,neg,616,39,-0.5677648731266095,0.7307407935569233
HTN,external,neg,616,40,-0.5815640725329637,0.7235285565315688
HTN,external,neg,616,41,-0.5946116242236349,0.7172263175410672
HTN,external,neg,616,42,-0.6102051122509614,0.7155712912362098
HTN,external,neg,616,43,-0.628373423173041,0.7126612595816781
HTN,external,neg,616,44,-0.6477200886117058,0.7051195532784174
HTN,external,neg,616,45,-0.6643427224078775,0.7003838767997171
HTN,external,neg,616,46,-0.6779380243081388,0.6983929719159828
HTN,external,neg,616,47,-0.6931566616401537,0.6953049647716361
HTN,external,neg,616,48,-0.7088630775835079,0.6921968589579262
HTN,external,neg,616,49,-0.7226164702498769,0.6895262916605693
HTN,external,neg,616,50,-0.7413637333763919,0.6878643033801338
HTN,external,neg,616,51,-0.7583144439524565,0.6862057707003877
HTN,external,neg,616,52,-0.7757626593495208,0.6837070595204385
HTN,external,neg,616,53,-0.787730285564181,0.6763488692699606
HTN,external,neg,616,54,-0.7983464981586034,0.6685430898698064
HTN,external,neg,616,55,-0.8062844845723324,0.6627876201290958
HTN,external,neg,616,56,-0.8140051607326431,0.6622781755795679
HTN,external,neg,616,57,-0.8164328911230485,0.6628585484192283
HTN,external,neg,616,58,-0.8124395890154458,0.6662025144070849
HTN,external,neg,616,59,-0.8056516514099188,0.6685253077938372
HTN,external,neg,616,60,-0.7963134660484902,0.6678196740034827
HTN,external,neg,616,61,-0.778452087204678,0.6716700480383462
HTN,external,neg,616,62,-0.7588233733659009,0.673723959725289
HTN,external,neg,616,63,-0.729743943605202,0.6725482200047971
HTN,external,neg,616,64,-0.6970010136372669,0.6761257157418903
HTN,external,neg,616,65,-0.6604893175061707,0.6826460381950112
HTN,external,neg,616,66,-0.616382966137001,0.6913802596203932
HTN,external,neg,616,67,-0.5608658963182689,0.6973607143902366
HTN,external,neg,616,68,-0.49607020102030375,0.7045136627026046
HTN,external,neg,616,69,-0.42878730222724076,0.7147211031725585
HTN,external,neg,616,70,-0.3592360466677948,0.7227142068638535
HTN,external,neg,616,71,-0.28532525545042636,0.7293614343625627
HTN,external,neg,616,72,-0.21303090820045714,0.7328814208933723
HTN,external,neg,616,73,-0.14008964652267103,0.7342326044775584
HTN,external,neg,616,74,-0.07099019219643,0.732529387105153
HTN,external,neg,616,75,-0.0023945582994115183,0.7278701649537411
HTN,external,neg,616,76,0.0654729273608582,0.7214300301767589
HTN,external,neg,616,77,0.13050982398381303,0.712050382604596
HTN,external,neg,616,78,0.1921796836580988,0.7053838656963444
HTN,external,neg,616,79,0.24872189312545162,0.6993829168482248
HTN,external,neg,616,80,0.30211627453310635,0.6891276579696177
HTN,external,neg,616,81,0.3542055146042076,0.6831246090804749
HTN,external,neg,616,82,0.40156637297822606,0.6756053567083982
HTN,external,neg,616,83,0.43895712191155933,0.6657905172466052
HTN,external,neg,616,84,0.4696287868164948,0.6573784659320056
HTN,external,neg,616,85,0.4905298238836882,0.6527752346708567
HTN,external,neg,616,86,0.5091647782968847,0.643457948896163
HTN,external,neg,616,87,0.5294620713752551,0.6369665882345052
HTN,external,neg,616,88,0.5492220104206181,0.6313823305068136
HTN,external,neg,616,89,0.5648866355287491,0.6256138693701031
HTN,external,neg,616,90,0.5747031268453238,0.6186277307306408
HTN,external,neg,616,91,0.5861500526413331,0.6122352272097829
HTN,external,neg,616,92,0.6004280993155475,0.6090226608218409
HTN,external,neg,616,93,0.6152001050588081,0.6102423810912703
HTN,external,neg,616,94,0.6297084807145719,0.6158541695837205
HTN,external,neg,616,95,0.6459118315208052,0.6210102256618275
HTN,external,neg,616,96,0.6682151630343206,0.6283200722278293
HTN,external,neg,616,97,0.6908223760579411,0.6369425919977142
HTN,external,neg,616,98,0.7153359933905862,0.6461163474293234
HTN,external,neg,616,99,0.741856687676471,0.6551481241034173
HTN,external,neg,616,100,0.768134895177459,0.6608901998855072
HTN,external,neg,616,101,0.7981903237796859,0.663641463002875
HTN,external,neg,616,102,0.825989104926053,0.6688902951705951
HTN,external,neg,616,103,0.8487976160756404,0.6773435975536883
HTN,external,neg,616,104,0.8695747805009791,0.6865702659509286
HTN,external,neg,616,105,0.8895114633046372,0.6923206395840359
HTN,external,neg,616,106,0.9082994844458265,0.6993333508574753
HTN,external,neg,616,107,0.9287829778616352,0.705088699276135
HTN,external,neg,616,108,0.9433791381539094,0.7123239494016875
HTN,external,neg,616,109,0.9570296803849323,0.716097185395308
HTN,external,neg,616,110,0.9664843868917914,0.7146873902882648
HTN,external,neg,616,111,0.9732895339158717,0.7113841526653089
HTN,external,neg,616,112,0.9748364610324295,0.7141528237080464
HTN,external,neg,616,113,0.9762644267698819,0.7243664923165102
HTN,external,neg,616,114,0.9732713709884556,0.7391903892377946
HTN,external,neg,616,115,0.9758040553181145,0.7547419230326327
HTN,external,neg,616,116,0.9781060430232166,0.7692729971766797
HTN,external,neg,616,117,0.9822397503335746,0.7812804926451637
HTN,external,neg,616,118,0.9857273150538267,0.7933548121739947
HTN,external,neg,616,119,0.9910132806544464,0.8025981347748096
HTN,external,neg,616,120,0.9937206144043406,0.8059954450632145
HTN,external,neg,616,121,0.9919220034628393,0.8085955963415411
HTN,external,neg,616,122,0.9838178968572309,0.8186413389930993
HTN,external,neg,616,123,0.9678933929280216,0.836215376061581
HTN,external,neg,616,124,0.9464008578217136,0.8607332697378208
HTN,external,neg,616,125,0.9243112266977171,0.8835478845443545
HTN,external,neg,616,126,0.8991190341812371,0.9078040837327194
HTN,external,neg,616,127,0.8695004563186585,0.933736007096284
HTN,external,neg,616,128,0.8384624028223383,0.9582116724415072
HTN,external,pos,507,1,-0.7562603874416962,1.235547896115057
HTN,external,pos,507,2,-0.6769416984707071,1.195319512465152
HTN,external,pos,507,3,-0.6024984061156201,1.1574896107888462
HTN,external,pos,507,4,-0.5334169930643288,1.1276056432133486
HTN,external,pos,507,5,-0.4715027285084176,1.1096544655677085
HTN,external,pos,507,6,-0.4151838677246802,1.086172092346453
HTN,external,pos,507,7,-0.37605514354738384,1.057832563352158
HTN,external,pos,507,8,-0.33677135255304413,1.0440686643790933
HTN,external,pos,507,9,-0.3058128416202869,1.0282553497493865
HTN,external,pos,507,10,-0.27431176489730574,1.0099961695338797
HTN,external,pos,507,11,-0.23917191215581077,0.9962826042439635
HTN,external,pos,507,12,-0.21077385587391995,0.9856928842967924
HTN,external,pos,507,13,-0.1920517990052907,0.9647374376184753
HTN,external,pos,507,14,-0.17267702436694318,0.9446020545814529
HTN,external,pos,507,15,-0.1520797982413108,0.9378140710484615
HTN,external,pos,507,16,-0.14358916132180455,0.9329176312251682
HTN,external,pos,507,17,-0.13979157781732332,0.9304796085388483
HTN,external,pos,507,18,-0.12679962215518392,0.929355837627531
HTN,external,pos,507,19,-0.11323018129898421,0.9309682097909073
HTN,external,pos,507,20,-0.10377894221764382,0.9349223471200956
HTN,external,pos,507,21,-0.09723276078531735,0.9315111078424047
HTN,external,pos,507,22,-0.09661100457716897,0.9276030808341247
HTN,external,pos,507,23,-0.09341662885918846,0.9233230973444094
HTN,external,pos,507,24,-0.08984943884846164,0.9206137667858706
HTN,external,pos,507,25,-0.08786695458365763,0.9183302296099409
HTN,external,pos,507,26,-0.09428114271874512,0.9114498751125816
HTN,external,pos,507,27,-0.09953809387406748,0.9092165865559292
HTN,external,pos,507,28,-0.10418241668072946,0.9054334659808728
HTN,external,pos,507,29,-0.1087155365323181,0.90363562566047
HTN,external,pos,507,30,-0.1190676233377374,0.9036066569657839
HTN,external,pos,507,31,-0.12489967553822809,0.9046980541509507
HTN,external,pos,507,32,-0.1316393091037337,0.9110543199460497
HTN,external,pos,507,33,-0.14062804636507442,0.9095732428217069
HTN,external,pos,507,34,-0.15182587764173325,0.9060789560379258
HTN,external,pos,507,35,-0.1552603890838142,0.9076317360224805
HTN,external,pos,507,36,-0.16385731480511814,0.9105083546548987
HTN,external,pos,507,37,-0.17676357317131888,0.9098517007155544
HTN,external,pos,507,38,-0.19596106896981919,0.9086381552433292
HTN,external,pos,507,39,-0.21678065775530833,0.9089551612801913
HTN,external,pos,507,40,-0.23247867189162327,0.9142194146791726
HTN,external,pos,507,41,-0.2461390870342833,0.9162687230652364
HTN,external,pos,507,42,-0.2648066411366818,0.9118175698047501
HTN,external,pos,507,43,-0.2858316893314749,0.9090111918955928
HTN,external,pos,507,44,-0.3112723157428776,0.9117511970351571
HTN,external,pos,507,45,-0.3308239161539362,0.9141806743129692
HTN,external,pos,507,46,-0.35413391855313314,0.9137285631640817
HTN,external,pos,507,47,-0.3838147316482018,0.9079318178873251
HTN,external,pos,507,48,-0.40963197240906324,0.9062275385243105
HTN,external,pos,507,49,-0.42952362458616866,0.9139371437484116
HTN,external,pos,507,50,-0.45621851464314567,0.9134087754640786
HTN,external,pos,507,51,-0.47849066365178655,0.9135230340627598
HTN,external,pos,507,52,-0.49613532879176686,0.9125214392557113
