feature,cohort,group,n,slice,mean,std
HTN,external,pos,507,53,-0.5161073048986186,0.9099320049322495
HTN,external,pos,507,54,-0.5328466127022146,0.9100558844933871
HTN,external,pos,507,55,-0.5514502216480661,0.9051023482032107
HTN,external,pos,507,56,-0.5715917869066475,0.9019343540235634
HTN,external,pos,507,57,-0.5886350303671001,0.9011807666260899
HTN,external,pos,507,58,-0.6068524804012583,0.9025411477172044
HTN,external,pos,507,59,-0.6205037511168661,0.8994483607105911
HTN,external,pos,507,60,-0.6258019603325445,0.8906464377161161
HTN,external,pos,507,61,-0.6258160811806839,0.8821032364895948
HTN,external,pos,507,62,-0.6277949777669614,0.8652528873377021
HTN,external,pos,507,63,-0.6236270570287178,0.8521691255132885
HTN,external,pos,507,64,-0.6082390254958221,0.8375384733938027
HTN,external,pos,507,65,-0.5911354398192847,0.8299513553062627
HTN,external,pos,507,66,-0.5644779395640571,0.8318264570590396
HTN,external,pos,507,67,-0.5347520358834057,0.8356033476703887
HTN,external,pos,507,68,-0.49993875867110515,0.8333041528356516
HTN,external,pos,507,69,-0.451361795514555,0.8285011590057952
HTN,external,pos,507,70,-0.40767744737940453,0.8280482874900503
HTN,external,pos,507,71,-0.35818396285402326,0.8282607487547442
HTN,external,pos,507,72,-0.3062102887879923,0.830160101344782
HTN,external,pos,507,73,-0.2425464200153725,0.8225059486666818
HTN,external,pos,507,74,-0.16941665085364965,0.8155669003096663
HTN,external,pos,507,75,-0.09850916936692994,0.8160719474396547
HTN,external,pos,507,76,-0.033368084390038404,0.8117702668677799
HTN,external,pos,507,77,0.0305160650690279,0.8019920218277955
HTN,external,pos,507,78,0.10217875289388778,0.7858532836501807
HTN,external,pos,507,79,0.16467035511057326,0.7762889235665227
HTN,external,pos,507,80,0.21944547989667132,0.7673391212443063
HTN,external,pos,507,81,0.2673968978599989,0.7532880872068973
HTN,external,pos,507,82,0.30952358750527487,0.7434969166162657
HTN,external,pos,507,83,0.3468530154103973,0.7333989664617576
HTN,external,pos,507,84,0.3743079601966055,0.722928085257675
HTN,external,pos,507,85,0.39145643452608264,0.7149640811298503
HTN,external,pos,507,86,0.40571778889363164,0.7160072081311287
HTN,external,pos,507,87,0.4212212859265526,0.7122380392419435
HTN,external,pos,507,88,0.4357930945412564,0.7051470170639975
HTN,external,pos,507,89,0.44876974389730645,0.697760015504601
HTN,external,pos,507,90,0.4572008531473412,0.6969244702139047
HTN,external,pos,507,91,0.4645994405342728,0.6987424294179642
HTN,external,pos,507,92,0.4718733164519895,0.7031977700323846
HTN,external,pos,507,93,0.4822611365912903,0.708031486075073
HTN,external,pos,507,94,0.4891183469566467,0.7143182918216137
HTN,external,pos,507,95,0.4956464386916562,0.7228563858684981
HTN,external,pos,507,96,0.5005849141921197,0.7328737583878823
HTN,external,pos,507,97,0.5068472443308253,0.7450955414821029
HTN,external,pos,507,98,0.5199891778714566,0.7568776785924209
HTN,external,pos,507,99,0.5314036053818069,0.7713775634201757
HTN,external,pos,507,100,0.5427567802816357,0.7823100484840148
HTN,external,pos,507,101,0.5594635589017004,0.793290957130916
HTN,external,pos,507,102,0.5780790196841938,0.8020525877739789
HTN,external,pos,507,103,0.5979297073184061,0.8187828000000951
HTN,external,pos,507,104,0.612074555318947,0.8344509721263507
HTN,external,pos,507,105,0.622348872244213,0.8463973695276569
HTN,external,pos,507,106,0.6295115384455372,0.8547176278447424
HTN,external,pos,507,107,0.6334486164872363,0.8651532269934801
HTN,external,pos,507,108,0.6314479097471578,0.8760130845239089
HTN,external,pos,507,109,0.6252111145599187,0.8811043400266406
HTN,external,pos,507,110,0.6180647206187556,0.8926856956195208
HTN,external,pos,507,111,0.6148315745662967,0.9015739801543005
HTN,external,pos,507,112,0.6161129370293403,0.9140639243669237
HTN,external,pos,507,113,0.6154964818385751,0.9264169872816539
HTN,external,pos,507,114,0.609900368047914,0.9403971985235485
HTN,external,pos,507,115,0.6056009823060439,0.958398007960075
HTN,external,pos,507,116,0.597002890534053,0.9686072924486606
HTN,external,pos,507,117,0.5878021628758172,0.9772968578903433
HTN,external,pos,507,118,0.5701589866202132,0.9839869635732552
HTN,external,pos,507,119,0.5546701460877278,0.991102207816204
HTN,external,pos,507,120,0.5395159862980794,1.0027074488720655
HTN,external,pos,507,121,0.5265859910444233,1.02216344180904
HTN,external,pos,507,122,0.5087821125170808,1.0372196038654584
HTN,external,pos,507,123,0.4831862947424475,1.056162338723775
HTN,external,pos,507,124,0.45248812656922527,1.0780554851605786
HTN,external,pos,507,125,0.41847407540237774,1.0990550509114514
HTN,external,pos,507,126,0.3845280932522854,1.1166791266711347
HTN,external,pos,507,127,0.3485457234501839,1.129348217134945
HTN,external,pos,507,128,0.3058276674822335,1.1352051078875733
DM,internal,neg,1027,1,-1.7635483423977125,1.1397375886393515
DM,internal,neg,1027,2,-1.6037534784994585,1.0756298058223037
DM,internal,neg,1027,3,-1.452559037032666,1.0258531506107051
DM,internal,neg,1027,4,-1.3070878945883009,0.9681859359903416
DM,internal,neg,1027,5,-1.168312445575477,0.926234205019451
DM,internal,neg,1027,6,-1.0475392084140251,0.8939070953186767
DM,internal,neg,1027,7,-0.9418515471147488,0.8618681519129093
DM,internal,neg,1027,8,-0.8448282434070883,0.8345110619627536
DM,internal,neg,1027,9,-0.7623414347332468,0.8135992065630571
DM,internal,neg,1027,10,-0.6941985065246536,0.7955456211954491
DM,internal,neg,1027,11,-0.6391911267676583,0.7873145592327213
DM,internal,neg,1027,12,-0.5910065413956245,0.7755621680336405
DM,internal,neg,1027,13,-0.5518657548692297,0.7683180240176533
DM,internal,neg,1027,14,-0.5186437819598987,0.7613877416179512
DM,internal,neg,1027,15,-0.4907993508874382,0.7510881066245865
DM,internal,neg,1027,16,-0.4656041546096917,0.7484884107005327
DM,internal,neg,1027,17,-0.4465892530507394,0.7507036431619822
DM,internal,neg,1027,18,-0.4337417059349188,0.7471544491751817
DM,internal,neg,1027,19,-0.4268704706130481,0.7425062337921319
DM,internal,neg,1027,20,-0.42046909865325083,0.737869492399138
DM,internal,neg,1027,21,-0.41169941300945634,0.7349576195419366
DM,internal,neg,1027,22,-0.40086641609706364,0.7328457320174501
DM,internal,neg,1027,23,-0.3928185312685843,0.7338911700999585
DM,internal,neg,1027,24,-0.3924704049118903,0.7290494852934658
DM,internal,neg,1027,25,-0.39429800019172995,0.722660687524256
DM,internal,neg,1027,26,-0.3955673675465177,0.7185949491163605
DM,internal,neg,1027,27,-0.3978304320388919,0.715836661903833
DM,internal,neg,1027,28,-0.40096688317043827,0.713516809658533
DM,internal,neg,1027,29,-0.40477192716003046,0.7083654427363515
DM,internal,neg,1027,30,-0.4142686361564034,0.7031510403379969
DM,internal,neg,1027,31,-0.42583915091101193,0.6980282825728799
DM,internal,neg,1027,32,-0.4384364017548854,0.6936956434604649
DM,internal,neg,1027,33,-0.4507371813051234,0.6882415634218214
DM,internal,neg,1027,34,-0.46121277883631023,0.6876874143109711
DM,internal,neg,1027,35,-0.47355357286805305,0.6858190156620151
DM,internal,neg,1027,36,-0.4877259545825534,0.6827669584883556
DM,internal,neg,1027,37,-0.5014300087648494,0.6809549760336949
DM,internal,neg,1027,38,-0.5173228577985137,0.678174125757272
DM,internal,neg,1027,39,-0.5339382237264971,0.677358430985833
DM,internal,neg,1027,40,-0.5483396989581286,0.6777564083868848
DM,internal,neg,1027,41,-0.5623469575998111,0.6785492133130152
DM,internal,neg,1027,42,-0.575085515934745,0.6789524971955314
DM,internal,neg,1027,43,-0.5891241148581826,0.6786162685148222
DM,internal,neg,1027,44,-0.6033353137842893,0.6780925802894402
DM,internal,neg,1027,45,-0.6163139586374966,0.6811671669379114
DM,internal,neg,1027,46,-0.62954066854127,0.6830063972498528
DM,internal,neg,1027,47,-0.6411359824227201,0.6818685534823649
DM,internal,neg,1027,48,-0.6484303527715656,0.6821198787580867
DM,internal,neg,1027,49,-0.6553567191137278,0.6804381729330474
DM,internal,neg,1027,50,-0.6597195443573317,0.6816567675410986
DM,internal,neg,1027,51,-0.6645334820158084,0.6782052864541166
DM,internal,neg,1027,52,-0.6666402556656411,0.673637963621724
DM,internal,neg,1027,53,-0.6660101532423218,0.6680881242294271
DM,internal,neg,1027,54,-0.6613281853675139,0.6625985342675533
DM,internal,neg,1027,55,-0.6569113078826719,0.6564584738775425
DM,internal,neg,1027,56,-0.6495211515583151,0.6487605059064345
DM,internal,neg,1027,57,-0.6406086568044141,0.6422513633760067
DM,internal,neg,1027,58,-0.6302882655988722,0.6349710730956108
DM,internal,neg,1027,59,-0.6154757746300329,0.6293700234735466
DM,internal,neg,1027,60,-0.5980237691358962,0.6264463261743387
DM,internal,neg,1027,61,-0.576858836437348,0.6283771528669607
DM,internal,neg,1027,62,-0.5536967357598644,0.6307827010618131
DM,internal,neg,1027,63,-0.5301619976160644,0.6393733769203516
DM,internal,neg,1027,64,-0.5030606886537524,0.6503013721459796
DM,internal,neg,1027,65,-0.4722187098632199,0.6593943968633091
DM,internal,neg,1027,66,-0.4346518946337908,0.6666183688725468
DM,internal,neg,1027,67,-0.39087976942030617,0.6775856358907715
DM,internal,neg,1027,68,-0.3446036605665528,0.6875532446628346
DM,internal,neg,1027,69,-0.2960053622406065,0.6968330953285274
DM,internal,neg,1027,70,-0.24552908441550303,0.7036783284372923
DM,internal,neg,1027,71,-0.1927580798532149,0.7058571788750873
DM,internal,neg,1027,72,-0.13697138573345743,0.7067579253337076
DM,internal,neg,1027,73,-0.07876740431530155,0.7041883606049076
DM,internal,neg,1027,74,-0.017831908983364956,0.6954530936182872
DM,internal,neg,1027,75,0.04343446448164521,0.685829701385424
DM,internal,neg,1027,76,0.10705006972458735,0.6728338698591736
DM,internal,neg,1027,77,0.16488070454050446,0.6594720960029582
DM,internal,neg,1027,78,0.22279921385146667,0.6488818093807887
DM,internal,neg,1027,79,0.27856593915436656,0.6366772805518391
DM,internal,neg,1027,80,0.33067630223325684,0.6221769086397415
DM,internal,neg,1027,81,0.3817357854011728,0.6070918492919521
DM,internal,neg,1027,82,0.43243574908730176,0.5940220553907144
DM,internal,neg,1027,83,0.47672877932732255,0.5804401345525044
DM,internal,neg,1027,84,0.5172442968652674,0.5677279272247271
DM,internal,neg,1027,85,0.5546470413736817,0.5554202955663533
DM,internal,neg,1027,86,0.5897168597292494,0.5443710683408642
DM,internal,neg,1027,87,0.6239524118248937,0.5359738565056676
DM,internal,neg,1027,88,0.6577041893857699,0.52416615692665
DM,internal,neg,1027,89,0.6858740473934557,0.5156835158611557
DM,internal,neg,1027,90,0.7095035611376533,0.513698857968797
DM,internal,neg,1027,91,0.7291453396077712,0.5136341998122805
DM,internal,neg,1027,92,0.7473205263958042,0.5097011519614429
DM,internal,neg,1027,93,0.7651739528780157,0.5086450771887113
DM,internal,neg,1027,94,0.7804170739466764,0.5128665089898832
DM,internal,neg,1027,95,0.7953321347619408,0.516544860864919
DM,internal,neg,1027,96,0.8107282825777384,0.5242790991207616
DM,internal,neg,1027,97,0.8255644203708284,0.5297706272417982
DM,internal,neg,1027,98,0.8394617389879557,0.529712089169333
DM,internal,neg,1027,99,0.8528152549755389,0.530364883573465
DM,internal,neg,1027,100,0.8682263037409292,0.5315764601630985
DM,internal,neg,1027,101,0.8835312445294874,0.5321613394962456
DM,internal,neg,1027,102,0.9002515385492024,0.5356368112615751
DM,internal,neg,1027,103,0.9172874196515339,0.5365450877348811
DM,internal,neg,1027,104,0.9306095653320149,0.5395083801546449
DM,internal,neg,1027,105,0.9456606263960672,0.5429623320369666
DM,internal,neg,1027,106,0.960223796905077,0.5494303363177112
DM,internal,neg,1027,107,0.9757349227913733,0.5530976327297569
DM,internal,neg,1027,108,0.9905171296981634,0.5561916049940023
DM,internal,neg,1027,109,1.0055437569206225,0.559678248417114
DM,internal,neg,1027,110,1.0183223884119352,0.5659698096250072
DM,internal,neg,1027,111,1.026694265513931,0.5735692538841327
DM,internal,neg,1027,112,1.035466927489004,0.5798899000006054
DM,internal,neg,1027,113,1.0429718070461755,0.5857619747011095
DM,internal,neg,1027,114,1.0490261504921132,0.5901996312533181
DM,internal,neg,1027,115,1.0532386661485598,0.597958322419072
DM,internal,neg,1027,116,1.0562018452519926,0.6108999878676216
DM,internal,neg,1027,117,1.055819557020876,0.6216034680934127
DM,internal,neg,1027,118,1.0525149542743708,0.6307490050931864
DM,internal,neg,1027,119,1.0512010843292239,0.640530407009491
DM,internal,neg,1027,120,1.0496829172730002,0.6489446019224508
DM,internal,neg,1027,121,1.0461739537023824,0.6570268420258729
DM,internal,neg,1027,122,1.0400331723931588,0.6664395519068362
DM,internal,neg,1027,123,1.0318772721671878,0.6788638173245244
DM,internal,neg,1027,124,1.019349517861252,0.6937180969431394
DM,internal,neg,1027,125,1.0031566786917752,0.7076918397910862
DM,internal,neg,1027,126,0.9850599311098979,0.7215974316643329
DM,internal,neg,1027,127,0.9642258190946782,0.734467445609667
DM,internal,neg,1027,128,0.9371095137009278,0.748815553822821
DM,internal,pos,232,1,-2.0533227698942267,1.433279423217048
DM,internal,pos,232,2,-1.9045116458782072,1.3670141519429748
DM,internal,pos,232,3,-1.7258450460439934,1.3063590358578143
DM,internal,pos,232,4,-1.550197853681398,1.2507557300970211
DM,internal,pos,232,5,-1.3768193050447128,1.1738325317096554
DM,internal,pos,232,6,-1.2116781807313195,1.1133399471674341
DM,internal,pos,232,7,-1.0587446676932186,1.0760442275827131
DM,internal,pos,232,8,-0.9184551732170283,1.0328764339731744
DM,internal,pos,232,9,-0.789552351132304,1.0085688605187233
DM,internal,pos,232,10,-0.6718468458659272,0.9924844313012764
DM,internal,pos,232,11,-0.5751258317872525,0.9806550781487378
DM,internal,pos,232,12,-0.4875587909090592,0.968967857076222
DM,internal,pos,232,13,-0.40208899662941566,0.9516203653156279
DM,internal,pos,232,14,-0.3242514312557125,0.9256789760556466
DM,internal,pos,232,15,-0.25201088518829046,0.9045641315407699
DM,internal,pos,232,16,-0.18183650114749714,0.903657896604839
DM,internal,pos,232,17,-0.1250759093506285,0.9036114292656907
DM,internal,pos,232,18,-0.07588089504558786,0.9066728836073057
DM,internal,pos,232,19,-0.03743370601759464,0.9010529925326795
DM,internal,pos,232,20,-0.002449695278120874,0.9003155393055379
DM,internal,pos,232,21,0.023550460750929102,0.8899447044548905
DM,internal,pos,232,22,0.046639708097861506,0.8884034146117271
DM,internal,pos,232,23,0.06587149198052408,0.8855140758939003
DM,internal,pos,232,24,0.08147658845728041,0.87315235087167
DM,internal,pos,232,25,0.09317066427230819,0.8668485848752192
DM,internal,pos,232,26,0.09206440907155838,0.8591244983445098
DM,internal,pos,232,27,0.09067230480044543,0.8552495511977549
DM,internal,pos,232,28,0.08913413041808514,0.8424255730337539
DM,internal,pos,232,29,0.08967687227577664,0.8358697504703645
DM,internal,pos,232,30,0.09092965852630305,0.8269648551980742
DM,internal,pos,232,31,0.09197250696670536,0.8208932321677311
DM,internal,pos,232,32,0.0899939984098173,0.8245393579963333
DM,internal,pos,232,33,0.07811373596373981,0.8246589813277853
DM,internal,pos,232,34,0.06770149839634097,0.8203669790942328
DM,internal,pos,232,35,0.058136575996058086,0.8224970740401555
DM,internal,pos,232,36,0.04419714198265979,0.8257404306394434
DM,internal,pos,232,37,0.029417751830686113,0.8288007309921046
DM,internal,pos,232,38,0.01339792846315167,0.8278554028077071
DM,internal,pos,232,39,-0.009841447603757589,0.8276795884481164
DM,internal,pos,232,40,-0.02888809673143825,0.8317868281059423
DM,internal,pos,232,41,-0.0468577746965647,0.8333273953379451
DM,internal,pos,232,42,-0.0634944538455548,0.8392215850773546
DM,internal,pos,232,43,-0.07803679498854153,0.8447143911319692
DM,internal,pos,232,44,-0.09054976098294829,0.8491536094512093
DM,internal,pos,232,45,-0.10940603979575311,0.8517575618263602
DM,internal,pos,232,46,-0.1282550206248192,0.8521609309763835
DM,internal,pos,232,47,-0.15328257054701072,0.848307035954322
DM,internal,pos,232,48,-0.1760331404777487,0.848705887102646
DM,internal,pos,232,49,-0.19547480371717402,0.8575096986023275
DM,internal,pos,232,50,-0.21563621104609015,0.861603634257158
DM,internal,pos,232,51,-0.23757206534069167,0.8650915142577633
DM,internal,pos,232,52,-0.25782659015241305,0.866394805001505
DM,internal,pos,232,53,-0.27883605229456104,0.8689468770094456
DM,internal,pos,232,54,-0.3034553910471094,0.8713979512497492
DM,internal,pos,232,55,-0.32446265027548415,0.8711506029446607
DM,internal,pos,232,56,-0.3350595889881486,0.8701726161957889
DM,internal,pos,232,57,-0.35546252200667755,0.8667078154580252
DM,internal,pos,232,58,-0.3684491920421914,0.8565260025262063
DM,internal,pos,232,59,-0.37828614544250483,0.8452993093008925
DM,internal,pos,232,60,-0.39481390290679447,0.8336553364870144
DM,internal,pos,232,61,-0.4069728532660724,0.8234019798977291
DM,internal,pos,232,62,-0.41051612973917334,0.8227913862106494
DM,internal,pos,232,63,-0.41728555073372076,0.818339414485355
DM,internal,pos,232,64,-0.42097961134268796,0.8134366332725832
DM,internal,pos,232,65,-0.4230729992404193,0.8184267911996168
DM,internal,pos,232,66,-0.41848613857834915,0.8239422864762911
DM,internal,pos,232,67,-0.40419804823357697,0.8288506611363307
DM,internal,pos,232,68,-0.389637845935374,0.8367643748497893
DM,internal,pos,232,69,-0.3680916708925588,0.8406908194663835
DM,internal,pos,232,70,-0.34086444674289773,0.8351318406850844
DM,internal,pos,232,71,-0.306430103045182,0.8309634472342412
DM,internal,pos,232,72,-0.26520274285621354,0.8255240613887188
DM,internal,pos,232,73,-0.22414620796013496,0.8204447801191563
DM,internal,pos,232,74,-0.1821443790103221,0.8144428285566213
DM,internal,pos,232,75,-0.13922354008779464,0.8092805538167717
DM,internal,pos,232,76,-0.09145400370800756,0.7989540257759216
DM,internal,pos,232,77,-0.03876653018707819,0.7803907858875117
DM,internal,pos,232,78,0.01754028284180215,0.7702172014969615
DM,internal,pos,232,79,0.06678118883393643,0.7595312416438715
DM,internal,pos,232,80,0.11539468091624441,0.7504748481667748
DM,internal,pos,232,81,0.15636003382006602,0.7426872364900508
DM,internal,pos,232,82,0.20062460646448405,0.7273119840898099
DM,internal,pos,232,83,0.25073019148596754,0.718349051296733
DM,internal,pos,232,84,0.2918784196854436,0.709867611460551
DM,internal,pos,232,85,0.32158441910174773,0.7032866149346275
DM,internal,pos,232,86,0.34840708815715804,0.6953668782234567
DM,internal,pos,232,87,0.37777622853111537,0.698906760116311
DM,internal,pos,232,88,0.4064747264282116,0.7018491428284196
DM,internal,pos,232,89,0.4298910069499413,0.7040621066441833
DM,internal,pos,232,90,0.4525593722171082,0.6950622988884773
DM,internal,pos,232,91,0.4746176059967963,0.6796888760001805
DM,internal,pos,232,92,0.4927911233797567,0.6730821886615742
DM,internal,pos,232,93,0.5040600607165527,0.6754854822486821
DM,internal,pos,232,94,0.5111890510204756,0.67738801788166
DM,internal,pos,232,95,0.5166714833900812,0.6733947427763963
DM,internal,pos,232,96,0.5289475449780099,0.6677663219564308
DM,internal,pos,232,97,0.5395565321682132,0.6595252464784739
DM,internal,pos,232,98,0.5425936230089485,0.6646247193896849
DM,internal,pos,232,99,0.5426148546777372,0.6680941280734088
DM,internal,pos,232,100,0.5443343131840692,0.6708893345731769
DM,internal,pos,232,101,0.5478959576850507,0.6740911069701766
DM,internal,pos,232,102,0.5481935006900546,0.6781941199881922
DM,internal,pos,232,103,0.5537853191489646,0.6806930922790883
DM,internal,pos,232,104,0.5539043056671027,0.6921215204912533
DM,internal,pos,232,105,0.5566499213319912,0.7050039884788474
DM,internal,pos,232,106,0.5587403281621495,0.714275038198835
DM,internal,pos,232,107,0.5641138840827215,0.7232343582486933
DM,internal,pos,232,108,0.5726322071433865,0.7332901291479473
DM,internal,pos,232,109,0.5816016199630479,0.7449861763040272
DM,internal,pos,232,110,0.5876223323616855,0.7582616698852164
DM,internal,pos,232,111,0.5959007137939449,0.7651766187345462
DM,internal,pos,232,112,0.6010594718661134,0.772261839325136
DM,internal,pos,232,113,0.6081457028983478,0.7749039634418322
DM,internal,pos,232,114,0.6089478502656833,0.7821840906228219
DM,internal,pos,232,115,0.6100795107263002,0.7901903958875395
DM,internal,pos,232,116,0.6151515138733522,0.8001946093326956
DM,internal,pos,232,117,0.6153125823704554,0.8067631770293999
DM,internal,pos,232,118,0.6076672001993333,0.8167365302330128
DM,internal,pos,232,119,0.5970336503533852,0.8265807471922523
DM,internal,pos,232,120,0.5840637695088194,0.8370992444939622
DM,internal,pos,232,121,0.5722473052652843,0.8507913904931016
DM,internal,pos,232,122,0.5558802819365529,0.8652244976588811
DM,internal,pos,232,123,0.5360274725995592,0.879668276513489
DM,internal,pos,232,124,0.5122125734331452,0.8887539824189633
DM,internal,pos,232,125,0.4887758219341993,0.8905647530474412
DM,internal,pos,232,126,0.4621443575578419,0.8960161996153845
DM,internal,pos,232,127,0.43347437568035746,0.9060219584358055
DM,internal,pos,232,128,0.40338010379210903,0.9195327195741381
DM,external,neg,788,1,-0.755574987700708,1.187013598096671
DM,external,neg,788,2,-0.6937415135021713,1.1366535162731686
DM,external,neg,788,3,-0.6300035061545559,1.097770770726658
DM,external,neg,788,4,-0.5720336107322208,1.0618366776658015
DM,external,neg,788,5,-0.5242802824835264,1.031408706797239
DM,external,neg,788,6,-0.4775964300302551,1.0005065254719476
DM,external,neg,788,7,-0.44041429582554803,0.9715747655324509
DM,external,neg,788,8,-0.40581264946701795,0.9498776294272138
DM,external,neg,788,9,-0.37431347435502654,0.9311300405490253
DM,external,neg,788,10,-0.34795753366774473,0.913770403749944
DM,external,neg,788,11,-0.31984014092412,0.8951105109859544
DM,external,neg,788,12,-0.2975024024323337,0.8830278388595052
DM,external,neg,788,13,-0.28139017490967966,0.8729524432757426
DM,external,neg,788,14,-0.26362043954903663,0.8604704435025589
DM,external,neg,788,15,-0.25789543238765367,0.8568779487010068
DM,external,neg,788,16,-0.25963653118029817,0.8591798824040485
DM,external,neg,788,17,-0.25578258111008045,0.8603111276117301
DM,external,neg,788,18,-0.2579473517512473,0.8664321322132535
DM,external,neg,788,19,-0.26106559992579254,0.8699555708849753
DM,external,neg,788,20,-0.2626632070561363,0.8756344810842077
DM,external,neg,788,21,-0.26828742116852605,0.8747017522523481
DM,external,neg,788,22,-0.2765664593508569,0.870820053249239
DM,external,neg,788,23,-0.2858441015306298,0.8684932594903629
DM,external,neg,788,24,-0.2963586650614582,0.8666777131018453
DM,external,neg,788,25,-0.3042027083208274,0.8609056537110295
DM,external,neg,788,26,-0.31317679055210695,0.854527109912422
DM,external,neg,788,27,-0.3258614796798724,0.8492993896960317
DM,external,neg,788,28,-0.3407599787577371,0.8439924738594462
DM,external,neg,788,29,-0.3573316006993291,0.8378982773909383
DM,external,neg,788,30,-0.37256550316625836,0.8311480253480529
DM,external,neg,788,31,-0.38308967036174923,0.825864549056876
DM,external,neg,788,32,-0.39586523407217455,0.8197412296093514
DM,external,neg,788,33,-0.40954135080097603,0.8107569358064187
DM,external,neg,788,34,-0.4201853172671693,0.8043232704178667
DM,external,neg,788,35,-0.42771597060320815,0.8020783263300519
DM,external,neg,788,36,-0.43777580501745816,0.7999405195879579
DM,external,neg,788,37,-0.4488763467112617,0.7985206290302109
DM,external,neg,788,38,-0.46360401903250226,0.7931151469903275
DM,external,neg,788,39,-0.48073115729897575,0.7882684632380736
DM,external,neg,788,40,-0.4953832064269618,0.7872950727315126
DM,external,neg,788,41,-0.5076175197481285,0.7860608318349076
DM,external,neg,788,42,-0.5242216041350277,0.782687043445797
DM,external,neg,788,43,-0.5442882014523938,0.7788443847910071
DM,external,neg,788,44,-0.5642808081331915,0.7754391130163473
DM,external,neg,788,45,-0.5802158360601493,0.7745865854733996
DM,external,neg,788,46,-0.5949208738813297,0.7752088481429528
DM,external,neg,788,47,-0.6113618266206073,0.7727517232103568
DM,external,neg,788,48,-0.6283795449304662,0.7719533825468962
DM,external,neg,788,49,-0.6418372317807018,0.7777248165001708
DM,external,neg,788,50,-0.662384874662081,0.7763999451287185
DM,external,neg,788,51,-0.6803544307997087,0.7779792267431945
DM,external,neg,788,52,-0.6947472504813753,0.780519788832247
DM,external,neg,788,53,-0.7063017761375657,0.7780268849504643
DM,external,neg,788,54,-0.7148368133019087,0.7775022549431612
DM,external,neg,788,55,-0.7233628145529628,0.7721296581073795
DM,external,neg,788,56,-0.733138518986962,0.770031814290399
DM,external,neg,788,57,-0.7384473553225551,0.769056266418271
DM,external,neg,788,58,-0.7370710150521734,0.7707129866475994
DM,external,neg,788,59,-0.7310873487716659,0.7680758910365322
DM,external,neg,788,60,-0.7219368892771558,0.7621946523321812
DM,external,neg,788,61,-0.7055479113345344,0.7607728956724147
DM,external,neg,788,62,-0.6907245527348558,0.7540722556699063
DM,external,neg,788,63,-0.6678708432333947,0.7476758513006809
DM,external,neg,788,64,-0.6384911685582233,0.7420046840706966
DM,external,neg,788,65,-0.6049653411567777,0.7383115367814934
DM,external,neg,788,66,-0.565017838860043,0.7397440754086727
DM,external,neg,788,67,-0.516488293923634,0.743251052360621
DM,external,neg,788,68,-0.4610103147220482,0.7441581680924215
DM,external,neg,788,69,-0.40044367064118325,0.7466839249261172
DM,external,neg,788,70,-0.3426481533298792,0.7506722756720091
DM,external,neg,788,71,-0.277921033656672,0.7580414270988484
DM,external,neg,788,72,-0.21416912676202374,0.7647490329472652
DM,external,neg,788,73,-0.14635900559957085,0.7646140970997569
DM,external,neg,788,74,-0.0766912433733165,0.7596968978845933
DM,external,neg,788,75,-0.008140303142049216,0.7571727917731816
DM,external,neg,788,76,0.055339977930505595,0.7504208257255507
DM,external,neg,788,77,0.11505602232336254,0.7408646768976292
DM,external,neg,788,78,0.17855448059641013,0.7274036758998537
DM,external,neg,788,79,0.2352414487317013,0.7170654966446172
DM,external,neg,788,80,0.2875242575027316,0.7040968617705488
DM,external,neg,788,81,0.33622861484223643,0.6936110747015646
DM,external,neg,788,82,0.37843899175296,0.6834455111697441
DM,external,neg,788,83,0.4135586020271265,0.6715934215821047
DM,external,neg,788,84,0.43947087675962165,0.662340609415927
DM,external,neg,788,85,0.4566939096061699,0.6561812999526491
DM,external,neg,788,86,0.47097761153571993,0.6540971870731224
DM,external,neg,788,87,0.4885091289322312,0.6508640882868749
DM,external,neg,788,88,0.506821834998044,0.6470473336582276
DM,external,neg,788,89,0.5255093439419879,0.6427949675002023
DM,external,neg,788,90,0.5381600732684376,0.6384335664049736
DM,external,neg,788,91,0.549085068211624,0.6353092984624383
DM,external,neg,788,92,0.5592573671661508,0.6362487775197185
DM,external,neg,788,93,0.5735203843628751,0.6381558446372478
DM,external,neg,788,94,0.5866617820602004,0.6445993969199874
DM,external,neg,788,95,0.6003890503729526,0.6527831850974339
DM,external,neg,788,96,0.616352267607693,0.6619953146467221
DM,external,neg,788,97,0.6339808992758256,0.6723945818021971
DM,external,neg,788,98,0.6555126933431407,0.6848617391721975
DM,external,neg,788,99,0.6774586433415674,0.6994909710031553
DM,external,neg,788,100,0.7009475965650126,0.7104510607524679
DM,external,neg,788,101,0.7278680161984951,0.7188207899590384
DM,external,neg,788,102,0.7541252556406501,0.7253110686250718
DM,external,neg,788,103,0.7772561951494047,0.7360749150413997
DM,external,neg,788,104,0.796653242836998,0.7460355168512379
DM,external,neg,788,105,0.8144436716239852,0.7524910164545032
DM,external,neg,788,106,0.8291446921793167,0.7596373568219662
DM,external,neg,788,107,0.8447338767414256,0.76540048925171
DM,external,neg,788,108,0.8538082475243336,0.7737431692350808
DM,external,neg,788,109,0.86004653249672,0.7792903545530087
DM,external,neg,788,110,0.8638895700096854,0.7868630411315797
DM,external,neg,788,111,0.8670540301050215,0.7932144732478836
DM,external,neg,788,112,0.8692230421567935,0.8008439739815308
DM,external,neg,788,113,0.8720127825098993,0.8105635048655291
DM,external,neg,788,114,0.8699309739858917,0.8232630028169952
