feature,model,cohort,scanner,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT_TotalFat_ratio,clinic4,internal,Ingenuity Core 128,111,0.12297350759058556,-0.0320463993537025,0.22924395297335512,0.07012909977442694,0.05611422905323754,0.38622652061055934,2.82988528735078e-05
VAT_TotalFat_ratio,clinic4,internal,Revolution CT,69,0.15025115894711105,-0.0498353416418294,0.2690567193555198,0.08979408185413087,0.07307132018661901,0.42984538415714335,0.00022777751147216434
VAT_TotalFat_ratio,clinic4,internal,SOMATOM Definition AS+,85,0.06156426757096245,-0.1558701427713442,0.21225297506218235,0.08422221013878549,0.0666732452472937,0.3338767063876766,0.0017917480797009979
VAT_TotalFat_ratio,clinic4,internal,Sensation 64,122,0.10270280474629279,-0.05733903279781939,0.22536383548753963,0.08997681069570451,0.07388471543949102,0.34320778025279597,0.0001088090771628907
VAT_TotalFat_ratio,clinic4,external,Revolution EVO,61,-0.014343105746101203,-0.29079625485034144,0.16113154333855229,0.07669210102051938,0.06723421427788798,0.2925014170058511,0.022165108138813665
VAT_TotalFat_ratio,clinic4,external,iCT 256,52,0.2433010396714762,0.08126201962657635,0.3718332763489226,0.0706829218380037,0.05531261470401653,0.5254351266522633,6.342676640576989e-05
VAT_TotalFat_ratio,clinic4,external,SOMATOM Definition AS+,85,0.1745152132633423,0.04354224716555893,0.2746813165898131,0.09977897520402766,0.08346145894830281,0.42571996626609354,4.868169400703581e-05
VAT_TotalFat_ratio,clinic4,external,SOMATOM Definition Flash,115,0.06620776925950167,-0.08270729171534265,0.16886994156335047,0.08627354372362547,0.06923437161295148,0.2875505664628178,0.0018329929909545913
VAT_TotalFat_ratio,clinic4,external,SOMATOM Force,58,0.1783523950205841,-0.029411795565856966,0.3181524116534491,0.08499197592396007,0.0708267306161237,0.4519725922375813,0.00036863538034638673
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,internal,Ingenuity Core 128,111,0.23051005348457576,-0.08588445592738506,0.4381874437031207,0.06568911077362387,0.05183010876314642,0.6266301120091107,1.8888308243801527e-13
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,internal,Revolution CT,69,0.39587680874095743,0.20966047859177908,0.528768082820597,0.0757120800190141,0.060433472663424775,0.6593137586081159,7.274992071312516e-10
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,internal,SOMATOM Definition AS+,85,0.1806259802895459,-0.1242581009313095,0.37729662504088884,0.07869831986358661,0.062237533583577,0.5497796492644544,5.0483510153732245e-08
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,internal,Sensation 64,122,0.26425599884081175,0.13131630659804674,0.36917733111234735,0.08147526936149516,0.06534629248267053,0.5298579676793294,3.4786059854623856e-10
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,external,Revolution EVO,61,0.11378881783855022,-0.2343423792692653,0.3570559019259441,0.0716847553841491,0.058951460143418025,0.44830112091202745,0.00029095671987351685
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,external,iCT 256,52,0.12098553536074463,-0.1487759099332183,0.3387347392621435,0.07618174845073557,0.05760578228303578,0.39596456117634615,0.0036640835725713712
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Definition AS+,85,0.0897918443473954,-0.22453422749594962,0.28045239281478046,0.10477432304129936,0.08847626468360949,0.48321272886650957,2.8113202634393628e-06
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Definition Flash,115,0.1154134460964068,-0.114114502661406,0.26609693227648895,0.08396971437710132,0.06566588465048905,0.426783666501043,1.9719180337379374e-06
VAT_TotalFat_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Force,58,0.25964329521080476,-0.020126115963330943,0.4460513197053429,0.08067809520528572,0.06377116467999353,0.5933072351643347,9.196310666974375e-07
VAT_SAT_ratio,clinic4,internal,Ingenuity Core 128,111,0.10576347736867364,-0.01775629655380647,0.19280980648112336,0.2088287561018575,0.16181114580479045,0.3413010370105794,0.00024653185415168897
VAT_SAT_ratio,clinic4,internal,Revolution CT,69,0.10760652422384176,-0.09105397661580493,0.221989181811455,0.2686454247996799,0.21427547818076165,0.3612168732756636,0.002293386953700209
VAT_SAT_ratio,clinic4,internal,SOMATOM Definition AS+,85,0.03345741085610987,-0.21546889556331156,0.18175745806508134,0.24292904498199727,0.1897852391303511,0.30356423473478156,0.004739035301768313
VAT_SAT_ratio,clinic4,internal,Sensation 64,122,0.07514436919311374,-0.059927779440290395,0.18719118533516635,0.2815805624525834,0.22098883528365978,0.30707231110412225,0.0005810345341389273
VAT_SAT_ratio,clinic4,external,Revolution EVO,61,0.05136499225864566,-0.1598380803216033,0.1798960365972923,0.23925456237279238,0.2031775907130819,0.31007704403110814,0.015017860373820644
VAT_SAT_ratio,clinic4,external,iCT 256,52,0.21441628704105697,0.07074256627257966,0.332912931527714,0.213382928060799,0.163543630062831,0.4930461985233324,0.00020436483042455736
VAT_SAT_ratio,clinic4,external,SOMATOM Definition AS+,85,0.1450945131307202,0.01963379191565705,0.24096057184469472,0.29959358676145526,0.24224850600910097,0.3926947779343404,0.00020131310875402982
VAT_SAT_ratio,clinic4,external,SOMATOM Definition Flash,115,0.07229461222871358,-0.04005174119376845,0.15299430179635315,0.26852584999082385,0.20503207151610392,0.2857098173248033,0.001966722638813113
VAT_SAT_ratio,clinic4,external,SOMATOM Force,58,0.15127441916803486,-0.07721030548608518,0.2997032886451327,0.23131846205677095,0.196019483712575,0.42179969856801836,0.0009746441629753856
VAT_SAT_ratio,clinic4_aec_uplow_ratio,internal,Ingenuity Core 128,111,0.21827014009262757,-0.020813266511029348,0.39430400614899525,0.19525063295201855,0.14586867673482648,0.5836821208137102,1.7756371199813788e-11
VAT_SAT_ratio,clinic4_aec_uplow_ratio,internal,Revolution CT,69,0.3426257611866027,0.16894474721540767,0.46909069548472615,0.23057254640367728,0.17849879460585258,0.602988446606616,4.1844335863464e-08
VAT_SAT_ratio,clinic4_aec_uplow_ratio,internal,SOMATOM Definition AS+,85,0.1450012306176104,-0.2500710876103546,0.3635347994304857,0.22848184130369342,0.1848990258072371,0.5343650886984197,1.3842373244925161e-07
VAT_SAT_ratio,clinic4_aec_uplow_ratio,internal,Sensation 64,122,0.2392321491944457,0.1203110503995073,0.33752105385099357,0.2553828770975084,0.19930536581638192,0.5117610026766668,1.6974428543458216e-09
VAT_SAT_ratio,clinic4_aec_uplow_ratio,external,Revolution EVO,61,0.110539174092951,-0.2548332582249078,0.3347256032935166,0.23167227696267345,0.18666383309854814,0.4282154846486652,0.0005758924444905859
VAT_SAT_ratio,clinic4_aec_uplow_ratio,external,iCT 256,52,0.08516378208115738,-0.16073423527082553,0.29607967088070253,0.23026880634800437,0.1752138847554454,0.3532354736735286,0.010208362708480037
VAT_SAT_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Definition AS+,85,0.01251551456392519,-0.26592968931944083,0.20104681628037466,0.3219871950037932,0.25816026911192685,0.4563536091028979,1.1359054721111988e-05
VAT_SAT_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Definition Flash,115,0.12314052993953373,-0.07851038027119052,0.2587087914496955,0.2610634415363468,0.19240451990939583,0.41684359145895755,3.5858209823087246e-06
VAT_SAT_ratio,clinic4_aec_uplow_ratio,external,SOMATOM Force,58,0.2453102965032392,-0.10054327896555675,0.44742367438759023,0.21812772132536304,0.17607402447252857,0.5952062932357958,8.315990125623499e-07
VAT_TAMA_ratio,clinic4,internal,Ingenuity Core 128,111,0.2354465645953684,0.079040347813921,0.352167015258226,0.15159536982918337,0.1198255712168039,0.485803448792761,6.491372030348894e-08
VAT_TAMA_ratio,clinic4,internal,Revolution CT,69,0.29744788243046194,0.01223958270658505,0.46323149969131255,0.1741079967491013,0.13378170658679295,0.5454542417767624,1.2559189119205031e-06
VAT_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,0.01462994417476604,-0.2172227382762158,0.34768718469551324,0.2646177344162244,0.1623001486580021,0.21666766512274732,0.04640096704796633
VAT_TAMA_ratio,clinic4,internal,Sensation 64,122,0.21076034009183542,0.11917491739821297,0.31775302320200205,0.2269581623097856,0.15860872127061124,0.4606530952312566,9.346264629258938e-08
VAT_TAMA_ratio,clinic4,external,Revolution EVO,61,0.0531167118224668,-0.358420057820121,0.3108550527149678,0.2272292539129375,0.1782846570227556,0.38966432071117985,0.0019085299501856753
VAT_TAMA_ratio,clinic4,external,iCT 256,52,0.2327549666875851,0.021027740623368485,0.3785612195990533,0.1778381873049154,0.1399185017230589,0.5052029630223496,0.00013355003331794608
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,85,0.3585621851376911,0.22919581185486534,0.46273287709707434,0.18154859068485307,0.14863954461028078,0.611993367894868,4.881885084535598e-10
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,0.3152759456074906,0.20140675317079712,0.4052157121310134,0.18451923909794352,0.146988707885202,0.5753349544090174,1.751411514779142e-11
VAT_TAMA_ratio,clinic4,external,SOMATOM Force,58,0.41779435483460126,0.25161692506995303,0.51800132025286,0.1933172436313582,0.15971785311504474,0.6902454336093253,2.0422560153664204e-09
VAT_TAMA_ratio,clinic4_aec_fpca,internal,Ingenuity Core 128,111,0.37411285101494196,0.18274554325619027,0.5024300260375496,0.1371608071270094,0.10601886161094384,0.6509905111797759,1.0356092582916043e-14
VAT_TAMA_ratio,clinic4_aec_fpca,internal,Revolution CT,69,0.25091126755000026,-0.05789113931179666,0.4475379357882454,0.17978194614997345,0.13544530796528947,0.5212274407638979,4.391059893397652e-06
VAT_TAMA_ratio,clinic4_aec_fpca,internal,SOMATOM Definition AS+,85,0.13409700147360315,-0.15857365699230405,0.55776451233039,0.24805837156828298,0.1441316801589018,0.4095399311381937,9.941149355003386e-05
VAT_TAMA_ratio,clinic4_aec_fpca,internal,Sensation 64,122,0.31469882467252475,0.2070792675855253,0.4631187810805006,0.21148622941484632,0.14344343933613124,0.5791317555361689,2.7909118370046256e-12
VAT_TAMA_ratio,clinic4_aec_fpca,external,Revolution EVO,61,0.34746577081317387,0.131430472491874,0.497829895327276,0.18863299732954436,0.15352456305782125,0.6361224133943078,3.6054119813143624e-08
