feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold_youden,sensitivity_youden,specificity_youden,accuracy_youden,threshold_se90,sensitivity_se90,specificity_se90,accuracy_se90
Total Fat_SUM,clinic4_aec_best,external,428,59,0.1378504672897196,0.8483303477102567,0.7747865455953691,0.910582541097247,0.17578787576562185,0.4915254237288136,0.962059620596206,0.897196261682243,0.033111652555690374,0.9152542372881356,0.5609756097560976,0.6098130841121495
VAT_TotalFat_ratio,clinic4,internal,390,61,0.1564102564102564,0.6241466939060242,0.5561207828003105,0.6942439103892922,0.12029386213268954,0.8688524590163934,0.364741641337386,0.44358974358974357,0.10621674150804748,0.9016393442622951,0.2887537993920973,0.38461538461538464
VAT_TotalFat_ratio,clinic4,external,428,73,0.1705607476635514,0.6894076789504149,0.6263176574351957,0.7512161553446798,0.12029386213268954,0.8493150684931506,0.35774647887323946,0.441588785046729,0.10621674150804748,0.8904109589041096,0.2591549295774648,0.36682242990654207
VAT_TotalFat_ratio,clinic4_aec_best,internal,390,61,0.1564102564102564,0.7972993173551248,0.7335186384097505,0.8568288900346721,0.22599433585760959,0.6721311475409836,0.8054711246200608,0.7846153846153846,0.067128200979314,0.9016393442622951,0.46504559270516715,0.5333333333333333
VAT_TotalFat_ratio,clinic4_aec_best,external,428,73,0.1705607476635514,0.7044182905653097,0.6393092105263157,0.7671920351844951,0.22599433585760959,0.5753424657534246,0.6845070422535211,0.6658878504672897,0.067128200979314,0.821917808219178,0.4056338028169014,0.4766355140186916
VAT_SAT_ratio,clinic4,internal,390,61,0.1564102564102564,0.6241466939060242,0.5561207828003105,0.6942439103892922,0.12029386213268954,0.8688524590163934,0.364741641337386,0.44358974358974357,0.10621674150804748,0.9016393442622951,0.2887537993920973,0.38461538461538464
VAT_SAT_ratio,clinic4,external,428,67,0.15654205607476634,0.6957456484888577,0.6287582073599023,0.7597341349114233,0.12029386213268954,0.8507462686567164,0.3545706371191136,0.4322429906542056,0.10621674150804748,0.8805970149253731,0.2548476454293629,0.352803738317757
VAT_SAT_ratio,clinic4_aec_best,internal,390,61,0.1564102564102564,0.7972993173551248,0.7335186384097505,0.8568288900346721,0.22599433585760959,0.6721311475409836,0.8054711246200608,0.7846153846153846,0.067128200979314,0.9016393442622951,0.46504559270516715,0.5333333333333333
VAT_SAT_ratio,clinic4_aec_best,external,428,67,0.15654205607476634,0.6984743870674329,0.6301160733223807,0.767027200847335,0.22599433585760959,0.582089552238806,0.6814404432132964,0.6658878504672897,0.067128200979314,0.8059701492537313,0.3988919667590028,0.46261682242990654
VAT_TAMA_ratio,clinic4,internal,390,45,0.11538461538461539,0.7172302737520128,0.6324832418026615,0.7923025068976449,0.12893020503647734,0.6222222222222222,0.7217391304347827,0.7102564102564103,0.07299323707477423,0.9111111111111111,0.42028985507246375,0.47692307692307695
VAT_TAMA_ratio,clinic4,external,428,74,0.17289719626168223,0.7830584822110246,0.7245284235792065,0.8380731974663843,0.12893020503647734,0.7162162162162162,0.6949152542372882,0.6985981308411215,0.07299323707477423,0.918918918918919,0.4265536723163842,0.5116822429906542
VAT_TAMA_ratio,clinic4_aec_best,internal,390,45,0.11538461538461539,0.8193236714975846,0.7503251163604814,0.8811804383712069,0.09505027278095021,0.8666666666666667,0.6666666666666666,0.6897435897435897,0.05875211487939283,0.9111111111111111,0.5826086956521739,0.6205128205128205
VAT_TAMA_ratio,clinic4_aec_best,external,428,74,0.17289719626168223,0.7816078790655062,0.7206099306300165,0.8402197608613063,0.09505027278095021,0.7162162162162162,0.7542372881355932,0.7476635514018691,0.05875211487939283,0.7567567567567568,0.6271186440677966,0.6495327102803738
TotalFat_TAMA_ratio,clinic4,internal,390,17,0.04358974358974359,0.7747989276139409,0.6424716959663196,0.8879864407371214,0.032990900971515066,0.9411764705882353,0.5495978552278821,0.5666666666666667,0.032990900971515066,0.9411764705882353,0.5495978552278821,0.5666666666666667
TotalFat_TAMA_ratio,clinic4,external,428,27,0.0630841121495327,0.7441581232104922,0.6243826160228156,0.8539025537634409,0.032990900971515066,0.8148148148148148,0.5660847880299252,0.5817757009345794,0.032990900971515066,0.8148148148148148,0.5660847880299252,0.5817757009345794
TotalFat_TAMA_ratio,clinic4_aec_best,internal,390,17,0.04358974358974359,0.7757451506071598,0.6170490911418332,0.9091574496970221,0.028687066859226288,0.8235294117647058,0.675603217158177,0.6820512820512821,0.004201892236887706,0.9411764705882353,0.11796246648793565,0.15384615384615385
TotalFat_TAMA_ratio,clinic4_aec_best,external,428,27,0.0630841121495327,0.7282719128105661,0.6180510712858931,0.8252035981228433,0.028687066859226288,0.4074074074074074,0.8653366583541147,0.8364485981308412,0.004201892236887706,0.9259259259259259,0.2144638403990025,0.25934579439252337
SAT_TotalFat_ratio,clinic4,internal,390,65,0.16666666666666666,0.7259644970414203,0.6535265771700743,0.7944665853988894,0.18945521675177215,0.6615384615384615,0.7446153846153846,0.7307692307692307,0.05236336571500928,0.9076923076923077,0.15692307692307692,0.28205128205128205
SAT_TotalFat_ratio,clinic4,external,428,67,0.15654205607476634,0.729110679290528,0.6604106669177917,0.7916896600498986,0.18945521675177215,0.6417910447761194,0.7257617728531855,0.7126168224299065,0.05236336571500928,0.9402985074626866,0.18005540166204986,0.29906542056074764
SAT_TotalFat_ratio,clinic4_aec_best,internal,390,65,0.16666666666666666,0.7914319526627219,0.7318367256700193,0.8449958925057224,0.1455575067132172,0.7846153846153846,0.7138461538461538,0.7256410256410256,0.07095089512798886,0.9076923076923077,0.4461538461538462,0.5230769230769231
SAT_TotalFat_ratio,clinic4_aec_best,external,428,67,0.15654205607476634,0.7591681481787738,0.6981061383577001,0.8185992871731281,0.1455575067132172,0.7611940298507462,0.6011080332409973,0.6261682242990654,0.07095089512798886,0.9104477611940298,0.3185595567867036,0.411214953271028
SAT_TAMA_ratio,clinic4,internal,390,8,0.020512820512820513,0.40739528795811514,0.1570474562712264,0.6505317408376964,0.017989423082261667,0.5,0.5471204188481675,0.5461538461538461,7.839567821858703e-05,1.0,0.0,0.020512820512820513
SAT_TAMA_ratio,clinic4,external,428,15,0.035046728971962614,0.6958837772397094,0.5384758469151422,0.8477646531100479,0.017989423082261667,0.7333333333333333,0.585956416464891,0.5911214953271028,7.839567821858703e-05,1.0,0.0,0.035046728971962614
SAT_TAMA_ratio,clinic4_aec_best,internal,390,8,0.020512820512820513,0.587696335078534,0.3075314943454479,0.8390248825804669,0.007205806095670246,0.75,0.5575916230366492,0.5615384615384615,0.0001558031208791924,1.0,0.015706806282722512,0.035897435897435895
SAT_TAMA_ratio,clinic4_aec_best,external,428,15,0.035046728971962614,0.5459241323648103,0.38058305296756384,0.7046105478706929,0.007205806095670246,0.2,0.8861985472154964,0.8621495327102804,0.0001558031208791924,1.0,0.031476997578692496,0.06542056074766354
