feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold_youden,sensitivity_youden,specificity_youden,accuracy_youden,threshold_se90,sensitivity_se90,specificity_se90,accuracy_se90
SAT(피하지방)_SUM,clinic4,internal,390,44,0.11282051282051282,0.7267472411981082,0.6322832741576163,0.8179507545680504,0.20189573822241186,0.5,0.8988439306358381,0.8538461538461538,0.03950069703989185,0.9090909090909091,0.3063583815028902,0.37435897435897436
SAT(피하지방)_SUM,clinic4,external,428,50,0.11682242990654206,0.8593121693121692,0.7954636666071335,0.9132801354440606,0.20189573822241186,0.46,0.9312169312169312,0.8761682242990654,0.03950069703989185,0.94,0.3968253968253968,0.4602803738317757
SAT(피하지방)_SUM,clinic4_aec_best,internal,390,44,0.11282051282051282,0.7203757225433527,0.6179856114689194,0.8137944015910485,0.20468771064914792,0.5454545454545454,0.884393063583815,0.8461538461538461,0.01763596958554647,0.9090909090909091,0.16473988439306358,0.24871794871794872
SAT(피하지방)_SUM,clinic4_aec_best,external,428,50,0.11682242990654206,0.8515343915343916,0.7891996606580173,0.9083402516173542,0.20468771064914792,0.2,0.9920634920634921,0.8995327102803738,0.01763596958554647,0.98,0.20105820105820105,0.29205607476635514
VAT(내장지방)_SUM,clinic4,internal,390,53,0.1358974358974359,0.7828229102513857,0.7091103989257075,0.8474949525922715,0.13313029725286954,0.7547169811320755,0.7032640949554896,0.7102564102564103,0.0667090681745764,0.9056603773584906,0.4391691394658754,0.5025641025641026
VAT(내장지방)_SUM,clinic4,external,428,71,0.1658878504672897,0.8215567917307769,0.7686752116981158,0.8710020807727711,0.13313029725286954,0.7183098591549296,0.7478991596638656,0.7429906542056075,0.0667090681745764,0.9295774647887324,0.5182072829131653,0.5864485981308412
VAT(내장지방)_SUM,clinic4_aec_best,internal,390,53,0.1358974358974359,0.8758748110408152,0.8281660535995796,0.9168874043225944,0.09974810760291025,0.9056603773584906,0.7181008902077152,0.7435897435897436,0.09974810760291025,0.9056603773584906,0.7181008902077152,0.7435897435897436
VAT(내장지방)_SUM,clinic4_aec_best,external,428,71,0.1658878504672897,0.8568272379374285,0.8059990335378981,0.9021997333436483,0.09974810760291025,0.7887323943661971,0.7563025210084033,0.7616822429906542,0.09974810760291025,0.7887323943661971,0.7563025210084033,0.7616822429906542
Total Fat_SUM,clinic4,internal,390,44,0.11282051282051282,0.7682606410930111,0.677626651681311,0.849150416317357,0.23492204158630484,0.5227272727272727,0.930635838150289,0.8846153846153846,0.033836434443747954,0.9090909090909091,0.28901734104046245,0.358974358974359
Total Fat_SUM,clinic4,external,428,59,0.1378504672897196,0.8746956961095035,0.8219090840577676,0.9207904272080176,0.23492204158630484,0.4576271186440678,0.959349593495935,0.8901869158878505,0.033836434443747954,0.9661016949152542,0.3712737127371274,0.4532710280373832
Total Fat_SUM,clinic4_aec_best,internal,390,44,0.11282051282051282,0.8356542301629006,0.7669864311170924,0.8966108083854376,0.17578787576562185,0.6590909090909091,0.869942196531792,0.8461538461538461,0.033111652555690374,0.9090909090909091,0.48554913294797686,0.5333333333333333
