feature,model,cohort,scanner,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT(내장지방)_SUM,clinic4,internal,Sensation 64,258,0.3945409993576101,0.24797008245707045,0.49089254908272584,2671.852878360897,2078.0667400176158,0.6669319817941239,1.4485778375952228e-34
VAT(내장지방)_SUM,clinic4,internal,Ingenuity Core 128,91,0.5195171506204022,0.3632280457837082,0.6271124517608987,2189.474868264087,1755.951318423699,0.7323035220887162,1.6075493805672125e-16
VAT(내장지방)_SUM,clinic4,internal,SOMATOM Definition AS+,95,0.5072751989720092,0.3075400592746223,0.644926925064872,3058.428977884837,2343.3162317482274,0.714891633157512,4.0549826449171374e-16
VAT(내장지방)_SUM,clinic4,internal,Revolution CT,248,0.526136143825948,0.44919799201512506,0.5984652195922054,3015.2551246061735,2194.243813677101,0.7505611980317104,3.6870508500660175e-46
VAT(내장지방)_SUM,clinic4,external,SOMATOM Definition Flash,113,0.5372678510798998,0.4027116844143798,0.6364107448849454,2573.8338217875776,2067.663501963956,0.749127034448767,1.4030190977480058e-21
VAT(내장지방)_SUM,clinic4,external,Revolution EVO,88,-0.1259233711402381,-0.5018430599515795,0.12462214518326502,5030.211352265034,3867.261290368628,0.5166408536073386,2.5653972094028623e-07
VAT(내장지방)_SUM,clinic4,external,SOMATOM Definition AS+,81,0.5612194050638906,0.36582197057582494,0.6891637486871763,2677.3008336002454,2101.821433450427,0.7502345143269558,7.5390422517609e-16
VAT(내장지방)_SUM,clinic4,external,iCT 256,83,0.323960928604359,-0.01839028289865194,0.5618484121459153,3517.1254275918564,2556.442331075996,0.6275458917001943,2.1703797516730184e-10
VAT(내장지방)_SUM,clinic4,external,SOMATOM Force,65,0.5458345844064174,0.33170465394380616,0.6824878184745821,3103.7803142462194,2246.6229938617707,0.7822128996419031,1.433237415802476e-14
VAT(내장지방)_SUM,clinic4,external,LightSpeed VCT,37,0.3229280349481689,-0.1819391293450135,0.6140459860808033,3418.0347608111165,2738.341858723657,0.7700216098991419,2.5218318472047875e-08
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Sensation 64,258,0.5773683074629813,0.46259956436631755,0.657993022459301,2232.2930202403513,1790.1258183431014,0.7876067293869362,9.223423077855697e-56
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Ingenuity Core 128,91,0.5475329755329779,0.35422868967805016,0.6716876128055143,2124.684678624261,1688.0501364213223,0.7642380302154148,1.2199350781729146e-18
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,SOMATOM Definition AS+,95,0.6594751985531825,0.49507460017804067,0.776106559317014,2542.5562083378672,1896.3583807700945,0.8205337153084536,2.568547391470851e-24
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Revolution CT,248,0.6151202351279643,0.5389817674983287,0.6811718463562113,2717.439046288799,2034.9725195828528,0.8126392932466093,1.2793688468914205e-59
VAT(내장지방)_SUM,clinic4_aec_fpca,external,SOMATOM Definition Flash,113,0.41439899873086383,0.2693077871887421,0.5233244497685462,2895.4533481424764,2391.9704046674183,0.7733758705458589,1.0358558568583865e-23
VAT(내장지방)_SUM,clinic4_aec_fpca,external,Revolution EVO,88,0.04663908509453174,-0.26241073995022757,0.253969022147165,4628.715494566232,3584.0527823547804,0.6061461165982724,3.8984634905830903e-10
