d_model,nhead,num_layers,head_hidden,feature,internal_oof_auc,delta_vs_clinic4
16,4,1,16,HTN,0.7961633332342715,0.0008588665339237522
16,2,1,16,HTN,0.7913340663912748,-0.003970400309072919
16,4,2,16,HTN,0.7904692561443134,-0.004835210556034308
16,2,1,32,DM,0.716616861968237,-0.0019453211563641437
32,4,1,16,DM,0.7151269180404929,-0.0034352650841082966
32,4,2,32,DM,0.7102226941543833,-0.008339488970217857
16,4,2,32,CKD,0.7668977469670711,0.0008170339192871134
16,2,2,32,CKD,0.7629033589172237,-0.003177354130560306
32,4,2,32,CKD,0.7650573574317076,-0.0010233556160764712
