config,threshold_R1,threshold_R2,threshold_R3,threshold_R4,pattern_mask,patterns,n_patterns,survives_internal_constraints,internal_selection_score,internal_min_p_loss,internal_max_sens_loss,internal_min_spec_gain,internal_mean_spec_gain,internal_max_fisher_p,internal_min_deesc_n,internal_mean_event_rate
direct_vote_guarded,0.65,0.65,0.65,0.65,84,"-+--,--+-,-++-",3,True,0.14334437195976435,0.0625,0.03875968992248058,0.043704474505723234,0.049323621227887623,0.0052007492955931465,46,0.06760809295005943
direct_vote_guarded,0.75,0.65,0.65,0.65,1040,"--+-,-+-+",2,True,0.1433108479283709,0.0625,0.03875968992248069,0.04474505723205002,0.04869927159209162,0.025997667906047846,46,0.07531881019657886
direct_vote_guarded,0.65,0.75,0.55,0.65,1104,"--+-,-++-,-+-+",3,True,0.14216829021399444,0.0625,0.03875968992248069,0.042663891779396446,0.05327783558792924,0.011800660238295471,46,0.07985934901401757
direct_vote_guarded,0.65,0.75,0.65,0.75,148,"-+--,--+-,+++-",3,True,0.14110129436383298,0.0625,0.03875968992248058,0.043704474505723234,0.045993756503642035,0.008260221992443579,44,0.059020348951959886
direct_vote_guarded,0.65,0.75,0.65,0.75,276,"-+--,--+-,---+",3,True,0.14060419337206062,0.0625,0.03875968992248058,0.043704474505723234,0.04578563995837672,0.008462275628896471,45,0.05991038259275342
direct_vote_guarded,0.65,0.75,0.55,0.65,1048,"++--,--+-,-+-+",3,True,0.14017170605277968,0.0625,0.03875968992248069,0.042663891779396446,0.05202913631633717,0.011800660238295471,46,0.08135244944659786
direct_vote_guarded,0.55,0.55,0.55,0.55,33796,"-+--,-+-+,++++",3,True,0.13989998177847152,0.125,0.03100775193798455,0.04058272632674298,0.045577523413111345,0.009955406157542167,40,0.05197157108586079
direct_vote_guarded,0.55,0.75,0.65,0.75,52,"-+--,--+-,+-+-",3,True,0.1388213341684771,0.125,0.03100775193798455,0.04162330905306977,0.044953173777315315,0.005981396843943101,43,0.06584445688070859
direct_vote_guarded,0.55,0.65,0.55,0.55,33808,"--+-,-+-+,++++",3,True,0.13880876300513542,0.125,0.03100775193798444,0.04058272632674298,0.046618106139438086,0.006649254287821596,41,0.06201196850568243
direct_vote_guarded,0.55,0.55,0.65,0.65,1156,"-+--,+++-,-+-+",3,True,0.13877552648206454,0.0625,0.03875968992248058,0.04162330905306977,0.049531737773152965,0.009058961157600968,43,0.06168303851543627
