feature,feature_index,width,lambda,company_eta2,screen_score,min_p_loss,max_sens_loss,min_spec_gain,mean_spec_gain,min_ba_delta,mean_ba_delta,max_fisher_p,min_deesc_n,mean_deesc_event_rate
smooth_norm__norm_curv_079_102_sd,182,0.35,0.4,0.3227786343366674,0.12098002544181108,0.125,0.03100775193798455,0.04058272632674298,0.044953173777315295,0.005828069920705947,0.010848679911913406,0.009849150847917756,41,0.06575898356386162
smooth_norm__norm_slope_094_105_sd,477,0.35,0.4,0.2557529643482046,0.12065579328812738,0.0625,0.03875968992248069,0.04058272632674298,0.04869927159209157,0.0009115182021310897,0.006520178431704648,0.03186598187152791,44,0.09114148191227298
smooth_visual__visual_norm_abs_slope_088_101_sd,513,0.35,0.4,0.1971803943675884,0.12015049879028004,0.0625,0.03875968992248069,0.0395421436004163,0.0457856399583767,0.0035129750179478947,0.005838556413296825,0.024496875108672753,42,0.09129187372348466
smooth_visual__visual_norm_curv_076_099_sd,357,0.35,0.4,0.3156279093243389,0.11967262933030474,0.125,0.03100775193798455,0.04058272632674298,0.04370447450572319,0.005307778557542608,0.011774717873016583,0.006041385654587707,40,0.05829768270944742
smooth_norm__norm_curv_076_099_sd,356,0.35,0.4,0.3156279093243389,0.11967262933030474,0.125,0.03100775193798455,0.04058272632674298,0.04370447450572319,0.005307778557542608,0.011774717873016583,0.006041385654587707,40,0.05829768270944742
smooth_norm__log_slope_085_108_sd,572,0.5,0.4,0.2186397831324829,0.11938970416993337,0.0625,0.03875968992248069,0.04058272632674298,0.04516129032258065,0.0014318095652946505,0.007076769192298049,0.041697670146794506,43,0.08525161727784192
smooth_norm__log_slope_097_104_sd,348,0.35,0.4,0.23152726283484165,0.11936967982061132,0.0625,0.03875968992248069,0.04058272632674298,0.046201873048907396,0.0009115182021310897,0.0075970605554614105,0.026953661087960067,44,0.08412169251969001
smooth_norm__norm_haar_b02_111_114,539,0.35,0.4,0.039129505933155145,0.11861721651339144,0.125,0.03100775193798455,0.03537981269510926,0.04224765868886575,0.004787487194379159,0.011046309964587886,0.017765964826285216,36,0.05916460800181731
smooth_visual__visual_mid_flatness__early_041_056__mid_053_084__tail_113_124,138,0.7,0.25,0.04339059402797227,0.1185788025429528,0.0625,0.03875968992248069,0.03850156087408951,0.042039542143600415,-0.0001290645241955879,0.0062910889012575575,0.026785083860218665,42,0.08706924630317243
smooth_visual__visual_norm_curv_097_102_min,163,0.35,0.4,0.22142275617695342,0.11855562372024434,0.125,0.03100775193798455,0.03850156087408951,0.044328824141519264,0.003746904468052481,0.008986117497116197,0.013640959383959634,41,0.07512663741724457
smooth_visual__visual_mid_flatness__early_037_060__mid_057_080__tail_113_124,177,0.7,0.25,0.04502839641604307,0.11828879587828389,0.0625,0.03875968992248069,0.03850156087408951,0.04183142559833506,-0.0001290645241955879,0.006187030628624868,0.038865980194982164,42,0.08741528239202657
smooth_norm__norm_curv_094_101_min,274,0.35,0.4,0.24435832021097473,0.11789566077074341,0.0625,0.03875968992248058,0.04058272632674298,0.045369406867845984,0.0009115182021312007,0.00795602126338033,0.04085558842597249,44,0.08121017871017872
smooth_norm__norm_curv_109_112_max,508,0.35,0.4,0.25171573787701906,0.11783996470533928,0.0625,0.03875968992248069,0.0395421436004163,0.0486992715920916,0.0003912268389677509,0.011946535020851967,0.026785083860218665,43,0.06881136950904392
smooth_visual__visual_norm_curv_082_099_sd,237,0.35,0.4,0.30150791203993416,0.1175690558334427,0.125,0.03100775193798455,0.03954214360041619,0.04391259105098855,0.00478748719437927,0.010328388548750045,0.014755186332989079,40,0.06656754541139923
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.7,0.25,0.12901557244025474,0.11748625402324511,0.25,0.023255813953488413,0.036420395421435936,0.038085327783558796,0.006582290733973761,0.009740338310384011,0.02736010821264167,37,0.061412314570209306
smooth_norm__norm_curv_082_089_min,498,0.35,0.4,0.25508936291905787,0.1173591086353392,0.0625,0.03875968992248058,0.04058272632674298,0.0445369406867846,0.0019521009284578783,0.00831498197129923,0.028394466102393545,43,0.0785255997793915
smooth_visual__visual_norm_curv_091_100_min,292,0.35,0.4,0.26201283734485786,0.11735858584291063,0.125,0.03100775193798444,0.03850156087408951,0.04516129032258067,0.003746904468052592,0.011727931982995755,0.021925789677282616,41,0.06160183207179574
smooth_norm__norm_haar_b08_105_120,583,0.35,0.4,0.04923596646337937,0.11651754328642684,0.0625,0.03875968992248069,0.037460978147762725,0.042039542143600415,0.0009115182021310897,0.007066282699707149,0.04671262709507753,39,0.08097554520263137
smooth_visual__visual_mid_flatness__early_037_060__mid_053_084__tail_113_124,101,0.7,0.25,0.04150610053348765,0.11607157040186,0.0625,0.03875968992248069,0.037460978147762725,0.04245577523413111,-0.0006493558873590377,0.007274399244972507,0.038865980194982164,41,0.08272502023721535
smooth_visual__visual_norm_curv_079_092_max,438,0.35,0.4,0.16498281848716093,0.11458035677264694,0.0625,0.03875968992248058,0.03850156087408951,0.0432882414151925,0.0009115182021312007,0.009241019932402427,0.04085558842597249,39,0.07151911115510712
smooth_visual__visual_mid_flatness__early_033_064__mid_057_080__tail_113_124,141,0.5,0.25,0.04229131976333441,0.11436737707824492,0.0625,0.03875968992248069,0.037460978147762725,0.040790842872008334,-0.0006493558873590377,0.006441933063911098,0.03898557593554761,40,0.08460208879513498
smooth_visual__visual_mid_flatness__early_041_056__mid_053_084__tail_113_124,138,0.5,0.25,0.04339059402797227,0.114312413365013,0.0625,0.03875968992248069,0.037460978147762725,0.040790842872008314,-0.0006493558873590377,0.007217126862360734,0.038865980194982164,39,0.08022088385072604
smooth_visual__visual_mid_flatness__early_041_056__mid_057_080__tail_113_124,238,0.7,0.25,0.04685801618127571,0.11413904225734788,0.0625,0.03875968992248058,0.037460978147762725,0.040790842872008314,-0.0006493558873590377,0.004891545467011871,0.037751004519118794,41,0.09327047892327663
smooth_visual__visual_mid_flatness__early_037_060__mid_061_076__tail_113_124,249,0.7,0.25,0.04859041572928652,0.11405242227994733,0.0625,0.03875968992248058,0.037460978147762725,0.040790842872008314,-0.0006493558873590377,0.004891545467011893,0.037751004519118794,41,0.09343339587242026
smooth_visual__visual_mid_flatness__early_041_056__mid_061_076__tail_113_124,306,0.7,0.25,0.05031004873711248,0.11313397444849464,0.0625,0.03875968992248058,0.037460978147762725,0.03995837669094693,-0.0006493558873590377,0.0044753123764812,0.037751004519118794,39,0.09479924953095685
smooth_visual__visual_norm_curv_082_095_sd,533,0.35,0.4,0.2771473000951334,0.11240605568912618,0.0625,0.03875968992248069,0.03954214360041619,0.043288241415192476,0.0019521009284577673,0.009241019932402384,0.028394466102393545,41,0.07099045599151643
smooth_visual__visual_norm_abs_slope_091_100_mean,79,0.7,0.25,0.06718550958574113,0.1115952696085977,0.125,0.03100775193798455,0.03537981269510926,0.03787721123829344,0.003226613104889031,0.008085892440852139,0.03804705076710391,37,0.07088991430454845
smooth_visual__visual_norm_abs_slope_094_099_mean,103,0.7,0.25,0.067723064853814,0.11115215875466343,0.125,0.03100775193798444,0.03537981269510926,0.037460978147762745,0.003226613104889031,0.009428163492486031,0.018399126710406066,36,0.061581115999720645
smooth_norm__log_slope_082_089_sd,592,0.5,0.4,0.08577239767463131,0.11063244909319024,0.0625,0.03875968992248058,0.03642039542143605,0.04224765868886578,-0.0011696472505222655,0.00717034097233984,0.03763170565107546,40,0.08212050739957716
smooth_visual__visual_norm_curv_103_116_sd,264,0.7,0.25,0.4601037039926014,0.11057579068950343,0.125,0.03100775193798455,0.04058272632674298,0.04224765868886575,0.004787487194379159,0.009495922367688658,0.014755186332989079,40,0.06849771840123152
smooth_visual__visual_mid_flatness__early_037_060__mid_053_084__tail_113_124,101,0.5,0.25,0.04150610053348765,0.11055648195232853,0.0625,0.03875968992248069,0.03642039542143605,0.03995837669094693,-0.0011696472505222655,0.006025699973380405,0.03898557593554761,40,0.08654644525168656
smooth_visual__visual_mid_flatness__early_033_064__mid_061_076__tail_113_124,199,0.5,0.25,0.04602301173303378,0.11012251984708592,0.0625,0.03875968992248058,0.03642039542143605,0.039750260145681574,-0.0011696472505222655,0.005146447902298146,0.03763170565107546,39,0.0918968105065666
smooth_visual__visual_norm_curv_079_096_sd,414,0.35,0.4,0.29041143888391874,0.11011139249852786,0.125,0.03100775193798455,0.03642039542143605,0.04328824141519254,0.005307778557542719,0.010016213730852087,0.014807990345501837,38,0.06829583583406974
smooth_visual__visual_mid_flatness__early_041_056__mid_057_080__tail_113_124,238,0.5,0.25,0.04685801618127571,0.10987265307940809,0.0625,0.03875968992248058,0.036420395421435936,0.03912591050988552,-0.0006493558873590377,0.004059079285950462,0.0388325781353466,38,0.09689163312209449
smooth_visual__visual_mid_flatness__early_041_056__mid_061_076__tail_113_124,306,0.5,0.25,0.05031004873711248,0.10928381836108593,0.0625,0.03875968992248058,0.03642039542143605,0.03912591050988552,-0.0011696472505222655,0.0040590792859505065,0.03763170565107546,39,0.09671114599686029
smooth_visual__visual_norm_slope_112_125_max,194,0.7,0.25,0.3455442412065544,0.10868653694143882,0.125,0.03100775193798444,0.037460978147762725,0.04058272632674298,0.007102582097137211,0.009438649985076908,0.025997667906047846,39,0.06638461538461539
smooth_visual__visual_norm_abs_slope_082_087_sd,394,0.35,0.4,0.10045097330587363,0.10847518060573372,0.125,0.03100775193798455,0.03329864724245579,0.04328824141519252,0.001145447652235565,0.00924101993240245,0.04433491139429842,36,0.07397831258450087
smooth_visual__visual_mid_flatness__early_037_060__mid_057_080__tail_113_124,177,0.35,0.25,0.04502839641604307,0.10822861954387747,0.125,0.03100775193798455,0.03433922996878247,0.03725286160249737,0.0016657390153989038,0.006998523824504476,0.030376567352400602,36,0.07763965338336049
smooth_visual__visual_norm_abs_slope_094_103_mean,73,0.7,0.25,0.09407752351209234,0.10751167771286727,0.0625,0.03875968992248069,0.036420395421435936,0.03829344432882416,0.0003912268389677509,0.007518815187667838,0.02736010821264167,36,0.07342008972752026
smooth_visual__visual_norm_abs_slope_091_122_mean,317,0.7,0.25,0.19453745107869197,0.10734231409756671,0.25,0.023255813953488413,0.03433922996878247,0.03725286160249737,0.005541708007646973,0.007773717622954068,0.0273173212659149,36,0.07261355432087138
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.5,0.25,0.12901557244025474,0.10718448503261055,0.25,0.023255813953488413,0.03329864724245579,0.036420395421436026,0.005541708007646973,0.008907872129322624,0.0273173212659149,34,0.06413273995770409
smooth_visual__visual_norm_abs_slope_094_103_mean,73,0.5,0.25,0.09407752351209234,0.10681674591540175,0.125,0.03100775193798455,0.03433922996878247,0.03704474505723203,0.003226613104889031,0.007669659350321401,0.0273173212659149,35,0.07128919860627178
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.7,0.25,0.15106091570804925,0.10677714966668628,0.125,0.03100775193798455,0.03537981269510926,0.03766909469302811,0.0027063217417256924,0.009532221765118653,0.02042684186355897,35,0.06120059646375435
smooth_norm__norm_curv_094_105_max,105,0.7,0.25,0.30761472578984494,0.10602542170161824,0.125,0.03100775193798455,0.037460978147762725,0.03912591050988552,0.003226613104889031,0.006384660681299348,0.03686383662317001,37,0.08182109999713394
smooth_norm__slope_pos_fraction_tail_114_127,224,0.7,0.25,0.25621978064590323,0.1059602360320353,0.0625,0.03875968992248069,0.037460978147762725,0.04224765868886578,0.0003912268389677509,0.00717034097233984,0.026785083860218665,37,0.07945399800881528
smooth_norm__slope_pos_fraction_tail_114_127,224,0.5,0.25,0.25621978064590323,0.10533588639623925,0.0625,0.03875968992248069,0.037460978147762725,0.041623309053069726,0.0003912268389677509,0.006858166154441814,0.026785083860218665,37,0.0803959132364448
smooth_visual__visual_norm_slope_109_122_max,78,0.7,0.25,0.3306431968252165,0.10518617296774778,0.125,0.03100775193798444,0.036420395421435936,0.04120707596253903,0.004267195831215931,0.008975631004525298,0.025997667906047846,37,0.06956801579149849
smooth_norm__log_slope_088_111_sd,244,0.35,0.4,0.22104747840108682,0.10511739432845948,0.0625,0.03875968992248069,0.03642039542143605,0.04349635796045783,-0.0011696472505222655,0.004693915414337413,0.04085558842597249,40,0.09706074278469684
smooth_visual__visual_norm_abs_slope_094_099_mean,103,0.5,0.25,0.067723064853814,0.10490866239670302,0.125,0.03100775193798444,0.03329864724245579,0.036420395421436005,0.003226613104889031,0.008907872129322647,0.018399126710406066,34,0.06328122239886946
smooth_norm__norm_curv_109_116_sd,410,0.7,0.25,0.44766442944094303,0.10474614151386072,0.125,0.03100775193798455,0.03850156087408951,0.041415192507804385,0.004267195831215931,0.009079689277157988,0.021870197250257753,39,0.07045332716064423
smooth_norm__norm_slope_082_085_sd,451,0.7,0.25,0.10873871060692694,0.10441875419853724,0.125,0.03100775193798455,0.03433922996878247,0.03662851196670134,0.0016657390153989038,0.00901193040195527,0.030371514178087557,35,0.06337004778865243
smooth_visual__visual_norm_abs_slope_094_103_max,128,0.7,0.25,0.18044011662286707,0.10426760689461868,0.125,0.03100775193798455,0.03537981269510926,0.03704474505723203,0.0021860303785623536,0.006894465551871809,0.030376567352400602,37,0.07811921035284322
smooth_visual__visual_norm_slope_112_121_max,104,0.7,0.25,0.29867533422590353,0.10416213629671496,0.125,0.03100775193798444,0.03537981269510926,0.039750260145681574,0.0060619993708105335,0.009022416894546215,0.017765964826285216,37,0.0673908523908524
smooth_visual__visual_norm_abs_slope_091_104_sd,425,0.7,0.25,0.21971172557455473,0.10396895880915716,0.125,0.03100775193798455,0.03537981269510926,0.03870967741935483,0.0021860303785624646,0.006951737934483582,0.04658705733522894,38,0.07972952019984494
smooth_norm__logcontrast_log_tail_114_128_minus_log_trough_060_095,534,0.7,0.25,0.032963387840620015,0.10342083979574965,0.125,0.03100775193798455,0.032258064516129004,0.037044745057232056,0.0016657390153989038,0.0045688841565229895,0.03804705076710391,34,0.09201836837906316
smooth_norm__norm_curv_109_116_sd,410,0.5,0.25,0.44766442944094303,0.1032893256970033,0.125,0.03100775193798455,0.03850156087408951,0.040374609781477645,0.003746904468052592,0.010109785510893855,0.021925789677282616,37,0.061812498458654955
smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,520,0.7,0.25,0.051616989163320796,0.10319559465286174,0.125,0.03100775193798444,0.031217481789802326,0.03850156087408949,0.003980833918156845,0.006847679661850914,0.02629664993648933,33,0.08004218176044801
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.35,0.25,0.12901557244025474,0.10312621239993612,0.25,0.023255813953488413,0.032258064516129004,0.03496357960457856,0.005541708007646973,0.008179464220893906,0.0273173212659149,33,0.06629784212280626
smooth_visual__visual_norm_curv_103_116_sd,264,0.5,0.25,0.4601037039926014,0.10308359505995102,0.125,0.03100775193798455,0.03850156087408951,0.040790842872008334,0.003746904468052481,0.009542708257709576,0.021870197250257753,38,0.06611807151506165
smooth_norm__norm_curv_097_120_sd,267,0.7,0.25,0.573383603569076,0.10293468853065918,0.125,0.03100775193798444,0.0395421436004163,0.0432882414151925,0.004267195831215931,0.012341795126200861,0.021870197250257753,41,0.05532215940610723
smooth_visual__visual_norm_curv_097_120_sd,266,0.7,0.25,0.573383603569076,0.10293468853065918,0.125,0.03100775193798444,0.0395421436004163,0.0432882414151925,0.004267195831215931,0.012341795126200861,0.021870197250257753,41,0.05532215940610723
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.5,0.25,0.15106091570804925,0.10292699357927752,0.125,0.03100775193798455,0.03433922996878258,0.036836628511966694,0.0021860303785623536,0.00911598867458796,0.030376567352400602,34,0.062493270078409394
smooth_visual__visual_norm_abs_slope_091_104_sd,425,0.5,0.25,0.21971172557455473,0.10272025953756508,0.125,0.03100775193798455,0.03537981269510926,0.037460978147762745,0.0021860303785624646,0.006327388298687575,0.04658705733522894,36,0.08193625767996478
smooth_norm__norm_curv_094_105_max,105,0.5,0.25,0.30761472578984494,0.10238338215947454,0.125,0.03100775193798455,0.036420395421435936,0.03850156087408947,0.0027063217417256924,0.0060724858634013,0.03686383662317001,36,0.08297187553815338
smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,520,0.5,0.25,0.051616989163320796,0.10173877883600428,0.125,0.03100775193798444,0.031217481789802326,0.03704474505723203,0.003980833918156845,0.006119271753422173,0.0388325781353466,33,0.083016639734906
smooth_visual__visual_norm_curv_097_120_max,432,0.7,0.25,0.5020989842006995,0.10171223895797471,0.125,0.03100775193798455,0.037460978147762725,0.0428720083246618,0.005307778557542608,0.012133678580935548,0.010271524338872313,39,0.056576350478789506
smooth_norm__norm_curv_097_120_max,431,0.7,0.25,0.5020989842006995,0.10171223895797471,0.125,0.03100775193798455,0.037460978147762725,0.0428720083246618,0.005307778557542608,0.012133678580935548,0.010271524338872313,39,0.056576350478789506
smooth_norm__log_slope_085_108_sd,572,0.35,0.4,0.2186397831324829,0.10159573954974589,0.0625,0.03875968992248069,0.03537981269510926,0.04120707596253901,0.0003912268389677509,0.006650049609176434,0.04085558842597249,38,0.08487885551461043
smooth_visual__visual_norm_slope_112_125_max,194,0.5,0.25,0.3455442412065544,0.10140245785715174,0.125,0.03100775193798444,0.03537981269510926,0.03933402705515088,0.0060619993708105335,0.008814300349280834,0.025997667906047846,37,0.06851851041324726
smooth_visual__visual_norm_abs_slope_097_102_max,46,0.7,0.25,0.1631424388211108,0.10138639296993024,0.125,0.03100775193798455,0.03329864724245579,0.038085327783558796,0.0027063217417256924,0.006639563116585578,0.03686383662317001,35,0.08059255324868989
smooth_norm__norm_curv_097_100_max,212,0.5,0.25,0.16859277210179074,0.10118445846756564,0.0625,0.03875968992248069,0.03537981269510926,0.03829344432882413,0.0003912268389677509,0.004418039993869427,0.03993508799787694,36,0.09199100829843881
smooth_norm__tail_114_128_argmax,112,0.7,0.25,0.18026605588539008,0.10091296909628368,0.0625,0.03875968992248058,0.03433922996878247,0.04079084287200829,0.0009115182021312007,0.00721712686236069,0.04085558842597249,37,0.07916370916370916
smooth_norm__slope_pos_fraction_tail_114_127,224,0.35,0.25,0.25621978064590323,0.10065326412776879,0.0625,0.03875968992248069,0.036420395421435936,0.03995837669094691,-0.0001290645241955879,0.006025699973380405,0.04085558842597249,36,0.08380349808921236
smooth_visual__visual_norm_slope_109_126_max,130,0.7,0.25,0.35503522409405,0.10053264860742794,0.125,0.03100775193798444,0.03537981269510926,0.040374609781477645,0.00426719583121582,0.007009010317095399,0.025673297194061792,36,0.0798265042451089
smooth_visual__visual_norm_curv_103_120_sd,372,0.7,0.25,0.5678502951727138,0.10019366404412969,0.125,0.03100775193798444,0.03850156087408951,0.04328824141519252,0.003746904468052592,0.012341795126200905,0.021925789677282616,41,0.05572331913795329
smooth_norm__norm_slope_082_085_sd,451,0.5,0.25,0.10873871060692694,0.09973613193006708,0.125,0.03100775193798455,0.03329864724245579,0.03496357960457856,0.001145447652235565,0.008954658019343498,0.04433491139429842,33,0.06004964587461
smooth_norm__norm_curv_106_117_sd,540,0.7,0.25,0.48901052994402766,0.09966114658235872,0.125,0.03100775193798455,0.037460978147762725,0.04183142559833504,0.003226613104889142,0.009287805822423301,0.03205317311479608,37,0.06912422626708341
smooth_visual__visual_norm_abs_slope_091_122_mean,317,0.5,0.25,0.19453745107869197,0.09964200192274897,0.25,0.023255813953488413,0.032258064516129004,0.03558792924037461,0.004501125281320295,0.006941251441892726,0.03993508799787694,34,0.07591978880357647
smooth_visual__visual_norm_abs_slope_109_114_sd,588,0.7,0.25,0.2660296167192227,0.09953842268830682,0.0625,0.03875968992248058,0.036420395421435936,0.03933402705515086,-0.0001290645241955879,0.008039106550831222,0.025740877476819822,36,0.07274170274170275
smooth_visual__visual_norm_curv_094_111_max,256,0.5,0.25,0.3798109983152396,0.09926038378540525,0.0625,0.03875968992248069,0.03850156087408951,0.03954214360041623,-0.0001290645241955879,0.007367971025014341,0.038865980194982164,37,0.07616724738675958
smooth_norm__norm_curv_097_120_sd,267,0.5,0.25,0.573383603569076,0.09846018280745414,0.125,0.03100775193798444,0.03850156087408951,0.04183142559833508,0.003746904468052592,0.012388581016221822,0.021925789677282616,39,0.052292414902171
smooth_visual__visual_norm_curv_097_120_sd,266,0.5,0.25,0.573383603569076,0.09846018280745414,0.125,0.03100775193798444,0.03850156087408951,0.04183142559833508,0.003746904468052592,0.012388581016221822,0.021925789677282616,39,0.052292414902171
smooth_visual__visual_norm_curv_097_110_max,384,0.7,0.25,0.36322750875529247,0.09832056762864698,0.0625,0.03875968992248069,0.037460978147762725,0.040790842872008314,-0.0006493558873590377,0.006441933063911121,0.038865980194982164,41,0.08483490957358554
smooth_visual__visual_norm_slope_109_122_max,78,0.5,0.25,0.3306431968252165,0.09811021042872599,0.125,0.03100775193798444,0.03433922996878247,0.039750260145681574,0.003746904468052592,0.008247223096096601,0.025414457600413012,35,0.07202339472374315
smooth_visual__visual_norm_abs_slope_094_103_max,128,0.5,0.25,0.18044011662286707,0.09802411053665827,0.125,0.03100775193798455,0.03329864724245579,0.03600416233090531,0.0021860303785623536,0.0071493679871580396,0.030376567352400602,35,0.07478452228131303
smooth_visual__visual_norm_curv_106_115_sd,360,0.7,0.25,0.43815279772538784,0.09759199308648994,0.0625,0.03875968992248069,0.03850156087408951,0.040790842872008334,-0.0001290645241955879,0.006441933063911142,0.038865980194982164,39,0.08463873524849135
smooth_norm__norm_curv_097_112_max,359,0.7,0.25,0.39055021585245453,0.09757878190958495,0.0625,0.03875968992248069,0.037460978147762725,0.040998959417273675,-0.0001290645241955879,0.007321185134993402,0.03205317311479608,38,0.0782766439909297
smooth_visual__visual_norm_curv_094_117_max,186,0.7,0.25,0.4834752904426272,0.09751109217591401,0.0625,0.03875968992248069,0.037460978147762725,0.04308012486992716,0.002992683654784667,0.009912155458219375,0.03205317311479608,40,0.06788095238095239
smooth_norm__norm_curv_094_117_max,187,0.7,0.25,0.4834752904426272,0.09751109217591401,0.0625,0.03875968992248069,0.037460978147762725,0.04308012486992716,0.002992683654784667,0.009912155458219375,0.03205317311479608,40,0.06788095238095239
smooth_visual__visual_norm_curv_097_110_max,384,0.5,0.25,0.36322750875529247,0.09748810144758556,0.0625,0.03875968992248069,0.037460978147762725,0.03995837669094691,-0.0006493558873590377,0.006025699973380405,0.03898557593554761,39,0.0859208880550344
smooth_norm__norm_curv_103_118_sd,239,0.5,0.25,0.5132437251820557,0.0972007875488653,0.125,0.03100775193798444,0.037460978147762725,0.04058272632674296,0.003226613104889142,0.010213843783526522,0.03205317311479608,36,0.06151174571758441
smooth_norm__norm_curv_103_118_min,422,0.5,0.25,0.4384875495665046,0.09667220715170337,0.125,0.03100775193798455,0.03642039542143605,0.0393340270551509,0.0027063217417258034,0.006488718953931993,0.0322971425875897,39,0.08314847942754919
smooth_norm__norm_curv_082_097_min,491,0.7,0.25,0.32986683447485776,0.09658815445675394,0.125,0.03100775193798444,0.03537981269510926,0.036836628511966694,0.0021860303785624646,0.010666376271487232,0.04658705733522894,34,0.05186459739091318
smooth_visual__visual_norm_abs_slope_109_114_sd,588,0.35,0.25,0.2660296167192227,0.09655420889292252,0.125,0.03100775193798455,0.03433922996878247,0.036212278876170644,0.0021860303785623536,0.007253426259790729,0.030376567352400602,34,0.07417809228954739
smooth_visual__visual_norm_slope_112_121_max,104,0.5,0.25,0.29867533422590353,0.09646182412189709,0.125,0.03100775193798444,0.03329864724245579,0.038085327783558776,0.005021416644483745,0.008189950713484783,0.025997667906047846,35,0.0705995445995446
smooth_visual__visual_norm_abs_slope_094_099_mean,103,0.35,0.25,0.067723064853814,0.09637588404082381,0.125,0.03100775193798444,0.031217481789802326,0.03392299687825182,0.0021860303785623536,0.007659172857730523,0.02826303700258793,32,0.06702067669172933
smooth_norm__norm_curv_082_097_min,491,0.5,0.25,0.32986683447485776,0.0963094557498191,0.25,0.023255813953488413,0.03329864724245579,0.03600416233090531,0.005021416644483745,0.011025336979406131,0.023517584295134876,33,0.04822472848788638
smooth_visual__visual_norm_abs_slope_088_101_sd,513,0.7,0.25,0.1971803943675884,0.09628404830669134,0.25,0.023255813953488413,0.031217481789802326,0.03537981269510926,0.003980833918156845,0.0060619993708104225,0.03804705076710391,33,0.08189767307414367
smooth_visual__visual_norm_curv_082_099_min,544,0.5,0.25,0.32862439605867494,0.09616346112536289,0.25,0.023255813953488413,0.03329864724245579,0.035796045785639954,0.005021416644483745,0.010146084908323827,0.023517584295134876,32,0.05346198516930224
smooth_norm__norm_curv_097_112_max,359,0.5,0.25,0.39055021585245453,0.09612196609272745,0.0625,0.03875968992248069,0.037460978147762725,0.03995837669094691,-0.0006493558873590377,0.006800893771829996,0.03898557593554761,38,0.08102538576406172
smooth_visual__visual_norm_curv_103_120_sd,372,0.5,0.25,0.5678502951727138,0.09592727486618984,0.125,0.03100775193798444,0.037460978147762725,0.042039542143600395,0.003226613104889142,0.012492639288854423,0.03205317311479608,39,0.05234432234432235
smooth_visual__visual_norm_abs_slope_109_114_sd,588,0.5,0.25,0.2660296167192227,0.09589638314616336,0.0625,0.03875968992248058,0.03537981269510926,0.03870967741935483,-0.0006493558873590377,0.007726931732933218,0.037751004519118794,35,0.07382958504909724
smooth_norm__norm_curv_085_100_min,297,0.35,0.25,0.30905163751327824,0.09589339978104054,0.25,0.023255813953488413,0.03329864724245579,0.03454734651404785,0.005021416644483634,0.007971347675628548,0.023517584295134876,34,0.06756733462615815
smooth_visual__visual_norm_curv_103_116_min,325,0.7,0.25,0.39520371293359075,0.09588929123867064,0.0625,0.03875968992248069,0.037460978147762725,0.03995837669094691,-0.0006493558873590377,0.006800893771829996,0.03898557593554761,40,0.0818210301704346
smooth_norm__norm_slope_082_085_sd,451,0.35,0.25,0.10873871060692694,0.09588597584265804,0.125,0.03100775193798455,0.032258064516129004,0.034131113423517156,0.0006251562890722262,0.008538424928812826,0.04478338997936065,32,0.06137720720217134
smooth_norm__norm_curv_109_116_sd,410,0.35,0.25,0.44766442944094303,0.09558901352218499,0.125,0.03100775193798455,0.036420395421435936,0.03829344432882411,0.003226613104889031,0.009069202784567066,0.03205317311479608,35,0.06488038277511962
smooth_norm__log_slope_082_085_sd,486,0.7,0.25,0.08170227707890046,0.09546880688430408,0.125,0.03100775193798455,0.031217481789802326,0.03496357960457856,0.0006251562890722262,0.009729851817793112,0.04478338997936065,32,0.056424174320891154
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.35,0.25,0.15106091570804925,0.095018564859194,0.125,0.03100775193798455,0.032258064516129004,0.03454734651404787,0.0016657390153989038,0.007971347675628548,0.030371514178087557,32,0.06604325391090098
smooth_norm__norm_curv_100_111_max,305,0.7,0.25,0.37378064753042956,0.0945671042382775,0.0625,0.03875968992248069,0.03642039542143605,0.04058272632674298,-0.0011696472505222655,0.007113068589728067,0.03898557593554761,40,0.08114733698357392
smooth_visual__visual_norm_slope_109_126_max,130,0.5,0.25,0.35503522409405,0.09428915224946763,0.125,0.03100775193798444,0.03329864724245579,0.0393340270551509,0.004267195831215931,0.007263912752381629,0.03674213912050332,34,0.07711931581143096
smooth_visual__visual_norm_curv_097_120_max,432,0.5,0.25,0.5020989842006995,0.09422004332842211,0.125,0.03100775193798455,0.03537981269510926,0.040998959417273675,0.004787487194379159,0.011197154127241492,0.015597952034022956,37,0.059072426630566166
smooth_norm__norm_curv_097_120_max,431,0.5,0.25,0.5020989842006995,0.09422004332842211,0.125,0.03100775193798455,0.03537981269510926,0.040998959417273675,0.004787487194379159,0.011197154127241492,0.015597952034022956,37,0.059072426630566166
smooth_visual__visual_norm_curv_103_120_sd,372,0.35,0.25,0.5678502951727138,0.09419176034239773,0.25,0.023255813953488302,0.03537981269510926,0.039750260145681594,0.0060619993708105335,0.012898385886794306,0.015597952034022956,34,0.044472626472626474
