feature,feature_index,width,lambda,company_eta2,screen_score,min_p_loss,max_sens_loss,min_spec_gain,mean_spec_gain,min_ba_delta,mean_ba_delta,max_fisher_p,min_deesc_n,mean_deesc_event_rate
smooth_norm__norm_curv_097_100_sd,26,0.7,0.55,0.23981046954322788,0.2127120231272317,0.0625,0.03875968992248069,0.06451612903225812,0.07055150884495318,0.012878219554888659,0.015895909461236247,0.0005892967468921862,67,0.06903108908432312
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.5,0.55,0.12901557244025474,0.21159203853388914,0.0625,0.03875968992248058,0.06243496357960454,0.06659729448491156,0.015999967733869025,0.018569965071913108,0.0010288282787359235,63,0.05571216494740625
smooth_norm__norm_slope_082_085_sd,451,0.5,0.55,0.10873871060692694,0.21135718235396336,0.0625,0.03875968992248058,0.06243496357960454,0.06701352757544225,0.013918802281215448,0.019553275415628034,0.00018988449405123907,62,0.052596893104313924
smooth_norm__norm_curv_082_097_min,491,0.7,0.55,0.32986683447485776,0.20933287289442776,0.0625,0.03875968992248069,0.06347554630593133,0.07159209157127992,0.01623389718397339,0.0202921698166477,5.438717152176026e-05,65,0.05499527077337949
smooth_visual__visual_norm_curv_103_120_sd,372,0.5,0.55,0.5678502951727138,0.20869296628904543,0.0625,0.03875968992248069,0.06763787721123826,0.07221644120707596,0.016520259097032253,0.01827876323919686,0.00018285872070417325,69,0.062083957510600085
smooth_visual__visual_norm_slope_082_087_sd,216,0.35,0.7,0.11953008675526021,0.2076958653675666,0.0625,0.03875968992248058,0.06243496357960454,0.06555671175858482,0.011837636828562093,0.01804967370874977,0.00046909745959774324,63,0.05702880452880453
smooth_norm__norm_curv_097_120_sd,267,0.5,0.55,0.573383603569076,0.2070635433250029,0.0625,0.03875968992248058,0.06659729448491158,0.07263267429760667,0.017560841823359152,0.020037267381361423,0.0002826699833610033,67,0.056382833537838975
smooth_visual__visual_norm_curv_097_120_sd,266,0.5,0.55,0.573383603569076,0.2070635433250029,0.0625,0.03875968992248058,0.06659729448491158,0.07263267429760667,0.017560841823359152,0.020037267381361423,0.0002826699833610033,67,0.056382833537838975
smooth_visual__visual_norm_curv_097_120_sd,266,0.35,0.7,0.573383603569076,0.20508643614498198,0.0625,0.03875968992248058,0.0655567117585848,0.07284079084287202,0.01808113318652249,0.020141325653994114,0.00018285872070417325,66,0.05619085224831967
smooth_norm__norm_curv_097_120_sd,267,0.35,0.7,0.573383603569076,0.20508643614498198,0.0625,0.03875968992248058,0.0655567117585848,0.07284079084287202,0.01808113318652249,0.020141325653994114,0.00018285872070417325,66,0.05619085224831967
smooth_norm__log_slope_082_085_sd,486,0.35,0.7,0.08170227707890046,0.2050086918555468,0.0625,0.03875968992248069,0.060353798126951075,0.06618106139438085,0.011837636828561982,0.017586654728198137,0.00018988449405123907,61,0.059203630660005654
smooth_visual__visual_norm_curv_091_100_min,292,0.35,0.7,0.26201283734485786,0.20483811701602628,0.0625,0.03875968992248069,0.06347554630593133,0.0668054110301769,0.01235792819172532,0.017123635747646526,0.00030312282626535547,66,0.061616161616161624
smooth_norm__norm_curv_103_110_mean,509,0.5,0.55,0.04938503855357004,0.2044728061674904,0.125,0.03100775193798455,0.05827263267429761,0.06305931321540062,0.0151933144576466,0.01835136203405687,0.0024632659365795857,59,0.05358829494422714
smooth_visual__visual_norm_curv_103_120_sd,372,0.35,0.7,0.5678502951727138,0.20349005265741174,0.0625,0.03875968992248069,0.0655567117585848,0.07221644120707596,0.016520259097032253,0.018278763239196905,0.00028533887438248937,67,0.062068496881275095
smooth_norm__norm_curv_097_100_sd,26,0.5,0.55,0.23981046954322788,0.20251431240922943,0.0625,0.03875968992248069,0.06243496357960454,0.06638917793964619,0.011837636828561982,0.015365131605481985,0.00038264179304243985,65,0.06759062093001093
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.5,0.55,0.15106091570804925,0.2011245268335586,0.0625,0.03875968992248069,0.060353798126951075,0.06659729448491156,0.010797054102235193,0.013918802281215448,0.0006853881752145915,63,0.07290967290967292
smooth_norm__log_slope_082_085_sd,486,0.5,0.55,0.08170227707890046,0.20074230267760726,0.0625,0.03875968992248069,0.0593132154006244,0.06493236212278877,0.011317345465398532,0.017737498890851723,0.00030312282626535547,60,0.05779864794829583
smooth_norm__norm_curv_082_097_min,491,0.35,0.7,0.32986683447485776,0.19790743589001536,0.0625,0.03875968992248069,0.06139438085327786,0.06930280957336107,0.011317345465398532,0.017597141220789057,0.0002419223996702101,64,0.062294905854570905
smooth_visual__visual_norm_abs_slope_082_087_sd,394,0.7,0.55,0.10045097330587363,0.1972034110504417,0.0625,0.03875968992248058,0.05827263267429761,0.06534859521331945,0.010797054102235193,0.014844840242318625,0.0005950233177993131,60,0.06880341880341881
smooth_norm__norm_curv_103_110_mean,509,0.35,0.7,0.04938503855357004,0.195906551700648,0.0625,0.03875968992248069,0.05723204994797093,0.0628511966701353,0.01235792819172521,0.017472109962974568,0.0010476256472624736,58,0.056195660004203486
smooth_visual__visual_norm_slope_082_087_sd,216,0.5,0.55,0.11953008675526021,0.19354394028952293,0.0625,0.03875968992248058,0.05827263267429761,0.06222684703433925,0.011317345465398643,0.017159935145076587,0.0014203949821838368,60,0.057177511415525115
smooth_norm__norm_curv_082_097_min,491,0.5,0.55,0.32986683447485776,0.19247543272793466,0.0625,0.03875968992248069,0.0593132154006244,0.06680541103017693,0.014152731731319923,0.017898829546096184,0.00014148044202629624,61,0.05852797734958796
smooth_visual__visual_norm_curv_082_099_min,544,0.5,0.55,0.32862439605867494,0.18891648809178177,0.0625,0.03875968992248069,0.05827263267429761,0.0663891779396462,0.013398510918051998,0.017690713000830804,0.0005950233177993131,59,0.058915757781762515
smooth_visual__visual_norm_curv_091_100_min,292,0.5,0.55,0.26201283734485786,0.18881314303059463,0.0625,0.03875968992248069,0.0593132154006244,0.06285119667013525,0.010276762739071965,0.015921722366075364,0.0007514831679171824,62,0.06257270030499343
smooth_norm__norm_slope_091_102_sd,557,0.35,0.55,0.25486573451541933,0.1865690413562496,0.0625,0.03875968992248069,0.05827263267429761,0.06285119667013528,0.010276762739071965,0.015146528567625727,0.0007514831679171824,59,0.06497945069970928
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.35,0.55,0.12901557244025474,0.18557747037572064,0.0625,0.03875968992248058,0.05619146722164414,0.05910509885535904,0.01235792819172532,0.014823867257136868,0.005226454366395111,57,0.062351907073247795
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.7,0.4,0.12901557244025474,0.18349630492306712,0.0625,0.03875968992248058,0.05619146722164414,0.05827263267429761,0.010797054102235193,0.015182827965055745,0.007544960740157527,56,0.05985221674876847
smooth_norm__norm_slope_082_085_sd,451,0.35,0.55,0.10873871060692694,0.18034781710942657,0.0625,0.03875968992248058,0.054110301768990676,0.059313215400624356,0.010797054102235193,0.017253506925118334,0.0007308755080627992,54,0.05211322312649909
smooth_norm__norm_curv_097_100_sd,26,0.35,0.55,0.23981046954322788,0.1794133758847759,0.0625,0.03875968992248058,0.05619146722164414,0.06139438085327782,0.008715888649581727,0.015193314457646623,0.0007308755080627992,59,0.06417609844719248
smooth_visual__visual_norm_abs_slope_094_099_mean,103,0.7,0.4,0.067723064853814,0.1783403267644078,0.0625,0.03875968992248069,0.05306971904266389,0.05827263267429761,0.010276762739071854,0.013632440368156539,0.0013955543267384005,54,0.06619847670250895
smooth_visual__visual_norm_curv_097_120_sd,266,0.35,0.55,0.573383603569076,0.17823940180575212,0.0625,0.03875968992248058,0.0593132154006244,0.06534859521331948,0.013398510918052109,0.017945615436117078,0.0006808043360413481,60,0.056540164452877927
smooth_norm__norm_curv_097_120_sd,267,0.35,0.55,0.573383603569076,0.17823940180575212,0.0625,0.03875968992248058,0.0593132154006244,0.06534859521331948,0.013398510918052109,0.017945615436117078,0.0006808043360413481,60,0.056540164452877927
smooth_norm__norm_curv_103_110_mean,509,0.35,0.55,0.04938503855357004,0.1778338883735259,0.125,0.03100775193798455,0.05202913631633721,0.05494276795005202,0.011551274915503007,0.015068283199832156,0.008121868365616576,53,0.05733030864803372
smooth_visual__visual_norm_abs_slope_091_100_mean,79,0.7,0.4,0.06718550958574113,0.17701444698358676,0.0625,0.03875968992248069,0.054110301768990676,0.05639958376690948,0.007675305923254938,0.0134711097129121,0.0010133039233206284,55,0.06560583824489899
smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,520,0.35,0.55,0.051616989163320796,0.17685634855101365,0.0625,0.03875968992248069,0.05306971904266389,0.058480749219562964,0.007155014560091599,0.010635723446990774,0.0035019499643216706,56,0.07893028120073278
smooth_visual__visual_norm_abs_slope_082_087_sd,394,0.35,0.7,0.10045097330587363,0.17670393134180487,0.0625,0.03875968992248058,0.05306971904266389,0.06077003121748179,0.007155014560091599,0.01488113963974862,0.001131756574631582,56,0.06535008707139853
smooth_norm__norm_curv_082_097_min,491,0.35,0.55,0.32986683447485776,0.17615925690978643,0.0625,0.03875968992248069,0.05619146722164414,0.060978147762747126,0.010797054102235193,0.01653558550928049,0.0007308755080627992,57,0.05766964237587526
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.35,0.55,0.15106091570804925,0.17573430831118628,0.0625,0.03875968992248069,0.054110301768990676,0.059313215400624356,0.007675305923255049,0.011827150335971082,0.00345392413905277,57,0.07496347116237015
smooth_visual__visual_norm_abs_slope_082_087_sd,394,0.5,0.55,0.10045097330587363,0.17545523207021277,0.0625,0.03875968992248058,0.05306971904266389,0.05952133194588969,0.007155014560091599,0.013481596205502955,0.0017841746387204397,55,0.06959557985873774
smooth_visual__visual_norm_curv_103_120_sd,372,0.35,0.55,0.5678502951727138,0.17487402768342644,0.0625,0.03875968992248058,0.05827263267429761,0.0651404786680541,0.01235792819172532,0.017066363365034733,0.0006853881752145915,60,0.060003579219545
smooth_visual__visual_norm_curv_082_099_min,544,0.35,0.55,0.32862439605867494,0.1742442716505748,0.0625,0.03875968992248069,0.055150884495317354,0.06077003121748179,0.011837636828562093,0.01720672103509746,0.00046909745959774324,55,0.054493292776874855
smooth_visual__visual_norm_curv_109_118_sd,598,0.35,0.55,0.4983645094659412,0.17387381124555995,0.0625,0.03875968992248069,0.05723204994797082,0.06368366285119667,0.011837636828561982,0.015562761658156444,0.0014203949821838368,59,0.06469511112743388
smooth_norm__norm_curv_076_099_sd,356,0.5,0.55,0.3156279093243389,0.17343728017043392,0.0625,0.03875968992248069,0.055150884495317354,0.06014568158168574,0.010797054102235082,0.015344158620300186,0.0005686530650294891,57,0.062262957437771424
smooth_visual__visual_norm_curv_076_099_sd,357,0.5,0.55,0.3156279093243389,0.17343728017043392,0.0625,0.03875968992248069,0.055150884495317354,0.06014568158168574,0.010797054102235082,0.015344158620300186,0.0005686530650294891,57,0.062262957437771424
smooth_visual__visual_norm_curv_097_120_sd,266,0.7,0.4,0.573383603569076,0.17332769000683443,0.0625,0.03875968992248058,0.05827263267429761,0.06285119667013528,0.013632440368156473,0.016696916164524955,0.0015446060834866015,59,0.058930175286107486
smooth_norm__norm_curv_097_120_sd,267,0.7,0.4,0.573383603569076,0.17332769000683443,0.0625,0.03875968992248058,0.05827263267429761,0.06285119667013528,0.013632440368156473,0.016696916164524955,0.0015446060834866015,59,0.058930175286107486
smooth_norm__norm_curv_103_110_mean,509,0.7,0.4,0.04938503855357004,0.1731512661050555,0.125,0.03100775193798444,0.05098855359001042,0.052861602497398553,0.011551274915503007,0.01712847566730389,0.008121868365616576,51,0.04470316751115863
smooth_norm__norm_curv_103_118_sd,239,0.7,0.4,0.5132437251820557,0.1728176756418562,0.0625,0.03875968992248069,0.05827263267429761,0.06243496357960456,0.009756471375908404,0.013388024425461142,0.0014203949821838368,60,0.07171021109040421
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.7,0.4,0.15106091570804925,0.17271661840483857,0.0625,0.03875968992248069,0.05306971904266389,0.058064516129032254,0.008715888649581727,0.012753188297074258,0.007750014746943813,55,0.06996443467403432
smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,520,0.7,0.4,0.051616989163320796,0.1721737262825431,0.0625,0.03875968992248069,0.0520291363163371,0.05681581685744017,0.0066347231969281495,0.009803257265929389,0.01022791653815441,55,0.08124625894474244
smooth_visual__visual_norm_curv_079_092_max,438,0.35,0.7,0.16498281848716093,0.17087588226692338,0.0625,0.03875968992248069,0.0520291363163371,0.05993756503642036,0.008195597286418277,0.011364131355419449,0.004746900603468755,54,0.07739157558957335
smooth_norm__norm_slope_082_085_sd,451,0.7,0.4,0.10873871060692694,0.17028764077502018,0.125,0.03100775193798455,0.04994797086368363,0.05556711758584809,0.011551274915503007,0.01693084561462945,0.00048262078143247993,50,0.04906619016576643
smooth_visual__visual_norm_abs_slope_097_102_sd,387,0.35,0.55,0.19860654363711092,0.16857034637362994,0.0625,0.03875968992248069,0.0520291363163371,0.05889698231009366,0.008715888649581727,0.01084383999225611,0.005226454366395111,54,0.07835738867426413
smooth_norm__log_slope_082_085_sd,486,0.35,0.55,0.08170227707890046,0.16827612161621291,0.0625,0.03875968992248069,0.05098855359001042,0.05660770031217481,0.00715501456009171,0.015125555582443972,0.004073638582857173,52,0.05925839697026138
smooth_norm__logcontrast_log_tail_114_128_minus_log_trough_060_095,534,0.7,0.4,0.032963387840620015,0.167799434444412,0.0625,0.03875968992248069,0.05098855359001042,0.054526534859521324,0.006114431833764922,0.008658616266969931,0.015248057355440697,54,0.08472231472231473
smooth_visual__visual_norm_curv_103_120_sd,372,0.7,0.4,0.5678502951727138,0.1673608590686922,0.0625,0.03875968992248058,0.05619146722164414,0.06264308012486994,0.012591857641829796,0.015817664093442697,0.0021718469273376154,58,0.062292958556737534
smooth_visual__visual_norm_curv_079_092_max,438,0.5,0.55,0.16498281848716093,0.16723384272478004,0.0625,0.03875968992248058,0.05098855359001042,0.058064516129032254,0.009236180012745066,0.011977994498624644,0.007058533184763182,53,0.07305229758059946
smooth_visual__visual_norm_curv_091_100_min,292,0.35,0.55,0.26201283734485786,0.16716902232299818,0.0625,0.03875968992248058,0.05306971904266389,0.05764828303850156,0.009236180012745066,0.014870653147157742,0.0011761840842442,55,0.06106331168831168
smooth_norm__norm_curv_097_120_sd,267,0.5,0.4,0.573383603569076,0.16693052619975357,0.125,0.03100775193798444,0.055150884495317354,0.05993756503642038,0.014673023094483262,0.01756568174301636,0.0005686530650294891,56,0.05278586851870892
smooth_visual__visual_norm_curv_097_120_sd,266,0.5,0.4,0.573383603569076,0.16693052619975357,0.125,0.03100775193798444,0.055150884495317354,0.05993756503642038,0.014673023094483262,0.01756568174301636,0.0005686530650294891,56,0.05278586851870892
smooth_norm__norm_slope_091_102_sd,557,0.7,0.4,0.25486573451541933,0.16627767819287806,0.0625,0.03875968992248069,0.05306971904266389,0.058064516129032254,0.00715501456009171,0.013528382095523872,0.004073638582857173,54,0.0670363167110761
smooth_visual__visual_norm_abs_slope_094_099_mean,103,0.5,0.4,0.067723064853814,0.16595739232111947,0.0625,0.03875968992248069,0.04994797086368363,0.05494276795005202,0.008715888649581727,0.011967508006033745,0.002142744884769735,51,0.0698566744812606
smooth_visual__visual_norm_slope_112_125_max,194,0.5,0.4,0.3455442412065544,0.1658020254909957,0.0625,0.03875968992248069,0.054110301768990676,0.05785639958376694,0.009236180012745177,0.011873936225991954,0.007544960740157527,55,0.07286687689704932
smooth_visual__visual_norm_abs_slope_091_100_mean,79,0.5,0.4,0.06718550958574113,0.16442339599503306,0.0625,0.03875968992248069,0.05098855359001042,0.05286160249739853,0.006114431833764811,0.011702119078156614,0.002376318282261368,52,0.06955154981470771
smooth_norm__contrast_tail_114_128_minus_trough_060_095,501,0.7,0.4,0.030004469884009278,0.1643053408000988,0.0625,0.03875968992248069,0.04994797086368363,0.05390218522372527,0.005594140470601472,0.007571247650622337,0.021657616442030504,53,0.0884853441457215
smooth_norm__log_slope_082_085_sd,486,0.7,0.4,0.08170227707890046,0.16338538280247708,0.0625,0.03875968992248058,0.04994797086368363,0.054734651404786686,0.0066347231969282605,0.015739418725649122,0.004038670568365992,51,0.05489841354436249
smooth_visual__visual_norm_abs_slope_091_100_max,47,0.5,0.4,0.15106091570804925,0.1633513738678979,0.0625,0.03875968992248069,0.05098855359001042,0.054734651404786686,0.007675305923254938,0.011863449733401055,0.01107378930182058,52,0.07046393392512927
smooth_visual__visual_norm_curv_109_118_sd,598,0.7,0.4,0.4983645094659412,0.1629476926191292,0.0625,0.03875968992248069,0.054110301768990676,0.06139438085327782,0.010797054102235082,0.0151933144576466,0.0033331940887332987,55,0.06359735371757158
smooth_visual__visual_norm_slope_112_121_max,104,0.7,0.4,0.29867533422590353,0.16221414929996572,0.0625,0.03875968992248069,0.05098855359001042,0.05889698231009366,0.010276762739071854,0.013944615186054544,0.0035019499643216706,52,0.06554277505657105
smooth_visual__visual_norm_abs_slope_094_103_max,128,0.7,0.4,0.18044011662286707,0.16209053036742244,0.0625,0.03875968992248069,0.05098855359001042,0.05619146722164412,0.006114431833764922,0.011041470044930567,0.006095919645499609,53,0.07605265014991755
smooth_visual__visual_norm_curv_103_120_sd,372,0.5,0.4,0.5678502951727138,0.1615880448974073,0.125,0.03100775193798444,0.05306971904266389,0.05952133194588969,0.014673023094483262,0.017357565197751022,0.0013955543267384005,54,0.05318269391553433
smooth_visual__visual_norm_abs_slope_097_102_max,46,0.5,0.4,0.1631424388211108,0.16149859844065273,0.0625,0.03875968992248069,0.05098855359001042,0.054734651404786686,0.006114431833764811,0.011863449733401055,0.004038670568365992,53,0.07157609708800552
smooth_norm__norm_haar_b08_105_120,583,0.7,0.4,0.04923596646337937,0.1607423091553135,0.0625,0.03875968992248069,0.048907388137356955,0.05306971904266389,0.0066347231969281495,0.011030983552339646,0.007616063010177399,51,0.07265446760702927
smooth_norm__norm_slope_094_101_sd,478,0.5,0.4,0.23650589681385303,0.1602237658115674,0.0625,0.03875968992248058,0.05202913631633721,0.054110301768990655,0.0066347231969282605,0.012326468713952644,0.007616063010177399,53,0.06765180717706584
smooth_visual__visual_norm_abs_slope_094_099_max,25,0.5,0.4,0.12901557244025474,0.16018725185334792,0.0625,0.03875968992248058,0.04994797086368363,0.05306971904266389,0.007675305923254938,0.012581371149238896,0.023246086401966296,50,0.06530863241677373
smooth_norm__norm_curv_094_101_min,274,0.35,0.55,0.24435832021097473,0.1601433194596092,0.0625,0.03875968992248058,0.05098855359001042,0.057440166493236224,0.006114431833764922,0.011665819680726598,0.007544960740157527,54,0.07398014833416647
smooth_norm__norm_haar_b02_111_114,539,0.7,0.4,0.039129505933155145,0.1595952029454834,0.125,0.03100775193798455,0.0457856399583767,0.05202913631633714,0.011264913002444144,0.014386661181424353,0.0037446984921517983,47,0.056046928975537535
smooth_visual__visual_norm_slope_100_123_max,8,0.7,0.4,0.2993941202969366,0.15957675318059694,0.0625,0.03875968992248069,0.0520291363163371,0.05660770031217479,0.0066347231969281495,0.012799974187095109,0.005438866402125842,55,0.06806882508253795
smooth_norm__norm_curv_103_110_mean,509,0.5,0.4,0.04938503855357004,0.15951963239017516,0.125,0.03100775193798444,0.04786680541103017,0.049531737773152965,0.008429526736522863,0.015463543305181116,0.025997667906047846,48,0.047796564779758056
smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,520,0.5,0.4,0.051616989163320796,0.15937455874872453,0.0625,0.03875968992248058,0.048907388137356955,0.05306971904266391,0.005073849107438133,0.008705402156990828,0.015248057355440697,51,0.08302004137187267
smooth_visual__visual_norm_slope_094_103_sd,489,0.7,0.4,0.2525108762613707,0.15775858447706848,0.0625,0.03875968992248058,0.04994797086368363,0.05681581685744017,0.007675305923255049,0.011353644862828615,0.01022791653815441,52,0.0748003962160042
smooth_norm__norm_curv_082_089_min,498,0.35,0.55,0.25508936291905787,0.15762966014418406,0.0625,0.03875968992248069,0.04994797086368363,0.05681581685744017,0.007675305923255049,0.012904032459727844,0.002661247395018164,52,0.06861468761751893
smooth_visual__visual_norm_slope_082_087_sd,216,0.7,0.4,0.11953008675526021,0.1569489044337849,0.125,0.03100775193798444,0.04682622268470349,0.05306971904266389,0.008429526736522863,0.01568214634303735,0.004414130676693636,47,0.05237495308756026
smooth_visual__visual_norm_abs_slope_094_099_sd,80,0.5,0.4,0.19780199754090327,0.15563676571031926,0.125,0.03100775193798455,0.04786680541103017,0.05306971904266387,0.008429526736522752,0.011806177350789282,0.011096389987365701,50,0.06948475682413977
smooth_visual__visual_norm_slope_082_087_sd,216,0.35,0.55,0.11953008675526021,0.1554586125059641,0.0625,0.03875968992248058,0.04786680541103017,0.05473465140478666,0.005594140470601583,0.01496422492719951,0.006083891269629112,49,0.058189739489775696
smooth_norm__norm_curv_097_100_sd,26,0.7,0.4,0.23981046954322788,0.1554093910175913,0.125,0.03100775193798455,0.04786680541103017,0.05494276795005202,0.008429526736522863,0.013517895602932973,0.0009592424605613522,50,0.06450307587149692
smooth_norm__norm_slope_091_102_sd,557,0.5,0.4,0.25486573451541933,0.1549353264759165,0.0625,0.03875968992248069,0.04994797086368363,0.055775234131113426,0.005594140470601583,0.013158934895014051,0.006083891269629112,53,0.06603281121844726
smooth_norm__norm_slope_082_085_sd,451,0.5,0.4,0.10873871060692694,0.15426266678958847,0.125,0.03100775193798455,0.0457856399583767,0.05161290322580647,0.00947010946284954,0.014953738434608631,0.0011761840842442,46,0.0527952136294067
smooth_visual__visual_norm_curv_076_099_sd,357,0.35,0.55,0.3156279093243389,0.15397838318812396,0.0625,0.03875968992248069,0.04994797086368363,0.05535900104058271,0.008715888649581727,0.013726012148198352,0.0011761840842442,50,0.06354417059106596
smooth_norm__norm_curv_076_099_sd,356,0.35,0.55,0.3156279093243389,0.15397838318812396,0.0625,0.03875968992248069,0.04994797086368363,0.05535900104058271,0.008715888649581727,0.013726012148198352,0.0011761840842442,50,0.06354417059106596
smooth_visual__visual_norm_abs_slope_097_102_sd,387,0.7,0.4,0.19860654363711092,0.15369001338715785,0.0625,0.03875968992248058,0.048907388137356955,0.05306971904266389,0.00715501456009171,0.00948059595544044,0.023246086401966296,51,0.07951494997204442
smooth_norm__norm_curv_097_100_sd,26,0.5,0.4,0.23981046954322788,0.1531201090196725,0.125,0.03100775193798455,0.04786680541103017,0.05265348595213319,0.008429526736522863,0.012373254603973583,0.002142744884769735,50,0.0667653662389455
smooth_norm__log_slope_082_085_sd,486,0.5,0.4,0.08170227707890046,0.15204303108551587,0.0625,0.03875968992248058,0.04682622268470349,0.05202913631633717,0.005594140470601583,0.014386661181424376,0.006083891269629112,48,0.05730578583552681
smooth_visual__visual_norm_curv_082_105_max,147,0.7,0.4,0.29502374625602334,0.15147061007202878,0.0625,0.03875968992248069,0.04994797086368363,0.05431841831425599,0.005594140470601472,0.01165533318813572,0.002661247395018164,53,0.07166458169437315
smooth_norm__norm_curv_082_105_max,148,0.7,0.4,0.29502374625602334,0.15147061007202878,0.0625,0.03875968992248069,0.04994797086368363,0.05431841831425599,0.005594140470601472,0.01165533318813572,0.002661247395018164,53,0.07166458169437315
smooth_visual__visual_norm_abs_slope_094_099_sd,80,0.7,0.4,0.19780199754090327,0.15133690042141654,0.0625,0.03875968992248058,0.04786680541103017,0.05535900104058271,0.004553557744274794,0.011400430752849489,0.031131751114186822,51,0.07353862167164196
smooth_norm__contrast_tail_114_128_minus_trough_060_095,501,0.5,0.4,0.030004469884009278,0.15119399844838202,0.0625,0.03875968992248069,0.0457856399583767,0.051196670135275756,0.005594140470601583,0.006993683904847159,0.016384302441344492,48,0.0889650708549564
smooth_norm__log_slope_091_102_sd,334,0.5,0.4,0.23709642173491816,0.1511411698464714,0.0625,0.03875968992248058,0.048907388137356955,0.052861602497398574,0.0066347231969282605,0.010926925279706979,0.011052525898023191,50,0.07250118673069492
smooth_visual__visual_norm_abs_slope_094_103_sd,504,0.35,0.4,0.21914279861041183,0.15103174438733294,0.125,0.03100775193798455,0.04786680541103017,0.04953173777315294,0.008429526736522752,0.010037186716033819,0.012052715286845261,50,0.07396413608178314
smooth_visual__visual_norm_slope_112_121_max,104,0.5,0.4,0.29867533422590353,0.1506636810377388,0.0625,0.03875968992248069,0.04786680541103017,0.055150884495317375,0.010276762739071854,0.012846760077116026,0.005226454366395111,49,0.066004436965402
smooth_visual__visual_norm_curv_082_099_min,544,0.7,0.4,0.32862439605867494,0.1504149272176923,0.0625,0.03875968992248069,0.04994797086368363,0.05369406867845992,0.00715501456009171,0.013668739765586557,0.004073638582857173,50,0.06135066229881784
smooth_visual__visual_norm_curv_109_118_sd,598,0.5,0.4,0.4983645094659412,0.14994040854004498,0.0625,0.03875968992248069,0.05098855359001042,0.057440166493236244,0.009236180012745066,0.01399140107607546,0.002166127296910834,52,0.06421911421911422
smooth_norm__norm_curv_103_118_sd,239,0.5,0.4,0.5132437251820557,0.14982079739003532,0.0625,0.03875968992248069,0.05098855359001042,0.058480749219562964,0.008715888649581727,0.01373649864078923,0.007571805436713154,53,0.06747600701014357
