feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold_youden,sensitivity_youden,specificity_youden,accuracy_youden,threshold_se90,sensitivity_se90,specificity_se90,accuracy_se90
SAT(피하지방)_SUM,clinic4,internal,387,44,0.11369509043927649,0.7399946991783727,0.6530615981552137,0.8232859735677264,0.1299230144600545,0.6590909090909091,0.7725947521865889,0.7596899224806202,0.03863446421869042,0.9090909090909091,0.2915451895043732,0.36175710594315247
SAT(피하지방)_SUM,clinic4,external,425,49,0.11529411764705882,0.8583369518019974,0.7947686605238014,0.9133868149054809,0.1299230144600545,0.7551020408163265,0.8324468085106383,0.8235294117647058,0.03863446421869042,0.9387755102040817,0.3803191489361702,0.4447058823529412
SAT(피하지방)_SUM,clinic4_aec_best,internal,387,44,0.11369509043927649,0.7382719321494832,0.6482303986628383,0.8209498237537005,0.20466945925365734,0.5227272727272727,0.8892128279883382,0.8475452196382429,0.03326788147358286,0.9318181818181818,0.2915451895043732,0.3643410852713178
SAT(피하지방)_SUM,clinic4_aec_best,external,425,49,0.11529411764705882,0.8851498046026921,0.8321454419433693,0.9299202699623099,0.20466945925365734,0.30612244897959184,0.9787234042553191,0.9011764705882352,0.03326788147358286,0.9387755102040817,0.5638297872340425,0.6070588235294118
VAT(내장지방)_SUM,clinic4,internal,387,53,0.13695090439276486,0.7683312620042934,0.6972683112008646,0.837271741074004,0.17490903529929294,0.660377358490566,0.8053892215568862,0.7855297157622739,0.06160394241077131,0.9056603773584906,0.41317365269461076,0.4806201550387597
VAT(내장지방)_SUM,clinic4,external,425,69,0.1623529411764706,0.8262497964500897,0.7702034048869311,0.8762457754381576,0.17490903529929294,0.6376811594202898,0.8398876404494382,0.8070588235294117,0.06160394241077131,0.9420289855072463,0.48314606741573035,0.5576470588235294
VAT(내장지방)_SUM,clinic4_aec_best,internal,387,53,0.13695090439276486,0.8552141001016834,0.7998934066583038,0.903272492609824,0.13158644327071728,0.8679245283018868,0.7724550898203593,0.7855297157622739,0.06312529449685492,0.9056603773584906,0.5868263473053892,0.6304909560723514
VAT(내장지방)_SUM,clinic4_aec_best,external,425,69,0.1623529411764706,0.8786842533789285,0.8348485417939648,0.917807560904516,0.13158644327071728,0.7681159420289855,0.8146067415730337,0.8070588235294117,0.06312529449685492,0.8840579710144928,0.6432584269662921,0.6823529411764706
Total Fat_SUM,clinic4,internal,387,44,0.11369509043927649,0.7694805194805194,0.6787610657449371,0.851280730706894,0.19862155823067895,0.5681818181818182,0.8979591836734694,0.8604651162790697,0.03764960206675946,0.9090909090909091,0.30903790087463556,0.3772609819121447
Total Fat_SUM,clinic4,external,425,58,0.13647058823529412,0.8759278398947665,0.8218020460031309,0.9243182279281476,0.19862155823067895,0.5689655172413793,0.9291553133514986,0.88,0.03764960206675946,0.9655172413793104,0.4223433242506812,0.4964705882352941
Total Fat_SUM,clinic4_aec_best,internal,387,44,0.11369509043927649,0.8106944076331831,0.7302655177214861,0.8822671373707013,0.121782014462988,0.75,0.7755102040816326,0.772609819121447,0.036585616364983295,0.9090909090909091,0.43731778425655976,0.4909560723514212
