feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold_youden,sensitivity_youden,specificity_youden,accuracy_youden,threshold_se90,sensitivity_se90,specificity_se90,accuracy_se90
Total Fat_SUM,clinic4_aec_best,external,425,58,0.13647058823529412,0.8880015033355256,0.8328001106512578,0.934461616864234,0.121782014462988,0.7758620689655172,0.896457765667575,0.88,0.036585616364983295,0.9310344827586207,0.5803814713896458,0.6282352941176471
VAT_TotalFat_ratio,clinic4,internal,387,60,0.15503875968992248,0.6081039755351683,0.5343225578098911,0.6802628045522784,0.13451252103054356,0.7666666666666667,0.44648318042813456,0.49612403100775193,0.09700954093878232,0.9,0.25382262996941896,0.35400516795865633
VAT_TotalFat_ratio,clinic4,external,425,72,0.16941176470588235,0.6897623544224111,0.6246589582179345,0.7551300771383044,0.13451252103054356,0.7916666666666666,0.43626062322946174,0.4964705882352941,0.09700954093878232,0.9027777777777778,0.21529745042492918,0.33176470588235296
VAT_TotalFat_ratio,clinic4_aec_best,internal,387,60,0.15503875968992248,0.7757390417940877,0.7083093367857866,0.837807672718353,0.13748094052237447,0.8,0.672782874617737,0.6925064599483204,0.049690301886197795,0.9,0.3394495412844037,0.4263565891472868
VAT_TotalFat_ratio,clinic4_aec_best,external,425,72,0.16941176470588235,0.71474661630469,0.6503884874896642,0.7750342737215532,0.13748094052237447,0.8055555555555556,0.45325779036827196,0.5129411764705882,0.049690301886197795,0.9722222222222222,0.1671388101983003,0.3035294117647059
VAT_SAT_ratio,clinic4,internal,387,60,0.15503875968992248,0.6081039755351683,0.5343225578098911,0.6802628045522784,0.13451252103054356,0.7666666666666667,0.44648318042813456,0.49612403100775193,0.09700954093878232,0.9,0.25382262996941896,0.35400516795865633
VAT_SAT_ratio,clinic4,external,425,67,0.15764705882352942,0.6956557992162093,0.6264893215541124,0.7644093861939166,0.13451252103054356,0.8059701492537313,0.43575418994413406,0.49411764705882355,0.09700954093878232,0.8955223880597015,0.2122905027932961,0.32
VAT_SAT_ratio,clinic4_aec_best,internal,387,60,0.15503875968992248,0.7757390417940877,0.7083093367857866,0.837807672718353,0.13748094052237447,0.8,0.672782874617737,0.6925064599483204,0.049690301886197795,0.9,0.3394495412844037,0.4263565891472868
VAT_SAT_ratio,clinic4_aec_best,external,425,67,0.15764705882352942,0.7099558075544068,0.6409531407756431,0.7750673804774632,0.13748094052237447,0.7910447761194029,0.44692737430167595,0.5011764705882353,0.049690301886197795,0.9701492537313433,0.164804469273743,0.2917647058823529
VAT_TAMA_ratio,clinic4,internal,387,45,0.11627906976744186,0.723391812865497,0.6443763808418004,0.8002615061516861,0.12921303377184248,0.6444444444444445,0.716374269005848,0.7080103359173127,0.07855422507461848,0.9111111111111111,0.4298245614035088,0.48578811369509045
VAT_TAMA_ratio,clinic4,external,425,73,0.17176470588235293,0.7827288293897883,0.7214672783581113,0.8408240417811598,0.12921303377184248,0.7123287671232876,0.6931818181818182,0.6964705882352941,0.07855422507461848,0.9041095890410958,0.45454545454545453,0.5317647058823529
VAT_TAMA_ratio,clinic4_aec_best,internal,387,45,0.11627906976744186,0.8194282001299544,0.747012073483816,0.8850919781944514,0.1360849290990324,0.7777777777777778,0.7660818713450293,0.7674418604651163,0.04877223779879355,0.9111111111111111,0.5087719298245614,0.5555555555555556
VAT_TAMA_ratio,clinic4_aec_best,external,425,73,0.17176470588235293,0.7975949564134496,0.7443724161955401,0.8523909402360106,0.1360849290990324,0.547945205479452,0.875,0.8188235294117647,0.04877223779879355,0.8356164383561644,0.6107954545454546,0.6494117647058824
TotalFat_TAMA_ratio,clinic4,internal,387,17,0.04392764857881137,0.7473767885532592,0.6076858249234983,0.8669177394891004,0.026676498713323147,0.9411764705882353,0.4945945945945946,0.5142118863049095,0.026676498713323147,0.9411764705882353,0.4945945945945946,0.5142118863049095
TotalFat_TAMA_ratio,clinic4,external,425,26,0.0611764705882353,0.7551571235781762,0.6304182212458097,0.8651469329263756,0.026676498713323147,0.8461538461538461,0.48120300751879697,0.5035294117647059,0.026676498713323147,0.8461538461538461,0.48120300751879697,0.5035294117647059
TotalFat_TAMA_ratio,clinic4_aec_best,internal,387,17,0.04392764857881137,0.7526232114467408,0.5912935830406637,0.8923793447475306,0.04335407299242151,0.7647058823529411,0.7351351351351352,0.7364341085271318,0.007277122449076671,0.9411764705882353,0.1891891891891892,0.2222222222222222
TotalFat_TAMA_ratio,clinic4_aec_best,external,425,26,0.0611764705882353,0.7797378060535956,0.6893843995510662,0.8646508842688045,0.04335407299242151,0.4230769230769231,0.8922305764411027,0.8635294117647059,0.007277122449076671,0.9230769230769231,0.3283208020050125,0.36470588235294116
SAT_TotalFat_ratio,clinic4,internal,387,64,0.165374677002584,0.7278444272445821,0.6543961775932265,0.7988719209791492,0.19761041208247793,0.65625,0.7708978328173375,0.751937984496124,0.08963013358161094,0.90625,0.38080495356037153,0.46770025839793283
SAT_TotalFat_ratio,clinic4,external,425,68,0.16,0.734223101005108,0.6698043097574365,0.7969412027720942,0.19761041208247793,0.5735294117647058,0.7478991596638656,0.72,0.08963013358161094,0.8676470588235294,0.36134453781512604,0.4423529411764706
SAT_TotalFat_ratio,clinic4_aec_best,internal,387,64,0.165374677002584,0.7748161764705882,0.7053952881807082,0.8400188262852984,0.1931879707881695,0.703125,0.7739938080495357,0.7622739018087855,0.07377904126203647,0.90625,0.42724458204334365,0.5064599483204134
SAT_TotalFat_ratio,clinic4_aec_best,external,425,68,0.16,0.7800708518701599,0.7192687696149007,0.8375498958900859,0.1931879707881695,0.7205882352941176,0.7254901960784313,0.7247058823529412,0.07377904126203647,0.9411764705882353,0.29971988795518206,0.4023529411764706
SAT_TAMA_ratio,clinic4,internal,387,8,0.020671834625323,0.49769129287598945,0.1954293516902592,0.781268552110818,0.020143811282388544,0.625,0.6147757255936676,0.6149870801033591,0.002558396677768229,1.0,0.0079155672823219,0.028423772609819122
SAT_TAMA_ratio,clinic4,external,425,15,0.03529411764705882,0.6967479674796748,0.5326575932970727,0.8405107187149354,0.020143811282388544,0.6666666666666666,0.6536585365853659,0.6541176470588236,0.002558396677768229,1.0,0.0,0.03529411764705882
SAT_TAMA_ratio,clinic4_aec_best,internal,387,8,0.020671834625323,0.6121372031662269,0.34029272191761367,0.8727406881313131,0.025024242682648332,0.625,0.7915567282321899,0.7881136950904393,0.002703787042803365,1.0,0.12137203166226913,0.13953488372093023
SAT_TAMA_ratio,clinic4_aec_best,external,425,15,0.03529411764705882,0.6325203252032521,0.46524887287435807,0.7902359375644357,0.025024242682648332,0.06666666666666667,0.975609756097561,0.9435294117647058,0.002703787042803365,0.5333333333333333,0.5585365853658537,0.5576470588235294
